NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Buffalo NR,BUFF,National River,Midwest ,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2021,"14,767"
Buffalo NR,BUFF,National River,Midwest ,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2022,"11,468"
Buffalo NR,BUFF,National River,Midwest ,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2023,"13,367"
Buffalo NR,BUFF,National River,Midwest ,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2024,"9,149"
Buffalo NR,BUFF,National River,Midwest ,TRAFFIC COUNT AT WOOLUM ROAD (ROUTE 131),2025,"6,746"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"241,665"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2021,"307,229"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"335,790"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2023,"347,817"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2024,"360,399"
Cabrillo NM,CABR,National Monument,Pacific West ,TRAFFIC COUNT AT MAIN ENTRANCE,2025,"329,049"
Camp Nelson NM,CANE,National Monument,Southeast ,Vehicles at Main Entrance,2021,"24,814"
Camp Nelson NM,CANE,National Monument,Southeast ,Vehicles at Main Entrance,2022,"36,923"
Camp Nelson NM,CANE,National Monument,Southeast ,Vehicles at Main Entrance,2023,"12,694"
Camp Nelson NM,CANE,National Monument,Southeast ,Vehicles at Main Entrance,2024,"21,512"
Camp Nelson NM,CANE,National Monument,Southeast ,Vehicles at Main Entrance,2025,"14,553"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2020,"136,501"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2021,"259,707"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2022,"266,819"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2023,"258,703"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2024,"267,457"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT APOLLO BEACH,2025,"456,306"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2020,"226,161"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2021,"451,561"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2022,"413,683"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2023,"387,189"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2024,"331,860"
Canaveral NS,CANA,National Seashore,Southeast ,TRAFFIC COUNT AT PLAYALINDA BEACH,2025,"343,701"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2020,"3,403"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2021,"4,180"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2022,"4,182"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2023,"2,832"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2024,"3,460"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,MAGNOLIA TRAFFIC COUNT,2025,"3,457"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2020,"4,501"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2021,"3,147"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2022,"3,094"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2023,"2,962"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2024,"2,935"
Cane River Creole NHP,CARI,National Historical Park,Southeast ,OAKLAND TRAFFIC COUNT,2025,"2,358"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"496,166"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2021,"667,206"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"726,726"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2023,"670,537"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2024,"795,631"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT MAIN ENTRANCE,2025,"734,326"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2020,"732,684"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2021,"462,002"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2022,"445,782"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2023,"440,294"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2024,"409,055"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT NORTH RIM,2025,"468,370"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2020,"235,164"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2021,"286,853"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2022,"322,855"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2023,"345,880"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2024,"390,321"
Canyon de Chelly NM,CACH,National Monument,Intermountain ,TRAFFIC COUNT AT SOUTH RIM,2025,"316,816"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2020,"2,336"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2020,"2,336"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2021,"4,223"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2021,"4,223"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2022,"6,759"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2022,"6,759"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2023,"8,998"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2023,"8,998"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2024,"7,793"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2024,"7,793"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2025,"7,983"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ELEPHANT HILL,2025,"7,983"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2020,"1,781"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2021,"2,890"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2022,"1,865"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2023,"1,253"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2024,984
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT HORSESHOE CANYON,2025,879
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2020,"142,214"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2021,"261,129"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2022,"223,294"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2023,"228,714"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2024,"230,633"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT ISLAND PROPER ENTRANCE,2025,"227,284"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2020,473
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2021,768
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2022,720
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2023,569
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2024,545
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT MAZE OVERLOOK,2025,478
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2020,"39,869"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2021,"67,054"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2022,"53,460"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2023,"54,619"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2024,"58,109"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT NEEDLES PROPER,2025,"55,627"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT POTASH,2023,0
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT POTASH,2024,0
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT POTASH,2025,"21,578"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2020,"4,678"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2021,"9,727"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2022,"11,278"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2023,"16,440"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2024,"13,639"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT SHAFER TRAIL,2025,972
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2020,634
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2021,"1,164"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2022,"1,032"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2023,757
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2024,504
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT STANDING ROCKS,2025,524
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2020,"6,587"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2021,"11,771"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2022,"8,545"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2023,"6,725"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2024,"14,556"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM EAST SIDE,2025,414
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2020,"3,202"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2021,"6,177"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2022,"5,583"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2023,"4,593"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2024,"6,460"
Canyonlands NP,CANY,National Park,Intermountain ,TRAFFIC COUNT AT WHITE RIM WEST SIDE,2025,"3,761"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2020,"74,812"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2021,"72,744"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2022,"63,599"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2023,"73,293"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2024,"72,758"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT BEECH FOREST,2025,"61,830"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2020,"130,585"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2021,"154,269"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2022,"134,143"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2023,"140,119"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2024,"94,667"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT COAST GUARD BEACH (LOW-USE SEASON),2025,"137,587"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2020,"36,713"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2021,"37,131"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2022,"32,309"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2023,"31,734"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2024,"32,972"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT DOANE ROCK,2025,"23,273"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2020,"89,934"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2021,"84,064"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2022,"82,402"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2023,"79,745"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2024,"81,622"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT FORT HILL,2025,"67,612"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2020,"41,330"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2021,"32,319"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2022,"35,566"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2023,"41,932"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2024,"43,250"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT GREAT ISLAND,2025,"39,803"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2020,"47,649"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2021,"53,309"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2022,"42,226"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2023,"30,802"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2024,"35,668"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HEAD OF THE MEADOW BEACH,2025,"31,549"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2020,"180,861"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2021,"182,544"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2022,"207,960"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2023,"162,354"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2024,"168,666"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT HERRING COVE BEACH,2025,"192,943"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2020,"15,255"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2021,"25,872"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2022,"24,289"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2023,"25,131"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2024,"23,018"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT LITTLE CREEK AREA (HIGH-USE SEASON),2025,"26,036"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2020,"91,135"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2021,"111,940"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2022,"95,705"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2023,"82,826"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2024,"88,303"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI BEACH,2025,"63,500"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2020,"45,972"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2021,"39,845"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2022,"40,857"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2023,"39,560"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2024,"41,440"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT MARCONI STATION,2025,"22,328"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2020,"202,980"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2021,"142,402"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2022,"166,048"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2023,"159,011"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2024,"187,036"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT NAUSET LIGHT BEACH,2025,"155,203"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2020,"39,866"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2021,"40,168"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2022,"28,627"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2023,"25,806"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2024,"33,284"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PILGRIM HEIGHTS,2025,"39,551"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2020,"17,230"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2021,"17,864"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2022,"17,757"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2023,"17,304"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2024,"17,053"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN AIRPORT,2025,"22,848"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2020,"64,625"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2021,"87,786"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2022,"89,095"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2023,"83,409"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2024,"81,510"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT PROVINCETOWN VISITOR CENTER,2025,"67,774"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2020,"171,894"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2021,"164,702"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2022,"167,488"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2023,"156,339"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2024,"164,847"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT RACE POINT BEACH,2025,"170,222"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2020,"164,935"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2021,"142,806"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2022,"143,227"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2023,"158,754"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2024,"151,468"
Cape Cod NS,CACO,National Seashore,Northeast ,TRAFFIC COUNT AT SALT POND VISITOR CENTER,2025,"153,894"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2020,"67,278"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2021,"72,527"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2022,"59,153"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2023,"65,618"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2024,"67,704"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT Coquina Beach,2025,"70,436"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2020,"9,706"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2021,"11,692"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2022,"9,260"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2023,"7,974"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2024,"14,220"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 34,2025,"9,988"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2020,"144,347"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2021,"159,814"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2022,"135,233"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2023,"141,864"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2024,"153,317"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 43/44,2025,"132,538"
Cape Hatteras NS,CAHA,National Seashore,Southeast ,TRAFFIC COUNT AT RAMP 55,2020,"75,074"
