NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2020,"16,628"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2021,"23,124"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2022,"21,766"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2023,"23,774"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2024,"22,988"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,2025,"20,079"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2020,"14,420"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2021,"18,248"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2022,"17,824"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2023,"18,819"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2024,"17,731"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,2025,"17,380"
Amache NHS,AMCH,National Historic Site,Intermountain ,East Entrance,2024,0
Amache NHS,AMCH,National Historic Site,Intermountain ,East Entrance,2025,0
Amache NHS,AMCH,National Historic Site,Intermountain ,Main Entrance,2024,"2,017"
Amache NHS,AMCH,National Historic Site,Intermountain ,Main Entrance,2025,"3,744"
Amache NHS,AMCH,National Historic Site,Intermountain ,West Entrance,2024,299
Amache NHS,AMCH,National Historic Site,Intermountain ,West Entrance,2025,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2020,"32,948"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2021,"24,918"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2022,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2023,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2024,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,2025,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2020,"44,110"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2021,"35,717"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2022,"35,667"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2023,"27,530"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2024,"16,915"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,2025,"8,189"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2020,"5,630"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2021,"5,700"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2022,"3,989"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2023,"7,702"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2024,"7,406"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,2025,"6,750"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2020,"76,137"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2021,"50,346"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2022,"61,064"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2023,"50,513"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2024,"56,700"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,2025,"44,469"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2020,"41,464"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2021,"35,399"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2022,"34,912"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2023,"39,309"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2024,"42,005"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,2025,"44,619"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2020,"15,716"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2021,"7,940"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2022,"17,870"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2023,"12,518"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2024,"6,064"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2025,"3,254"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2020,"9,417"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2021,"6,510"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2022,"7,161"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2023,"6,660"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2024,"8,679"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2025,"6,828"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2020,"59,739"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2021,"34,707"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2022,"34,754"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2023,"32,573"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2024,"39,719"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2025,"27,836"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2020,"5,709"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2021,"6,056"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2022,"5,604"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2023,"6,007"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2024,"16,087"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2025,"11,266"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2020,"10,503"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2021,"6,004"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2022,"7,629"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2023,"6,718"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2024,"6,274"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2025,"4,261"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2020,"30,421"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2021,"26,367"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2022,"29,368"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2023,"31,320"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2024,"27,682"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2025,"43,919"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2020,"34,142"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2021,"40,159"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2022,"25,835"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2023,"24,674"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2024,"16,422"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2025,"14,964"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2020,"20,557"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2021,"13,533"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2022,"17,475"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2023,"22,541"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2024,"22,240"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2025,"18,517"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2020,"3,455"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2021,"5,256"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2022,"3,946"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2023,"2,590"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2024,"2,767"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,2025,"2,234"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2020,"26,961"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2020,"13,481"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2021,"30,936"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2021,"15,468"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2022,"28,064"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2022,"14,032"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2023,"37,142"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2023,"18,571"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2024,"30,468"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2024,"15,234"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2025,"23,803"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2025,"11,902"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2020,"6,909"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2021,"10,512"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2022,"7,892"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2023,"5,179"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2024,"5,534"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT NATIONAL CEMETERY ROAD,2025,"4,467"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2020,"26,741"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2021,"34,665"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2022,"28,996"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2023,"27,977"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2024,"29,296"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT LITTLE SAND BAY,2025,"23,415"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2020,"29,860"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2021,"30,470"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2022,"24,736"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2023,"23,384"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2024,"23,346"
Apostle Islands NL,APIS,National Lakeshore,Midwest ,TRAFFIC COUNT AT MEYERS ROAD,2025,"32,557"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2020,"19,080"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2021,"32,140"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2022,"31,037"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2023,"34,087"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2024,"31,288"
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,TRAFFIC COUNT AT VILLAGE ENTRANCE,2025,"27,189"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2020,"477,442"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2021,"685,011"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2022,"550,269"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2023,"556,700"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2024,"570,928"
Arches NP,ARCH,National Park,Intermountain ,Main Entrance,2025,"590,414"
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2020,0
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2021,0
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2022,0
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2023,0
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2024,"2,975"
Arches NP,ARCH,National Park,Intermountain ,Salt Valley,2025,"2,792"
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2020,0
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2021,0
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2022,0
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2023,0
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2024,"6,040"
Arches NP,ARCH,National Park,Intermountain ,Willow Flats,2025,"4,759"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2020,"15,462"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2021,"13,841"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2022,"12,385"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2023,"13,213"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2024,"13,883"
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,TRAFFIC COUNT AT ENTRANCE LANE,2025,"14,205"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2020,"402,088"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2021,"450,484"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2022,"362,803"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2023,"381,491"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2024,"372,435"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT BAYBERRY DRIVE,2025,"379,047"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2020,"436,937"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2021,"447,851"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2022,"427,120"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2023,"413,977"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2024,"400,088"
Assateague Island NS,ASIS,National Seashore,Northeast ,TRAFFIC COUNT AT FWS ENTRANCE,2025,"407,923"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2020,"118,717"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2021,"105,457"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2022,"129,377"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2023,"135,834"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2024,"134,085"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT INTERIOR ENTRANCE (2602),2025,"145,740"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2020,"151,375"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2021,"228,721"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2022,"164,063"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2023,"185,337"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2024,"194,877"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT NORTHEAST ENTRANCE (2601),2025,"209,061"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT PINNACLES ENTRANCE (2603),2020,"128,660"
Badlands NP,BADL,National Park,Midwest ,TOTAL TRAFFIC COUNT AT PINNACLES ENTRANCE (2603),2021,"175,239"
