NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,TRAFFIC COUNT AT PICNIC PARKING LOT,1999,"17,106"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1990,"271,970"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1991,"282,844"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1992,"273,023"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1993,"308,752"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1994,"306,198"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1995,"316,560"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1996,"302,973"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1997,"309,124"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1998,"288,392"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SAND BEACH,1999,"293,941"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1990,"211,668"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1991,"178,029"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1992,"200,351"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1993,"177,348"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1994,"180,043"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1995,"218,988"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1996,"208,403"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1997,"209,733"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1998,"219,322"
Acadia NP,ACAD,National Park,Northeast ,TRAFFIC COUNT AT SCHOODIC,1999,"162,763"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1993,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1994,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1995,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1996,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1997,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1998,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT AT DRY RUN ROAD TRAILHEAD,1999,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1993,"45,564"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1994,"30,055"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1995,"30,091"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1996,"29,933"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1997,"25,638"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1998,"23,709"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Main Entrance,1999,"24,307"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1993,"29,842"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1994,"27,975"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1995,"30,668"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1996,"28,444"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1997,"28,588"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1998,"26,485"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,Traffic Count at Picnic Area,1999,"26,094"
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1993,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1994,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1995,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1996,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1997,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1998,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,TRAFFIC COUNT FROM STAPLE BEND TUNNEL,1999,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1991,"74,942"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1992,"91,736"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1993,"74,374"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1994,"41,988"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1995,"24,884"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1996,"21,243"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1997,"34,930"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1998,"30,583"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BLACK BRUSH POINT,1999,"30,779"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1991,160
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1992,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1993,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1994,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1995,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1996,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1997,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1998,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT BOX CANYON,1999,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1991,"79,404"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1992,"105,998"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1993,"72,138"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1994,"103,252"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1995,"80,810"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1996,"88,512"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1997,"23,446"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1998,"44,800"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM ROAD,1999,"63,537"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1991,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1992,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1993,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1994,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1995,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1996,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1997,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1998,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DAM VC,1999,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1991,"163,946"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1992,"219,978"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1993,"225,572"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1994,"296,896"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1995,"294,904"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1996,"206,203"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1997,"140,591"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1998,"154,158"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT DIABLO EAST,1999,"159,839"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1991,"41,320"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1992,"43,219"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1993,"65,476"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1994,"60,155"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1995,"33,317"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1996,"60,833"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1997,"67,608"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1998,"60,554"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT GOVERNORS LANDING,1999,"45,797"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1991,"33,416"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1992,"33,352"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1993,"36,000"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1994,"38,930"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1995,"31,840"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1996,"18,702"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1997,"31,638"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1998,"16,559"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,1999,"36,629"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1991,"13,028"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1992,"20,152"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1993,"21,918"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1994,"29,638"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1995,"21,250"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1996,"8,076"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1997,"9,299"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1998,"8,245"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,1999,"1,007"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1991,"36,662"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1992,"46,484"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1993,"34,424"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1994,"29,822"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1995,"12,828"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1996,"13,151"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1997,"25,034"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1998,"11,056"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,1999,"12,201"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1991,"104,470"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1992,"109,920"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1993,"114,940"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1994,"124,124"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1995,"127,270"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1996,"105,680"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1997,"113,453"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1998,"100,258"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,1999,"92,279"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1991,"50,446"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1992,"63,162"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1993,"47,836"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1994,"49,028"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1995,"68,390"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1996,"83,936"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1997,"73,829"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1998,"111,826"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,1999,"126,957"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1991,"20,978"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1992,"21,456"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1993,"24,372"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1994,"17,084"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1995,"16,660"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1996,"11,654"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1997,"12,633"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1998,"11,439"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,1999,"17,430"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1991,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1992,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1993,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1994,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1995,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1996,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1997,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1998,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,1999,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1991,"35,680"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1992,"51,262"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1993,"37,294"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1994,"21,920"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1995,"43,836"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1996,"16,700"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1997,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1998,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,1999,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1991,"67,280"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1992,"82,968"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1993,"79,960"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1994,"72,072"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1995,"52,738"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1996,"36,857"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1997,"54,025"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1998,"64,501"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,1999,"61,899"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1993,"49,848"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1994,"47,139"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1995,"45,826"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1996,"58,479"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1997,"59,254"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1998,"68,675"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,1999,"55,242"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1991,"4,562"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1992,"4,242"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1993,"4,686"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1994,"5,540"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1995,"7,219"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1996,"6,301"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1997,"7,221"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1998,"6,488"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT CEMETERY ROAD,1999,"6,245"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1991,"35,409"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1991,"8,852"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1992,"21,762"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1992,"5,441"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1993,"30,891"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1993,"7,723"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1994,"56,150"
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,1994,"14,038"
