NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1994,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1995,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1996,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1997,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1998,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON FERRY SOUTH UNIT 2,1999,"26,856"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1992,"90,618"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1993,"83,936"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1994,"76,658"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1995,"83,509"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1996,"74,698"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1997,"64,306"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1998,"83,319"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JOHNSON'S FERRY NORTH,1999,"71,807"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1992,"43,193"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1993,"50,336"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1994,"63,129"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1995,"55,739"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1996,"57,256"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1997,"49,717"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1998,"51,983"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT JONES BRIDGE,1999,"55,053"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1992,"32,024"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1993,"39,051"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1994,"46,770"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1995,"51,870"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1996,"53,683"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1997,"44,829"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1998,"46,414"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT MEDLOCK BRIDGE,1999,"53,523"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1992,"127,257"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1993,"180,714"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1994,"156,492"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1995,"162,179"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1996,"139,869"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1997,"119,360"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1998,"122,448"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PACES MILL,1999,"117,269"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1992,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1993,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1994,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1995,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1996,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1997,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1998,0
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT PALISADES WEST ATLANTA RANGER STATION,1999,"8,986"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1992,"181,015"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1993,"205,283"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1994,"189,918"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1995,"177,671"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1996,"166,893"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1997,"130,794"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1998,"127,032"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT POWERS ISLAND,1999,"95,511"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1992,"31,903"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1993,"42,428"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1994,"45,772"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1995,"40,737"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1996,"40,919"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1997,"37,096"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1998,"40,473"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT SOPE CREEK,1999,"36,560"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1992,"42,494"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1993,"39,947"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1994,"57,739"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1995,"63,749"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1996,"65,644"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1997,"49,824"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1998,"50,749"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT VICKERY CREEK,1999,"52,409"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1992,"16,170"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1993,"61,886"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1994,"70,519"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1995,"65,049"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1996,"63,209"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1997,"52,784"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1998,"37,746"
Chattahoochee River NRA,CHAT,National Recreation Area,Southeast ,TRAFFIC COUNT AT WHITEWATER CREEK,1999,"36,239"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1991,"525,027"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1992,"659,871"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1993,"672,529"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1994,"670,689"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1995,"689,214"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1996,"684,133"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1997,"715,350"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1998,"684,989"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT MCFARLAND GAP ROAD EASTBOUND LANE,1999,"638,139"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1991,"5,509,689"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1992,"5,793,264"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1993,"5,903,550"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1994,"5,742,444"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1995,"4,392,532"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1996,"5,289,631"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1997,"4,562,255"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1998,"5,144,641"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD NORTHBOUND LANE,1999,"3,673,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1991,0
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1992,0
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1993,0
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1994,"266,615"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1995,"1,903,826"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1996,"1,092,450"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1997,"1,888,163"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1998,"1,323,502"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT OLD LAFAYETTE ROAD SOUTHBOUND LANE,1999,"2,159,728"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1991,"525,026"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1992,"359,723"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1993,"534,751"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1994,"611,460"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1995,"590,753"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1996,"576,485"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1997,"647,317"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1998,"645,683"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT REEDS BRIDGE ROAD WESTBOUND LANE,1999,"688,391"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1991,"21,317"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1992,"18,389"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1993,"28,554"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1994,"9,874"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1995,"6,370"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1996,"3,231"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1997,"1,076"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1998,701
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,TRAFFIC COUNT AT SANDERS ROAD PICNIC AREA (ENTRANCE LANE),1999,"1,810"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1994,"136,242"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1995,"204,892"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1996,"163,582"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1997,"161,471"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1998,"125,156"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at 12th Street,1999,"137,555"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1994,"88,807"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1995,"67,462"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1996,"58,721"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1997,"82,188"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1998,"83,677"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Buckhorn Road,1999,"61,996"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1994,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1995,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1996,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1997,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1998,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Catfish Bottoms,1999,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1994,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1995,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1996,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1997,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1998,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cats Eye Road (Info Only),1999,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1994,"20,282"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1995,"25,141"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1996,"23,348"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1997,"35,811"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1998,"44,211"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Cedar Blue Road,1999,"29,640"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1994,"12,403"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1995,"10,570"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1996,"4,988"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1997,"12,711"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1998,"5,915"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Eagle Bay,1999,"9,672"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1994,"9,792"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1995,"8,410"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1996,"7,245"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1997,"7,222"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1998,"7,622"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at East Hunting Area,1999,"9,606"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1994,"34,475"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1995,"35,533"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1996,"43,963"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1997,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1998,"36,796"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Guy Sandy,1999,"32,311"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1994,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1995,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1996,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1997,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1998,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Northbound (Info Only),1999,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1994,"601,012"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1995,"620,161"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1996,"621,339"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1997,"710,827"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1998,"700,585"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Highway 177 Southbound (Info Only),1999,"753,488"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1994,"121,673"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1995,"121,605"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1996,"127,421"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1997,"107,649"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1998,"137,557"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NE Perimeter,1999,"138,555"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1994,"130,632"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1995,"137,075"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1996,"118,420"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1997,"125,911"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1998,"110,652"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at NW Perimeter,1999,"138,430"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1994,"53,026"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1995,"53,788"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1996,"58,751"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1997,"63,491"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1998,"78,020"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Point Road,1999,"57,804"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1994,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1995,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1996,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1997,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1998,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SE Perimeter,1999,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1994,"32,946"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1995,"44,085"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1996,"43,712"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1997,"45,937"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1998,"40,933"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at SW Perimeter,1999,"46,856"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Veterans Lake (Info Onlyl),1994,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Veterans Lake (Info Onlyl),1995,0
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,Traffic Count at Veterans Lake (Info Onlyl),1996,0
