NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2012,"13,812"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2013,"3,527"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2014,"7,649"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2015,"8,760"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2016,"7,887"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2017,"10,235"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2018,"9,454"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 NORTH,2019,"11,002"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,2010,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,2011,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT OLD 277 SOUTH,2012,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2010,"11,441"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2011,"16,325"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2012,"7,907"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2013,"7,442"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2014,"7,793"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2015,"7,604"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2016,"10,900"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2017,"8,220"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2018,"7,892"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT PECOS RIVER,2019,"6,719"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2010,"54,590"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2011,"56,047"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2012,"55,418"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2013,"41,367"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2014,"46,531"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2015,"42,527"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2016,"45,709"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2017,"67,555"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,"48,240"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,"48,760"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2010,"13,035"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2011,"13,564"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2012,"11,992"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2013,"6,094"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2014,"3,383"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2015,"9,892"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2016,"6,939"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2017,"1,737"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2018,"5,095"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SAN PEDRO,2019,"4,398"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2010,"22,996"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2011,"14,537"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2012,"5,427"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2013,"4,706"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2014,"4,389"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2015,"30,602"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2016,"7,629"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2017,"7,025"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2018,"7,014"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 406,2019,"6,568"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2010,"30,783"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2011,"27,108"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2012,"14,265"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2013,"30,418"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2014,"31,435"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2015,"18,371"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2016,"17,412"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2017,"14,866"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2018,"20,092"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SPUR 454,2019,"16,332"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,2010,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,2011,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT SWIM BEACH,2012,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2010,"59,498"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2011,"30,482"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2012,"24,963"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2013,"19,721"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2014,"18,368"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2015,"22,677"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2016,"25,125"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2017,"24,715"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,"25,323"
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,"26,241"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2010,"36,089"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2011,"32,366"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2012,"35,915"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2013,"29,317"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2014,"37,473"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2015,"39,076"
Andersonville NHS,ANDE,National Historic Site,Southeast ,TRAFFIC COUNT AT MAIN ENTRANCE,2016,"38,665"
