,Visitors Scaled,Area Scaled,cei_pct_area,RONI
1279,0.013016302503255165,2.220506321511088e-05,0.2064,-1.2
379,0.0088171673769889,0.0011343467989348268,0.0724,1.5
2707,0.019564746285917978,0.0011616023694404878,0.2086,0.6
1174,0.14397374378959604,0.00042937896401333287,0.1226,-0.9
1977,0.01494272108166933,0.010925821081930546,0.1202,-0.6
1567,0.016907617212243268,0.0010157814903886773,0.5226,-0.8
39,0.002765120316764633,0.004375012670978808,0.1152,0.3
2313,0.006486553003009598,0.0004441728012326786,0.12619999999999998,1.3
1732,0.02376261092697142,0.020119318163202324,0.04,-0.9
2303,0.003913275953381179,0.0004441728012326786,0.11359999999999999,-0.8
1099,0.054216685971991974,0.000436861726939559,0.0336,0.6
971,0.012544952489297977,0.16345795157233095,0.0834,0.6
883,0.07820580626262091,0.3008584617651346,0.2116,-0.3
1161,0.08265450098426304,0.00042937896401333287,0.1568,-0.9
2596,0.014071168225673022,0.00035768465230526545,0.0834,0.3
1313,0.001930774527715272,0.0010309902418046972,0.0724,1.5
59,0.0035201515289563544,0.004375012670978808,0.4428,1.2
2030,0.0007232690818711561,0.0005150658993195822,0.40659999999999996,0.1
1032,0.009491795024997704,0.0018295140743831563,0.0706,-0.9
414,0.02743975812865514,0.0006760239928569517,0.1524,-1.5
1974,0.017364991888859406,0.010925821081930546,0.0724,1.5
1236,0.05824739105861547,0.008045186273510953,0.1476,-1.1
2010,0.012002999797085362,0.0005150658993195822,0.195,-1.7
2156,0.06610352712104783,0.010307656158430495,0.5376,-1.2
1990,0.00723922474266322,0.0005150658993195822,0.12240000000000001,0.6
2140,0.01862585771364207,0.010307656158430495,0.1444,0.6
2704,0.0207789671536013,0.0011616023694404878,0.057999999999999996,0.3
2688,0.019678545461409375,0.0011616023694404878,0.0864,0.7
1330,0.002256200240085406,0.011729195118394264,0.29960000000000003,0.0
2712,0.017675716272338306,0.0011616023694404878,0.5770000000000001,-0.8
440,0.01592607663639403,0.0006760239928569517,0.5256000000000001,-1.1
477,0.15511971056168877,2.7727714246704177e-05,0.41659999999999997,2.2
1074,0.014459755202909194,0.008982305755164656,0.1244,-0.6
2553,0.03407332442057707,0.004489242841539018,0.1804,-0.2
2372,0.005671445990040122,0.0015329219606916302,0.099,-1.6
715,0.039544578240653855,0.07645529473365578,0.0684,0.6
820,0.025466513095254086,0.0011448627277126015,0.6437999999999999,0.5
1939,0.11937515359258734,0.0007919853571343187,0.7173999999999999,-1.2
944,0.014491880329004852,0.003614603714949998,0.1882,-0.6
1654,0.006394352076136186,0.001123029656535888,0.13019999999999998,-0.8
1013,0.010241199802675497,0.0018295140743831563,0.198,1.6
1669,0.028092606030158417,0.0018220599262291145,0.0674,2.3
1374,0.0037435754285255873,0.011729195118394264,0.3396,-1.1
2505,0.5864645046396305,8.35265200063256e-05,0.3132,0.9
125,0.011481374868277909,0.000455547173175986,0.19940000000000002,2.2
2514,0.54983750494128,8.35265200063256e-05,0.47479999999999994,-0.8
2390,0.01987764864404743,0.004298983221284801,0.09300000000000001,0.6
2787,0.034838519514471374,0.05065076501808047,0.207,-0.8
708,0.036807771594346415,1.0,0.2726,1.6
1054,0.00921047329930127,0.008982305755164656,0.1376,0.0
2057,0.01582207834683012,0.006515626548550992,0.1902,-0.6
391,0.016070004461218076,0.0011343467989348268,0.132,-1.2
1403,0.01814525130742003,0.0009359748907663265,0.0894,-1.6
220,0.0046997063001183725,0.000341960834989926,0.0286,0.5
2469,0.0032273954363445166,4.62128570778403e-06,0.192,-0.6
17,0.0016367479498906113,0.004375012670978808,0.247,0.1
58,0.0028244701259922036,0.004375012670978808,0.2036,-0.8
1242,0.012178508254342428,2.220506321511088e-05,0.1192,-0.8
1592,0.004497336155504486,0.006225358299512223,0.1568,0.6
2170,0.007675001170661375,5.7229544368842474e-05,0.2018,-1.7
936,0.016232082074796733,0.003614603714949998,0.3618,0.5
411,0.02830296208182433,0.0006760239928569517,0.1882,-0.9
1709,0.01875381372436206,0.020119318163202324,0.0274,-0.3
2412,0.020199444398666645,0.004298983221284801,0.128,-0.1
261,0.29197456270806466,0.0002288323331588166,0.008199999999999999,0.7
1648,0.007254470565217092,0.001123029656535888,0.45439999999999997,-0.7
2225,0.01665878360841758,0.00042504382602739303,0.5064,2.2
1888,0.07117766356317379,0.0014529436724361727,0.3322,2.2
2802,0.04415299110333655,0.05065076501808047,0.195,-1.7
149,0.009146767540772593,0.000455547173175986,0.132,-1.2
107,0.01031706591966976,0.000455547173175986,0.12240000000000001,0.6
2049,0.0176457691208932,0.006515626548550992,0.1592,0.5
2780,0.033977312038065186,0.004579236300059023,0.41259999999999997,1.2
2740,0.01699328421516502,0.004579236300059023,0.2488,-0.5
2652,0.011473751957000972,0.0016024272423275892,0.057999999999999996,0.3
1,0.014088592022877445,5.007585132273716e-07,0.47479999999999994,-0.8
