,Code_Year,Traffic Count,Traffic Count Scaled,trf_annual_chg,trf_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Traffic Trend Cat,Traffic Trend Bins,Traffic Trend Chg,Traffic Trend UpDn,Traffic Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
2908,GRSM-2017,18018940.0,0.5157735226026283,-1167153.0,-0.060833281690024124,National Park,522426.88,Southeast,0.4192,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Gargantuan,13,6,2,1,4,0,0
2909,GRSM-2018,18323849.0,0.5245012273956542,304909.0,0.016921583622566034,National Park,522426.88,Southeast,0.46740000000000004,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Gargantuan,13,6,2,1,0,0,0
2910,GRSM-2019,19165570.0,0.5485946205263604,841721.0,0.045935818397106414,National Park,522426.88,Southeast,0.43560000000000004,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Gargantuan,13,6,2,0,4,0,0
2911,GRSM-2020,19168418.0,0.5486761415810046,2848.0,0.00014859980684112187,National Park,522426.88,Southeast,0.5197999999999999,0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Extreme,Gargantuan,13,6,2,2,1,0,0
2912,GRSM-2021,21258619.0,0.6085059835538142,2090201.0,0.10904400144028578,National Park,522426.88,Southeast,0.2394,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Gargantuan,13,6,1,1,0,1,0
2913,GRSM-2022,20226689.0,0.5789680545091905,-1031930.0,-0.048541723241759024,National Park,522426.88,Southeast,0.1716,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,13,6,2,1,0,2,0
2914,GRSM-2023,20374777.0,0.5832069203589675,148088.0,0.0073214157789245685,National Park,522426.88,Southeast,0.36060000000000003,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,13,6,2,1,4,1,0
2915,GRSM-2024,20412906.0,0.5842983235515701,38129.0,0.0018713824450692148,National Park,522426.88,Southeast,0.5506,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Gargantuan,13,6,2,0,0,0,0
2916,GRSM-2025,20042920.0,0.5737078569351289,-369986.0,-0.01812510183508414,National Park,522426.88,Southeast,0.1476,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,13,6,2,1,0,2,0
2917,GRTE-1992,3146198.0,0.09005666400272958,334414.0,0.11893303326286798,National Park,310044.36,Northern Rockies and Plains,0.0674,2.3,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Gargantuan,13,2,1,0,3,2,0
2918,GRTE-1992,3146198.0,0.09005666400272958,334414.0,0.11893303326286798,National Park,23777.22,Northern Rockies and Plains,0.0674,2.3,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Very Large,13,2,1,0,3,2,5
2919,GRTE-1993,2918596.0,0.08354179213505016,-227602.0,-0.07234191872221647,National Park,310044.36,Northern Rockies and Plains,0.36219999999999997,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Gargantuan,13,2,2,0,4,1,0
2920,GRTE-1993,2918596.0,0.08354179213505016,-227602.0,-0.07234191872221647,National Park,23777.22,Northern Rockies and Plains,0.36219999999999997,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Very Large,13,2,2,0,4,1,5
2921,GRTE-1994,3137741.0,0.0898145911238227,219145.0,0.07508576041356872,National Park,310044.36,Northern Rockies and Plains,0.11699999999999999,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,13,2,2,2,1,2,0
2922,GRTE-1994,3137741.0,0.0898145911238227,219145.0,0.07508576041356872,National Park,23777.22,Northern Rockies and Plains,0.11699999999999999,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,2,2,2,1,2,5
2923,GRTE-1995,3195941.0,0.0914805059343206,58200.0,0.01854837604505917,National Park,310044.36,Northern Rockies and Plains,0.193,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Gargantuan,13,2,2,0,0,2,0
2924,GRTE-1995,3195941.0,0.0914805059343206,58200.0,0.01854837604505917,National Park,23777.22,Northern Rockies and Plains,0.193,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Very Large,13,2,2,0,0,2,5
2925,GRTE-1996,3248694.0,0.09299050600301811,52753.0,0.016506249646035392,National Park,310044.36,Northern Rockies and Plains,0.3454,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,13,2,2,1,4,1,0
2926,GRTE-1996,3248694.0,0.09299050600301811,52753.0,0.016506249646035392,National Park,23777.22,Northern Rockies and Plains,0.3454,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,2,2,1,4,1,5
2927,GRTE-1997,3232045.0,0.0925139455961456,-16649.0,-0.005124828623440681,National Park,310044.36,Northern Rockies and Plains,0.11939999999999999,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,13,2,2,2,1,2,0
2928,GRTE-1997,3232045.0,0.0925139455961456,-16649.0,-0.005124828623440681,National Park,23777.22,Northern Rockies and Plains,0.11939999999999999,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,2,2,2,1,2,5
2929,GRTE-1998,3287950.0,0.09411416840509552,55905.0,0.017297098276787607,National Park,310044.36,Northern Rockies and Plains,0.3398,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Gargantuan,13,2,2,0,3,1,0
2930,GRTE-1998,3287950.0,0.09411416840509552,55905.0,0.017297098276787607,National Park,23777.22,Northern Rockies and Plains,0.3398,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Very Large,13,2,2,0,3,1,5
2931,GRTE-1999,3298316.0,0.09441088443474538,10366.0,0.003152724341915175,National Park,310044.36,Northern Rockies and Plains,0.316,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Gargantuan,13,2,2,1,2,1,0
2932,GRTE-1999,3298316.0,0.09441088443474538,10366.0,0.003152724341915175,National Park,23777.22,Northern Rockies and Plains,0.316,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Very Large,13,2,2,1,2,1,5
2933,GRTE-2000,3108859.0,0.08898787374312166,-189457.0,-0.05744052419477091,National Park,310044.36,Northern Rockies and Plains,0.08439999999999999,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,13,2,2,1,2,2,0
2934,GRTE-2000,3108859.0,0.08898787374312166,-189457.0,-0.05744052419477091,National Park,23777.22,Northern Rockies and Plains,0.08439999999999999,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,13,2,2,1,2,2,5
2935,GRTE-2001,3154170.0,0.09028485425821565,45311.0,0.014574800594044311,National Park,310044.36,Northern Rockies and Plains,0.24420000000000003,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,13,2,2,1,4,1,0
2936,GRTE-2001,3154170.0,0.09028485425821565,45311.0,0.014574800594044311,National Park,23777.22,Northern Rockies and Plains,0.24420000000000003,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,2,2,1,4,1,5
2937,GRTE-2002,3115220.0,0.08916995078967797,-38950.0,-0.012348731996056015,National Park,310044.36,Northern Rockies and Plains,0.128,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,13,2,2,2,1,2,0
2938,GRTE-2002,3115220.0,0.08916995078967797,-38950.0,-0.012348731996056015,National Park,23777.22,Northern Rockies and Plains,0.128,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,2,2,2,1,2,5
2939,GRTE-2003,3197662.0,0.09152976777949012,82442.0,0.026464262556095557,National Park,310044.36,Northern Rockies and Plains,0.1298,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,13,2,2,0,4,2,0
2940,GRTE-2003,3197662.0,0.09152976777949012,82442.0,0.026464262556095557,National Park,23777.22,Northern Rockies and Plains,0.1298,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,13,2,2,0,4,2,5
2941,GRTE-2004,3111437.0,0.08906166632699561,-86225.0,-0.02696501381321728,National Park,310044.36,Northern Rockies and Plains,0.1152,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,13,2,2,2,1,2,0
2942,GRTE-2004,3111437.0,0.08906166632699561,-86225.0,-0.02696501381321728,National Park,23777.22,Northern Rockies and Plains,0.1152,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,2,2,2,1,2,5
2943,GRTE-2005,3021697.0,0.08649295163465744,-89740.0,-0.028841978802720415,National Park,310044.36,Northern Rockies and Plains,0.195,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,13,2,2,0,4,2,0
2944,GRTE-2005,3021697.0,0.08649295163465744,-89740.0,-0.028841978802720415,National Park,23777.22,Northern Rockies and Plains,0.195,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,13,2,2,0,4,2,5
2945,GRTE-2006,2965179.0,0.08487518233466225,-56518.0,-0.018704059341489235,National Park,310044.36,Northern Rockies and Plains,0.36939999999999995,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,13,2,2,1,4,1,0
2946,GRTE-2006,2965179.0,0.08487518233466225,-56518.0,-0.018704059341489235,National Park,23777.22,Northern Rockies and Plains,0.36939999999999995,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,2,2,1,4,1,5
2947,GRTE-2007,3126310.0,0.08948739057057868,161131.0,0.05434107013438312,National Park,310044.36,Northern Rockies and Plains,0.3518,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Gargantuan,13,2,2,0,4,1,0
2948,GRTE-2007,3126310.0,0.08948739057057868,161131.0,0.05434107013438312,National Park,23777.22,Northern Rockies and Plains,0.3518,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Very Large,13,2,2,0,4,1,5
2949,GRTE-2008,3003307.0,0.08596655690329909,-123003.0,-0.03934446679951764,National Park,310044.36,Northern Rockies and Plains,0.109,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,13,2,2,1,2,2,0
2950,GRTE-2008,3003307.0,0.08596655690329909,-123003.0,-0.03934446679951764,National Park,23777.22,Northern Rockies and Plains,0.109,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,13,2,2,1,2,2,5
2951,GRTE-2009,3021480.0,0.08648674023407535,18173.0,0.00605099645157821,National Park,310044.36,Northern Rockies and Plains,0.1474,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,13,2,2,1,4,2,0
2952,GRTE-2009,3021480.0,0.08648674023407535,18173.0,0.00605099645157821,National Park,23777.22,Northern Rockies and Plains,0.1474,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,2,2,1,4,2,5
2953,GRTE-2010,3155446.0,0.09032137843859701,133966.0,0.04433787415438792,National Park,310044.36,Northern Rockies and Plains,0.2696,1.5,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Increased,Gargantuan,13,2,2,0,2,1,0
2954,GRTE-2010,3155446.0,0.09032137843859701,133966.0,0.04433787415438792,National Park,23777.22,Northern Rockies and Plains,0.2696,1.5,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Increased,Very Large,13,2,2,0,2,1,5
2955,GRTE-2011,3025345.0,0.08659737186195463,-130101.0,-0.041230621598341406,National Park,310044.36,Northern Rockies and Plains,0.1832,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,13,2,2,1,0,2,0
2956,GRTE-2011,3025345.0,0.08659737186195463,-130101.0,-0.041230621598341406,National Park,23777.22,Northern Rockies and Plains,0.1832,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,13,2,2,1,0,2,5
2957,GRTE-2012,3080595.0,0.08817884597329498,55250.0,0.018262379993025588,National Park,310044.36,Northern Rockies and Plains,0.49,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Gargantuan,13,2,2,1,4,0,0
2958,GRTE-2012,3080595.0,0.08817884597329498,55250.0,0.018262379993025588,National Park,23777.22,Northern Rockies and Plains,0.49,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Large,13,2,2,1,4,0,5
2959,GRTE-2013,3173367.0,0.0908343485299876,92772.0,0.030114961557751018,National Park,310044.36,Northern Rockies and Plains,0.1804,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,13,2,2,1,4,2,0
2960,GRTE-2013,3173367.0,0.0908343485299876,92772.0,0.030114961557751018,National Park,23777.22,Northern Rockies and Plains,0.1804,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,2,2,1,4,2,5
2961,GRTE-2014,3320430.0,0.09504387481480295,147063.0,0.0463428906899202,National Park,310044.36,Northern Rockies and Plains,0.12960000000000002,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,13,2,2,1,4,2,0
2962,GRTE-2014,3320430.0,0.09504387481480295,147063.0,0.0463428906899202,National Park,23777.22,Northern Rockies and Plains,0.12960000000000002,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,2,2,1,4,2,5
2963,GRTE-2015,3613080.0,0.10342067841088902,292650.0,0.08813617513394349,National Park,310044.36,Northern Rockies and Plains,0.41600000000000004,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Gargantuan,13,2,2,0,4,0,0
2964,GRTE-2015,3613080.0,0.10342067841088902,292650.0,0.08813617513394349,National Park,23777.22,Northern Rockies and Plains,0.41600000000000004,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Very Large,13,2,2,0,4,0,5
2965,GRTE-2016,3716224.0,0.10637306874102638,103144.0,0.02854738893132729,National Park,310044.36,Northern Rockies and Plains,0.445,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Gargantuan,13,2,2,0,3,0,0
2966,GRTE-2016,3716224.0,0.10637306874102638,103144.0,0.02854738893132729,National Park,23777.22,Northern Rockies and Plains,0.445,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Very Large,13,2,2,0,3,0,5
2967,GRTE-2017,3849870.0,0.1101985472764869,133646.0,0.03596284831054317,National Park,310044.36,Northern Rockies and Plains,0.1528,-0.7,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,13,2,2,1,4,2,0
2968,GRTE-2017,3849870.0,0.1101985472764869,133646.0,0.03596284831054317,National Park,23777.22,Northern Rockies and Plains,0.1528,-0.7,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,2,2,1,4,2,5
2969,GRTE-2018,3957128.0,0.11326869660199176,107258.0,0.027860161511947156,National Park,310044.36,Northern Rockies and Plains,0.1646,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,13,2,2,1,0,2,0
2970,GRTE-2018,3957128.0,0.11326869660199176,107258.0,0.027860161511947156,National Park,23777.22,Northern Rockies and Plains,0.1646,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,13,2,2,1,0,2,5
2971,GRTE-2019,3870667.0,0.11079383989356464,-86461.0,-0.02184943221447474,National Park,310044.36,Northern Rockies and Plains,0.4546,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Extreme,Gargantuan,13,2,2,0,4,0,0
2972,GRTE-2019,3870667.0,0.11079383989356464,-86461.0,-0.02184943221447474,National Park,23777.22,Northern Rockies and Plains,0.4546,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Extreme,Very Large,13,2,2,0,4,0,5
2973,GRTE-2020,3720230.0,0.10648773634808574,-150437.0,-0.03886591122408618,National Park,310044.36,Northern Rockies and Plains,0.1184,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,13,2,2,2,1,2,0
2974,GRTE-2020,3720230.0,0.10648773634808574,-150437.0,-0.03886591122408618,National Park,23777.22,Northern Rockies and Plains,0.1184,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,2,2,2,1,2,5
2975,GRTE-2021,4449666.0,0.12736708747712946,729436.0,0.19607282345446383,National Park,310044.36,Northern Rockies and Plains,0.3624,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Gargantuan,13,2,1,1,0,1,0
2976,GRTE-2021,4449666.0,0.12736708747712946,729436.0,0.19607282345446383,National Park,23777.22,Northern Rockies and Plains,0.3624,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Very Large,13,2,1,1,0,1,5
2977,GRTE-2022,3570870.0,0.1022124608137908,-878796.0,-0.19749707056664478,National Park,310044.36,Northern Rockies and Plains,0.16899999999999998,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,13,2,0,1,0,2,0
2978,GRTE-2022,3570870.0,0.1022124608137908,-878796.0,-0.19749707056664478,National Park,23777.22,Northern Rockies and Plains,0.16899999999999998,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,13,2,0,1,0,2,5
2979,GRTE-2023,4047552.0,0.11585699008694816,476682.0,0.1334918381234825,National Park,310044.36,Northern Rockies and Plains,0.2036,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,13,2,1,1,4,1,0
2980,GRTE-2023,4047552.0,0.11585699008694816,476682.0,0.1334918381234825,National Park,23777.22,Northern Rockies and Plains,0.2036,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,2,1,1,4,1,5
2981,GRTE-2024,4177018.0,0.11956282044529731,129466.0,0.031986247489840774,National Park,310044.36,Northern Rockies and Plains,0.4428,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Gargantuan,13,2,2,0,0,0,0
2982,GRTE-2024,4177018.0,0.11956282044529731,129466.0,0.031986247489840774,National Park,23777.22,Northern Rockies and Plains,0.4428,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Very Large,13,2,2,0,0,0,5
2983,GRTE-2025,4063212.0,0.11630524139162852,-113806.0,-0.02724575283132608,National Park,310044.36,Northern Rockies and Plains,0.3396,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Gargantuan,13,2,2,1,0,1,0
2984,GRTE-2025,4063212.0,0.11630524139162852,-113806.0,-0.02724575283132608,National Park,23777.22,Northern Rockies and Plains,0.3396,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Very Large,13,2,2,1,0,1,5
2985,GUCO-1994,4655081.0,0.13324687941524674,2871070.0,1.6093342473785195,National Military Park,254.9,Southeast,0.15380000000000002,0.3,Sig Incr,10,1,1,1,Neutral,Neutral,Neutral,Nominal,Medium,9,6,4,2,1,2,2
2986,GUCO-1995,5227610.0,0.14963492993998126,572529.0,0.12299012627277592,National Military Park,254.9,Southeast,0.12619999999999998,1.3,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Medium,9,6,1,0,0,2,2
2987,GUCO-1996,5588808.0,0.1599738491448304,361198.0,0.0690942897423488,National Military Park,254.9,Southeast,0.1568,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,9,6,2,1,4,2,2
2988,GUCO-1997,5789534.0,0.1657194233072359,200726.0,0.03591570868063458,National Military Park,254.9,Southeast,0.0676,-0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,9,6,2,2,1,2,2
2989,GUCO-1998,5899990.0,0.16888111207542073,110456.0,0.019078564872405966,National Military Park,254.9,Southeast,0.4384,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Medium,9,6,2,0,3,0,2
2990,GUCO-1999,5628426.0,0.16110787342253324,-271564.0,-0.04602787462351631,National Military Park,254.9,Southeast,0.201,-1.5,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Increased,Medium,9,6,2,1,2,1,2
2991,GUCO-2000,6004015.0,0.1718587201194421,375589.0,0.06673073431186623,National Military Park,254.9,Southeast,0.1998,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Medium,9,6,2,1,2,2,2
2992,GUCO-2001,6154532.0,0.17616711358218629,150517.0,0.025069391065811793,National Military Park,254.9,Southeast,0.133,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,9,6,2,1,4,2,2
2993,GUCO-2002,6279381.0,0.17974078709036242,124849.0,0.020285701658550155,National Military Park,254.9,Southeast,0.1782,-0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,9,6,2,2,1,2,2
2994,GUCO-2003,7062457.0,0.20215552774578255,783076.0,0.12470592244681443,National Military Park,254.9,Southeast,0.2336,0.9,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Medium,9,6,1,0,4,1,2
2995,GUCO-2004,6354353.0,0.18188678305552822,-708104.0,-0.10026312372592144,National Military Park,254.9,Southeast,0.1168,0.3,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Medium,9,6,0,2,1,2,2
2996,GUCO-2005,5708636.0,0.16340380172064384,-645717.0,-0.1016180561577237,National Military Park,254.9,Southeast,0.0492,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Medium,9,6,0,0,4,2,2
2997,GUCO-2006,2551710.0,0.07304005981263897,-3156926.0,-0.5530088098102593,National Military Park,254.9,Southeast,0.20559999999999998,-0.9,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Increased,Medium,9,6,0,1,4,1,2
2998,GUCO-2007,3363692.0,0.0962822048239397,811982.0,0.3182109252226938,National Military Park,254.9,Southeast,0.4142,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Extreme,Medium,9,6,1,0,4,0,2
2999,GUCO-2008,4856131.0,0.13900172774257666,1492439.0,0.44369074219637233,National Military Park,254.9,Southeast,0.0894,-1.6,Increase,1,1,1,0,La Niña,Strong,Strong La Niña,Nominal,Medium,9,6,1,1,2,2,2
3000,GUCO-2009,4900103.0,0.14026038076744288,43972.0,0.009054945181668286,National Military Park,254.9,Southeast,0.1226,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,9,6,2,1,4,2,2
3001,GUCO-2010,4758510.0,0.1362074275756417,-141593.0,-0.028895923208144807,National Military Park,254.9,Southeast,0.16519999999999999,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Nominal,Medium,9,6,2,0,2,2,2
3002,GUCO-2011,4970469.0,0.1422745347460596,211959.0,0.044543144807933574,National Military Park,254.9,Southeast,0.2632,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Increased,Medium,9,6,2,1,0,1,2
3003,GUCO-2012,4986367.0,0.1427295985546042,15898.0,0.003198490927113719,National Military Park,254.9,Southeast,0.3148,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Medium,9,6,2,1,4,1,2
3004,GUCO-2013,4867211.0,0.13931888128381922,-119156.0,-0.023896355803734462,National Military Park,254.9,Southeast,0.3456,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Medium,9,6,2,1,4,1,2
3005,GUCO-2014,4470081.0,0.12795144573926545,-397130.0,-0.08159292868133311,National Military Park,254.9,Southeast,0.1352,-0.5,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Medium,9,6,2,1,4,2,2
3006,GUCO-2015,4101124.0,0.11739043318364907,-368957.0,-0.08253922020652422,National Military Park,254.9,Southeast,0.327,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Medium,9,6,2,0,4,1,2
3007,GUCO-2016,4417690.0,0.12645180754619337,316566.0,0.07719005814015865,National Military Park,254.9,Southeast,0.41659999999999997,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Medium,9,6,2,0,3,0,2
3008,GUCO-2017,4346361.0,0.12441008868849568,-71329.0,-0.016146221215159958,National Military Park,254.9,Southeast,0.4192,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Medium,9,6,2,1,4,0,2
3009,GUCO-2018,2920585.0,0.08359872520305842,-1425776.0,-0.32803901930833634,National Military Park,254.9,Southeast,0.46740000000000004,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Medium,9,6,0,1,0,0,2
3010,GUCO-2019,3349233.0,0.09586833090220451,428648.0,0.14676785643972012,National Military Park,254.9,Southeast,0.43560000000000004,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Extreme,Medium,9,6,1,0,4,0,2
3011,GUCO-2020,3166109.0,0.09062659578609425,-183124.0,-0.054676399044199075,National Military Park,254.9,Southeast,0.5197999999999999,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Extreme,Medium,9,6,2,2,1,0,2
3012,GUCO-2021,3356096.0,0.0960647771796005,189987.0,0.06000646219065737,National Military Park,254.9,Southeast,0.2394,-1.2,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Increased,Medium,9,6,2,1,0,1,2
3013,GUCO-2022,3428470.0,0.09813640808157602,72374.0,0.021564937355784818,National Military Park,254.9,Southeast,0.1716,-1.2,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Medium,9,6,2,1,0,2,2
3014,GUCO-2023,3227994.0,0.09239798991062453,-200476.0,-0.0584738965194387,National Military Park,254.9,Southeast,0.36060000000000003,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Medium,9,6,2,1,4,1,2
3015,GUCO-2024,5081456.0,0.1454514228400928,1853462.0,0.5741838429687292,National Military Park,254.9,Southeast,0.5506,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Medium,9,6,1,0,0,0,2
3016,GUCO-2025,3604839.0,0.10318478830859841,-1476617.0,-0.290589350768756,National Military Park,254.9,Southeast,0.1476,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Medium,9,6,0,1,0,2,2
