,Code_Year,Traffic Count,Traffic Count Scaled,trf_annual_chg,trf_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Traffic Trend Cat,Traffic Trend Bins,Traffic Trend Chg,Traffic Trend UpDn,Traffic Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
1396,COLM-2022,551280.0,0.015779819875107914,-14746.0,-0.02605180680746114,National Monument,20536.39,Southwest,0.132,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,10,7,2,1,0,2,5
1397,COLM-2023,549861.0,0.015739202467614843,-1419.0,-0.002574009577710057,National Monument,20536.39,Southwest,0.13019999999999998,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,10,7,2,1,4,2,5
1398,COLM-2024,558712.0,0.01599255318905328,8851.0,0.01609679537192127,National Monument,20536.39,Southwest,0.41259999999999997,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Very Large,10,7,2,0,0,0,5
1399,COLM-2025,554531.0,0.015872876387976104,-4181.0,-0.007483282979424104,National Monument,20536.39,Southwest,0.5256000000000001,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Very Large,10,7,2,1,0,0,5
1400,COLO-1992,3889682.0,0.11133812460355808,-255974.0,-0.06174511343922409,National Historical Park,8675.04,Southeast,0.2158,2.3,Minimal Change,0,0,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,5,6,2,0,3,1,1
1401,COLO-1993,3980277.0,0.11393131278666901,90595.0,0.02329110708793161,National Historical Park,8675.04,Southeast,0.0286,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,5,6,2,0,4,2,1
1402,COLO-1994,3924595.0,0.1123374731220961,-55682.0,-0.013989478621714017,National Historical Park,8675.04,Southeast,0.15380000000000002,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,5,6,2,2,1,2,1
1403,COLO-1995,3885633.0,0.11122222616596862,-38962.0,-0.009927648585395436,National Historical Park,8675.04,Southeast,0.12619999999999998,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Large,5,6,2,0,0,2,1
1404,COLO-1996,3522476.0,0.10082723261208573,-363157.0,-0.09346147719046034,National Historical Park,8675.04,Southeast,0.1568,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,5,6,2,1,4,2,1
1405,COLO-1997,3977542.0,0.11385302624016194,455066.0,0.12918924074997246,National Historical Park,8675.04,Southeast,0.0676,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Large,5,6,1,2,1,2,1
1406,COLO-1998,3891676.0,0.11139520079139541,-85866.0,-0.021587704165034586,National Historical Park,8675.04,Southeast,0.4384,2.2,Minimal Change,0,0,0,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Large,5,6,2,0,3,0,1
1407,COLO-1999,3923869.0,0.1123166921229136,32193.0,0.008272271381276345,National Historical Park,8675.04,Southeast,0.201,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Large,5,6,2,1,2,1,1
1408,COLO-2000,3963895.0,0.11346239497866942,40026.0,0.010200646351853235,National Historical Park,8675.04,Southeast,0.1998,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Large,5,6,2,1,2,2,1
1409,COLO-2001,3878870.0,0.11102864228515424,-85025.0,-0.021449861815209536,National Historical Park,8675.04,Southeast,0.133,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,5,6,2,1,4,2,1
1410,COLO-2002,3847422.0,0.11012847580816905,-31448.0,-0.008107515848687892,National Historical Park,8675.04,Southeast,0.1782,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,5,6,2,2,1,2,1
1411,COLO-2003,3853646.0,0.11030663137140855,6224.0,0.0016177066097766244,National Historical Park,8675.04,Southeast,0.2336,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Large,5,6,2,0,4,1,1
1412,COLO-2004,3872737.0,0.11085309150280401,19091.0,0.00495400978709513,National Historical Park,8675.04,Southeast,0.1168,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Large,5,6,2,2,1,2,1
1413,COLO-2005,3873070.0,0.11086262328342077,333.0,8.598569951948712e-05,National Historical Park,8675.04,Southeast,0.0492,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,5,6,2,0,4,2,1
1414,COLO-2006,3873069.0,0.11086259465945496,-1.0,-2.58193112956905e-07,National Historical Park,8675.04,Southeast,0.20559999999999998,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,5,6,2,1,4,1,1
1415,COLO-2008,3872546.0,0.11084762432533313,-523.0,-0.00013503503294157683,National Historical Park,8675.04,Southeast,0.0894,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,5,6,2,1,2,2,1
1416,COLO-2010,3929866.0,0.11248835004591284,57320.0,0.014801631794690108,National Historical Park,8675.04,Southeast,0.16519999999999999,1.5,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Nominal,Large,5,6,2,0,2,2,1
1417,COLO-2011,3941849.0,0.11283135102828734,11983.0,0.0030492133828481684,National Historical Park,8675.04,Southeast,0.2632,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Increased,Large,5,6,2,1,0,1,1
1418,COLO-2012,3689681.0,0.10561330281636924,-252168.0,-0.06397200907492905,National Historical Park,8675.04,Southeast,0.3148,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,5,6,2,1,4,1,1
1419,COLO-2013,3517520.0,0.10068537223750106,-172161.0,-0.04666013132300597,National Historical Park,8675.04,Southeast,0.3456,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,5,6,2,1,4,1,1
1420,COLO-2014,3907827.0,0.11185750646329148,390307.0,0.11096084741522436,National Historical Park,8675.04,Southeast,0.1352,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,5,6,1,1,4,2,1
1421,COLO-2015,3908490.0,0.11187648415262756,663.0,0.00016965950642134362,National Historical Park,8675.04,Southeast,0.327,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Large,5,6,2,0,4,1,1
1422,COLO-2016,3927453.0,0.11241928041639855,18963.0,0.0048517458148799155,National Historical Park,8675.04,Southeast,0.41659999999999997,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Large,5,6,2,0,3,0,1
1423,COLO-2017,3920574.0,0.1122223761555495,-6879.0,-0.0017515168227347341,National Historical Park,8675.04,Southeast,0.4192,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Large,5,6,2,1,4,0,1
1424,COLO-2018,3920567.0,0.11222217578778879,-7.0,-1.7854528444049264e-06,National Historical Park,8675.04,Southeast,0.46740000000000004,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,5,6,2,1,0,0,1
1425,COLO-2020,3370775.0,0.09648494837381526,-549792.0,-0.14023277755487917,National Historical Park,8675.04,Southeast,0.5197999999999999,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Large,5,6,0,2,1,0,1
1426,COLO-2021,3587350.0,0.10268418377044038,216575.0,0.06425080285690976,National Historical Park,8675.04,Southeast,0.2394,-1.2,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Increased,Large,5,6,2,1,0,1,1
1427,COLO-2022,3351856.0,0.09594341156454017,-235494.0,-0.06564567159602493,National Historical Park,8675.04,Southeast,0.1716,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,5,6,2,1,0,2,1
1428,COLO-2023,2810470.0,0.0804467972072169,-541386.0,-0.16151827524810136,National Historical Park,8675.04,Southeast,0.36060000000000003,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Increased,Large,5,6,0,1,4,1,1
1429,COLO-2024,2052472.0,0.05874988836653332,-757998.0,-0.26970506712400416,National Historical Park,8675.04,Southeast,0.5506,1.2,Decrease,-1,1,0,0,El Niño,Moderate,Moderate El Niño,Extreme,Large,5,6,0,0,0,0,1
1430,COLO-2025,271337.0,0.007766741012647213,-1781135.0,-0.8677999017769792,National Historical Park,8675.04,Southeast,0.1476,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,5,6,0,1,0,2,1
1431,CONG-1993,38156.0,0.0010921760396796864,8681.0,0.29452078032230705,National Park,26692.6,Southeast,0.0286,0.5,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,13,6,1,0,4,2,5
1432,CONG-1994,45909.0,0.0013140976466520264,7753.0,0.20319215850718106,National Park,26692.6,Southeast,0.15380000000000002,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,6,1,2,1,2,5
1433,CONG-1995,46025.0,0.0013174180266866957,116.0,0.002526737676708271,National Park,26692.6,Southeast,0.12619999999999998,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Very Large,13,6,2,0,0,2,5
1434,CONG-1996,42865.0,0.0012269662947077722,-3160.0,-0.06865833785985877,National Park,26692.6,Southeast,0.1568,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,6,2,1,4,2,5
1435,CONG-1997,47665.0,0.0013643613306251244,4800.0,0.11197947043042109,National Park,26692.6,Southeast,0.0676,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,6,1,2,1,2,5
1436,CONG-1998,50650.0,0.001449803868586228,2985.0,0.06262456729256267,National Park,26692.6,Southeast,0.4384,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Very Large,13,6,2,0,3,0,5
1437,CONG-1999,39922.0,0.0011427259633109456,-10728.0,-0.21180651530108588,National Park,26692.6,Southeast,0.201,-1.5,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Increased,Very Large,13,6,0,1,2,1,5
1438,CONG-2000,39446.0,0.0011291009555824748,-476.0,-0.01192325033815941,National Park,26692.6,Southeast,0.1998,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,13,6,2,1,2,2,5
1439,CONG-2001,49924.0,0.0014290228694037285,10478.0,0.2656289611113928,National Park,26692.6,Southeast,0.133,-0.6,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,6,1,1,4,2,5
1440,CONG-2002,45376.0,0.0012988410728720372,-4548.0,-0.09109846967390434,National Park,26692.6,Southeast,0.1782,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,6,2,2,1,2,5
1441,CONG-2003,42575.0,0.0012186653446210989,-2801.0,-0.06172866713681241,National Park,26692.6,Southeast,0.2336,0.9,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Very Large,13,6,2,0,4,1,5
1442,CONG-2004,55710.0,0.0015946411356157703,13135.0,0.3085143863769818,National Park,26692.6,Southeast,0.1168,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,13,6,1,2,1,2,5
1443,CONG-2005,26166.0,0.0007489746895444668,-29544.0,-0.5303177167474421,National Park,26692.6,Southeast,0.0492,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,13,6,0,0,4,2,5
1444,CONG-2006,53215.0,0.0015232243409045631,27049.0,1.033746082702744,National Park,26692.6,Southeast,0.20559999999999998,-0.9,Sig Incr,10,1,1,1,La Niña,Weak,Weak La Niña,Increased,Very Large,13,6,4,1,4,1,5
1445,CONG-2007,69507.0,0.00198956599198071,16292.0,0.3061542798083247,National Park,26692.6,Southeast,0.4142,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Extreme,Very Large,13,6,1,0,4,0,5
1446,CONG-2008,62690.0,0.0017944364170122535,-6817.0,-0.09807645273137958,National Park,26692.6,Southeast,0.0894,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,13,6,2,1,2,2,5
1447,CONG-2009,74342.0,0.002127962866701626,11652.0,0.18586696442813846,National Park,26692.6,Southeast,0.1226,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,6,1,1,4,2,5
1448,CONG-2010,37442.0,0.0010717385280869802,-36900.0,-0.4963546851039789,National Park,26692.6,Southeast,0.16519999999999999,1.5,Decrease,-1,1,0,0,El Niño,Strong,Strong El Niño,Nominal,Very Large,13,6,0,0,2,2,5
1449,CONG-2011,37410.0,0.0010708225611808645,-32.0,-0.0008546552000427328,National Park,26692.6,Southeast,0.2632,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Very Large,13,6,2,1,0,1,5
1450,CONG-2012,40686.0,0.0011645946731944576,3276.0,0.08757016840417,National Park,26692.6,Southeast,0.3148,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,6,2,1,4,1,5
1451,CONG-2013,40788.0,0.0011675143177077012,102.0,0.0025070048665388586,National Park,26692.6,Southeast,0.3456,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,6,2,1,4,1,5
1452,CONG-2014,41670.0,0.0011927606555575147,882.0,0.021624007060900265,National Park,26692.6,Southeast,0.1352,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,13,6,2,1,4,2,5
1453,CONG-2015,31374.0,0.0008980483035147941,-10296.0,-0.2470842332613391,National Park,26692.6,Southeast,0.327,0.5,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Increased,Very Large,13,6,0,0,4,1,5
1454,CONG-2016,50678.0,0.0014506053396290792,19304.0,0.6152865429973864,National Park,26692.6,Southeast,0.41659999999999997,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Very Large,13,6,1,0,3,0,5
1455,CONG-2017,55904.0,0.0016001941849840965,5226.0,0.103121670152729,National Park,26692.6,Southeast,0.4192,-0.7,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Large,13,6,1,1,4,0,5
1456,CONG-2018,51071.0,0.0014618545581948125,-4833.0,-0.0864517744705209,National Park,26692.6,Southeast,0.46740000000000004,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Very Large,13,6,2,1,0,0,5
1457,CONG-2019,55562.0,0.0015904047886749853,4491.0,0.0879364022635155,National Park,26692.6,Southeast,0.43560000000000004,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Very Large,13,6,2,0,4,0,5
1458,CONG-2020,42804.0,0.0012252202327929893,-12758.0,-0.22961736438573124,National Park,26692.6,Southeast,0.5197999999999999,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Very Large,13,6,0,2,1,0,5
1459,CONG-2021,75714.0,0.0021672349478013358,32910.0,0.7688533781889543,National Park,26692.6,Southeast,0.2394,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Very Large,13,6,1,1,0,1,5
1460,CONG-2022,72033.0,0.0020618701296322164,-3681.0,-0.048617164593073935,National Park,26692.6,Southeast,0.1716,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,13,6,2,1,0,2,5
1461,CONG-2023,88504.0,0.0025333354705894475,16471.0,0.2286590868074355,National Park,26692.6,Southeast,0.36060000000000003,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,13,6,1,1,4,1,5
1462,CONG-2024,85801.0,0.0024559648909884884,-2703.0,-0.030540992497514238,National Park,26692.6,Southeast,0.5506,1.2,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Extreme,Very Large,13,6,2,0,0,0,5
1463,CONG-2025,101345.0,0.002900895815634181,15544.0,0.18116338970408272,National Park,26692.6,Southeast,0.1476,-1.1,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,13,6,1,1,0,2,5
1464,CORO-1993,38516.0,0.0011024806673734877,6101.0,0.1882153324078359,National Memorial,4830.22,Southwest,0.1864,0.5,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,7,1,0,4,2,1
1465,CORO-1994,36897.0,0.0010561384667171975,-1619.0,-0.04203447917748468,National Memorial,4830.22,Southwest,0.0834,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,7,2,2,1,2,1
1466,CORO-1995,37363.0,0.001069477234787507,466.0,0.012629753096457707,National Memorial,4830.22,Southwest,0.107,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Large,8,7,2,0,0,2,1
1467,CORO-1996,39356.0,0.0011265247986590244,1993.0,0.053341541096807,National Memorial,4830.22,Southwest,0.1882,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,2,1,4,2,1
1468,CORO-1997,39246.0,0.0011233761624192518,-110.0,-0.0027949994918182743,National Memorial,4830.22,Southwest,0.1804,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,7,2,2,1,2,1
1469,CORO-1998,39479.0,0.0011300455464544066,233.0,0.0059369107679763545,National Memorial,4830.22,Southwest,0.19940000000000002,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Large,8,7,2,0,3,2,1
1470,CORO-1999,37971.0,0.001086880606003705,-1508.0,-0.03819752273360521,National Memorial,4830.22,Southwest,0.1524,-1.5,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,7,2,1,2,2,1
1471,CORO-2000,38356.0,0.0010979008328429094,385.0,0.010139316847067498,National Memorial,4830.22,Southwest,0.195,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,7,2,1,2,2,1
1472,CORO-2001,36355.0,0.0010406242772448631,-2001.0,-0.05216915215350923,National Memorial,4830.22,Southwest,0.1244,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,2,1,4,2,1
1473,CORO-2002,39121.0,0.0011197981666922375,2766.0,0.07608306972906065,National Memorial,4830.22,Southwest,0.265,-0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Increased,Large,8,7,2,2,1,1,1
1474,CORO-2003,34606.0,0.000990560961032478,-4515.0,-0.11541116024641497,National Memorial,4830.22,Southwest,0.491,0.9,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Extreme,Large,8,7,0,0,4,0,1
1475,CORO-2004,32514.0,0.0009306796245451652,-2092.0,-0.060451944749465414,National Memorial,4830.22,Southwest,0.057999999999999996,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,7,2,2,1,2,1
1476,CORO-2005,31730.0,0.000908238435345331,-784.0,-0.024112689918189087,National Memorial,4830.22,Southwest,0.1444,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,7,2,0,4,2,1
1477,CORO-2006,27713.0,0.0007932559646619967,-4017.0,-0.12659943271352034,National Memorial,4830.22,Southwest,0.0706,-0.9,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,0,1,4,2,1
1478,CORO-2007,40255.0,0.0011522577439277118,12542.0,0.45256738714682637,National Memorial,4830.22,Southwest,0.2086,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Large,8,7,1,0,4,1,1
1479,CORO-2008,33258.0,0.0009519758551123548,-6997.0,-0.17381691715314868,National Memorial,4830.22,Southwest,0.099,-1.6,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,7,0,1,2,2,1
1480,CORO-2009,37676.0,0.001078436536087951,4418.0,0.13284021889470202,National Memorial,4830.22,Southwest,0.0766,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,1,1,4,2,1
1481,CORO-2010,55613.0,0.001591864610931607,17937.0,0.47608557171674276,National Memorial,4830.22,Southwest,0.0724,1.5,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Nominal,Large,8,7,1,0,2,2,1
1482,CORO-2011,59400.0,0.0017002635694772347,3787.0,0.06809558916080773,National Memorial,4830.22,Southwest,0.1866,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,8,7,2,1,0,2,1
1483,CORO-2012,42617.0,0.0012198675511853757,-16783.0,-0.28254208754208754,National Memorial,4830.22,Southwest,0.5770000000000001,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Extreme,Large,8,7,0,1,4,0,1
1484,CORO-2013,40219.0,0.0011512272811583318,-2398.0,-0.05626862519651782,National Memorial,4830.22,Southwest,0.1202,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,2,1,4,2,1
1485,CORO-2014,47452.0,0.001358264425906292,7233.0,0.17984037395260946,National Memorial,4830.22,Southwest,0.35200000000000004,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Large,8,7,1,1,4,1,1
1486,CORO-2015,51967.0,0.0014875016315660514,4515.0,0.09514878192699991,National Memorial,4830.22,Southwest,0.3858,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Large,8,7,2,0,4,1,1
1487,CORO-2016,53231.0,0.001523682324357621,1264.0,0.024323128139011295,National Memorial,4830.22,Southwest,0.3322,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,8,7,2,0,3,1,1
1488,CORO-2017,51737.0,0.0014809181194283452,-1494.0,-0.02806635231350153,National Memorial,4830.22,Southwest,0.45439999999999997,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Large,8,7,2,1,4,0,1
1489,CORO-2018,42511.0,0.0012168334108088675,-9226.0,-0.17832498985252335,National Memorial,4830.22,Southwest,0.4104,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,8,7,0,1,0,0,1
1490,CORO-2019,53496.0,0.0015312676752988915,10985.0,0.2584037072757639,National Memorial,4830.22,Southwest,0.11,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,7,1,0,4,2,1
1491,CORO-2020,61192.0,0.001751557716219713,7696.0,0.14386122326902945,National Memorial,4830.22,Southwest,0.40659999999999996,0.1,Increase,1,1,1,0,Neutral,Neutral,Neutral,Extreme,Large,8,7,1,2,1,0,1
1492,CORO-2021,53241.0,0.001523968564015782,-7951.0,-0.129935285658256,National Memorial,4830.22,Southwest,0.5376,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,8,7,0,1,0,0,1
1493,CORO-2022,52186.0,0.0014937702800797807,-1055.0,-0.019815555680772336,National Memorial,4830.22,Southwest,0.132,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,8,7,2,1,0,2,1
1494,CORO-2023,53428.0,0.0015293212456233957,1242.0,0.023799486452305216,National Memorial,4830.22,Southwest,0.13019999999999998,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,7,2,1,4,2,1
1495,CORO-2024,61400.0,0.001757511501109465,7972.0,0.14921015198023507,National Memorial,4830.22,Southwest,0.41259999999999997,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Large,8,7,1,0,0,0,1
1496,CORO-2025,65814.0,0.001883857686221797,4414.0,0.07188925081433224,National Memorial,4830.22,Southwest,0.5256000000000001,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,8,7,2,1,0,0,1
1497,COWP-1992,113923.0,0.003260928057669276,28600.0,0.3351968402423731,National Battlefield,841.56,Southeast,0.2158,2.3,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Medium,2,6,1,0,3,1,2
1498,COWP-1993,89986.0,0.00257575618792893,-23937.0,-0.2101156043994628,National Battlefield,841.56,Southeast,0.0286,0.5,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Medium,2,6,0,0,4,2,2
1499,COWP-1994,118251.0,0.0033848125817214224,28265.0,0.3141044162425266,National Battlefield,841.56,Southeast,0.15380000000000002,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Medium,2,6,1,2,1,2,2
1500,COWP-1995,111202.0,0.003183042246683627,-7049.0,-0.059610489551885394,National Battlefield,841.56,Southeast,0.12619999999999998,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Medium,2,6,2,0,0,2,2
1501,COWP-1996,125610.0,0.003595456346162213,14408.0,0.12956601499973022,National Battlefield,841.56,Southeast,0.1568,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,2,6,1,1,4,2,2
1502,COWP-1997,126018.0,0.003607134924215188,408.0,0.003248149032720325,National Battlefield,841.56,Southeast,0.0676,-0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,2,6,2,2,1,2,2
1503,COWP-1998,110539.0,0.003164064557347543,-15479.0,-0.12283165896935358,National Battlefield,841.56,Southeast,0.4384,2.2,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Medium,2,6,0,0,3,0,2
1504,COWP-1999,113741.0,0.0032557184958907433,3202.0,0.02896715186495264,National Battlefield,841.56,Southeast,0.201,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Medium,2,6,2,1,2,1,2
1505,COWP-2000,133007.0,0.003807187821304016,19266.0,0.16938483044812336,National Battlefield,841.56,Southeast,0.1998,-1.7,Increase,1,1,1,0,La Niña,Strong,Strong La Niña,Nominal,Medium,2,6,1,1,2,2,2
1506,COWP-2001,136988.0,0.00392113982921797,3981.0,0.029930755524145345,National Battlefield,841.56,Southeast,0.133,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,2,6,2,1,4,2,2
1507,COWP-2002,141887.0,0.004061368637751118,4899.0,0.0357622565480188,National Battlefield,841.56,Southeast,0.1782,-0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,2,6,2,2,1,2,2
1508,COWP-2003,154883.0,0.00443336569749735,12996.0,0.09159401495556323,National Battlefield,841.56,Southeast,0.2336,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Medium,2,6,2,0,4,1,2
1509,COWP-2004,128112.0,0.003667073508634133,-26771.0,-0.1728466003370286,National Battlefield,841.56,Southeast,0.1168,0.3,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Medium,2,6,0,2,1,2,2
