,Code_Year,Visitors,Visitors Scaled,vis_annual_chg,vis_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Visitor Trend Cat,Visitor Trend Bins,Visitor Trend Chg,Visitor Trend UpDn,Visitor Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
1557,BOAF-2020,89616.0,0.004117024642976195,-329969.0,-0.7864175316086133,National Historic Site,0.59,Northeast,0.4376,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Tiny,6,1,0,2,1,0,4
1558,BOAF-2021,239238.0,0.010990768853065736,149622.0,1.6695902517407606,National Historic Site,0.59,Northeast,0.547,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Extreme,Tiny,6,1,4,1,0,0,4
1559,BOAF-2022,390765.0,0.01795203015770167,151527.0,0.6333734607378426,National Historic Site,0.59,Northeast,0.2064,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Tiny,6,1,1,1,0,1,4
1560,BOAF-2023,389863.0,0.017910591617396762,-902.0,-0.0023082927078934908,National Historic Site,0.59,Northeast,0.6038,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Tiny,6,1,2,1,4,0,4
1561,BOAF-2024,393386.0,0.018072440816392536,3523.0,0.009036507696293314,National Historic Site,0.59,Northeast,0.5454,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Tiny,6,1,2,0,0,0,4
1562,BOAF-2025,365864.0,0.016808059989040378,-27522.0,-0.06996181867173717,National Historic Site,0.59,Northeast,0.1524,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Tiny,6,1,2,1,0,2,4
1563,BOHA-2021,20777.0,0.0009545105897062623,-51214.0,-0.7113944798655387,National Recreation Area,2230.71,Northeast,0.547,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,20,1,0,1,0,0,1
1564,BOHA-2022,29241.0,0.0013433529457381151,8464.0,0.40737353804687876,National Recreation Area,2230.71,Northeast,0.2064,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Large,20,1,1,1,0,1,1
1565,BOHA-2023,27986.0,0.0012856973270211993,-1255.0,-0.04291918881023221,National Recreation Area,2230.71,Northeast,0.6038,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Large,20,1,2,1,4,0,1
1566,BOHA-2024,28157.0,0.0012935531922009544,171.0,0.006110197956120917,National Recreation Area,2230.71,Northeast,0.5454,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Large,20,1,2,0,0,0,1
1567,BOHA-2025,4276.0,0.0001964425702259218,-23881.0,-0.8481372305288205,National Recreation Area,2230.71,Northeast,0.1524,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,20,1,0,1,0,2,1
1568,BOST-1980,2034110.0,0.09344850246076937,256719.0,0.14443586132707997,National Historical Park,43.82,Northeast,0.10619999999999999,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,1,0,4,2,3
1569,BOST-1981,1754142.0,0.08058656759149647,-279968.0,-0.13763660765641977,National Historical Park,43.82,Northeast,0.068,0.0,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,0,2,1,2,3
1570,BOST-1982,1703122.0,0.07824267144254266,-51020.0,-0.029085444621929125,National Historical Park,43.82,Northeast,0.06480000000000001,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
1571,BOST-1983,2088259.0,0.0959361471602931,385137.0,0.22613588456963155,National Historical Park,43.82,Northeast,0.065,2.5,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Small,8,1,1,0,3,2,3
1572,BOST-1984,1481339.0,0.06805379806732853,-606920.0,-0.2906344471638815,National Historical Park,43.82,Northeast,0.0318,-0.5,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,0,1,4,2,3
1573,BOST-1985,1560527.0,0.0716917527565358,79188.0,0.05345704123094039,National Historical Park,43.82,Northeast,0.1192,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,2,1,4,2,3
1574,BOST-1986,1642367.0,0.07545154226712734,81840.0,0.052443821862742525,National Historical Park,43.82,Northeast,0.0622,-0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
1575,BOST-1987,2219983.0,0.10198764414823494,577616.0,0.3516972759438055,National Historical Park,43.82,Northeast,0.053,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Nominal,Small,8,1,1,0,2,2,3
1576,BOST-1988,2183824.0,0.10032647321820709,-36159.0,-0.016287962565479104,National Historical Park,43.82,Northeast,0.0602,0.7,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,2,0,4,2,3
1577,BOST-1989,2135152.0,0.09809044590809575,-48672.0,-0.022287510348819317,National Historical Park,43.82,Northeast,0.1298,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,1,2,1,2,2,3
1578,BOST-1990,2102943.0,0.09661074086964704,-32209.0,-0.01508510869483765,National Historical Park,43.82,Northeast,0.3194,0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Small,8,1,2,2,1,1,3
1579,BOST-1991,2020563.0,0.092826143363751,-82380.0,-0.039173672324927494,National Historical Park,43.82,Northeast,0.2724,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,2,0,4,1,3
1580,BOST-1992,2076084.0,0.09537681874764094,55521.0,0.02747798509623308,National Historical Park,43.82,Northeast,0.1628,2.3,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Small,8,1,2,0,3,2,3
1581,BOST-1993,2030197.0,0.09326873637627592,-45887.0,-0.022102670219509422,National Historical Park,43.82,Northeast,0.021,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,2,0,4,2,3
1582,BOST-1994,1921510.0,0.08827557603246282,-108687.0,-0.05353519880090454,National Historical Park,43.82,Northeast,0.1168,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
1583,BOST-1995,1839498.0,0.08450788471595948,-82012.0,-0.04268101649223788,National Historical Park,43.82,Northeast,0.064,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Small,8,1,2,0,0,2,3
1584,BOST-1996,2260565.0,0.10385201093609939,421067.0,0.22890321163708793,National Historical Park,43.82,Northeast,0.31079999999999997,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,1,1,4,1,3
1585,BOST-1997,2707789.0,0.12439780888434954,447224.0,0.19783726634713003,National Historical Park,43.82,Northeast,0.059000000000000004,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,1,2,1,2,3
1586,BOST-1998,2697197.0,0.12391120465052517,-10592.0,-0.0039116784948901116,National Historical Park,43.82,Northeast,0.4708,2.2,Minimal Change,0,0,0,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Small,8,1,2,0,3,0,3
1587,BOST-1999,2330011.0,0.10704241101372085,-367186.0,-0.13613614430091683,National Historical Park,43.82,Northeast,0.365,-1.5,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Increased,Small,8,1,0,1,2,1,3
1588,BOST-2000,2450806.0,0.11259182174113905,120795.0,0.05184310288663873,National Historical Park,43.82,Northeast,0.1158,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,1,2,1,2,2,3
1589,BOST-2001,1981301.0,0.09102241834218641,-469505.0,-0.19157167070751419,National Historical Park,43.82,Northeast,0.21960000000000002,-0.6,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,0,1,4,1,3
1590,BOST-2002,1801100.0,0.08274385248688208,-180201.0,-0.09095084492462276,National Historical Park,43.82,Northeast,0.155,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
1591,BOST-2003,1617503.0,0.07430927190555174,-183597.0,-0.10193603908722447,National Historical Park,43.82,Northeast,0.3132,0.9,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,0,0,4,1,3
1592,BOST-2004,1897505.0,0.08717276875971416,280002.0,0.1731075614697469,National Historical Park,43.82,Northeast,0.2168,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Small,8,1,1,2,1,1,3
1593,BOST-2005,1992242.0,0.09152505589149461,94737.0,0.049927141166953445,National Historical Park,43.82,Northeast,0.2868,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,2,0,4,1,3
1594,BOST-2006,1944386.0,0.08932651621873228,-47856.0,-0.02402117815004402,National Historical Park,43.82,Northeast,0.637,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,2,1,4,0,3
1595,BOST-2007,2184889.0,0.10037540009783538,240503.0,0.12369097494016106,National Historical Park,43.82,Northeast,0.10679999999999999,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,1,0,4,2,3
1596,BOST-2008,2232495.0,0.10256245458758638,47606.0,0.02178874990903428,National Historical Park,43.82,Northeast,0.2352,-1.6,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Small,8,1,2,1,2,1,3
1597,BOST-2009,2155026.0,0.09900347201676506,-77469.0,-0.0347006376274079,National Historical Park,43.82,Northeast,0.1592,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,2,1,4,2,3
1598,BOST-2010,2060497.0,0.09466074055725006,-94529.0,-0.04386443597432235,National Historical Park,43.82,Northeast,0.33880000000000005,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Increased,Small,8,1,2,0,2,1,3
1599,BOST-2011,2546156.0,0.11697227054166329,485659.0,0.2356999306478,National Historical Park,43.82,Northeast,0.6314,-1.4,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,1,1,1,0,0,3
1600,BOST-2012,2629064.0,0.12078112475407926,82908.0,0.032562026835747694,National Historical Park,43.82,Northeast,0.47479999999999994,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,2,1,4,0,3
1601,BOST-2013,2245875.0,0.10317714158235317,-383189.0,-0.14575111142216393,National Historical Park,43.82,Northeast,0.1646,-0.6,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,0,1,4,2,3
1602,BOST-2014,2476078.0,0.11375283592138916,230203.0,0.10250036177436411,National Historical Park,43.82,Northeast,0.1074,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,1,1,4,2,3
1603,BOST-2015,2262841.0,0.1039565720422346,-213237.0,-0.08611885409102621,National Historical Park,43.82,Northeast,0.18,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,2,0,4,2,3
1604,BOST-2016,2594495.0,0.11919299958800351,331654.0,0.1465653132500251,National Historical Park,43.82,Northeast,0.3778,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Small,8,1,1,0,3,1,3
1605,BOST-2017,3425606.0,0.1573748473389474,831111.0,0.3203363274934043,National Historical Park,43.82,Northeast,0.299,-0.7,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,1,1,4,1,3
1606,BOST-2018,3053241.0,0.1402681266508802,-372365.0,-0.10870047518599629,National Historical Park,43.82,Northeast,0.3496,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Increased,Small,8,1,0,1,0,1,3
1607,BOST-2019,3201834.0,0.14709459784769507,148593.0,0.04866730140201838,National Historical Park,43.82,Northeast,0.3968,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,2,0,4,1,3
1608,BOST-2020,277170.0,0.012733392701009998,-2924664.0,-0.9134339881455441,National Historical Park,43.82,Northeast,0.4376,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Small,8,1,0,2,1,0,3
1609,BOST-2021,1098210.0,0.05045257133952517,821040.0,2.9622253490637513,National Historical Park,43.82,Northeast,0.547,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,1,4,1,0,0,3
1610,BOST-2022,2123246.0,0.0975434755523638,1025036.0,0.9333697562396992,National Historical Park,43.82,Northeast,0.2064,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Small,8,1,1,1,0,1,3
1611,BOST-2023,2517296.0,0.11564642101483445,394050.0,0.18558848103328582,National Historical Park,43.82,Northeast,0.6038,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,1,1,4,0,3
1612,BOST-2024,2744458.0,0.12608240958772052,227162.0,0.0902404802613598,National Historical Park,43.82,Northeast,0.5454,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Small,8,1,2,0,0,0,3
1613,BOST-2025,2383812.0,0.10951406833849278,-360646.0,-0.13140882462038042,National Historical Park,43.82,Northeast,0.1524,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Small,8,1,0,1,0,2,3
1614,BRVB-2005,18390.0,0.000844850062314009,-3711.0,-0.16791095425546354,National Historical Park,3.15,South,0.111,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Very Small,8,5,0,0,4,2,6
1615,BRVB-2006,20926.0,0.0009613557587810197,2536.0,0.1379010331702012,National Historical Park,3.15,South,0.3212,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Very Small,8,5,1,1,4,1,6
1616,BRVB-2007,17536.0,0.000805616677147279,-3390.0,-0.16199942655070249,National Historical Park,3.15,South,0.2266,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Increased,Very Small,8,5,0,0,4,1,6
1617,BRVB-2008,16950.0,0.0007786954081687032,-586.0,-0.03341697080291971,National Historical Park,3.15,South,0.17739999999999997,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Small,8,5,2,1,2,2,6
1618,BRVB-2009,19228.0,0.0008833483957680133,2278.0,0.1343952802359882,National Historical Park,3.15,South,0.1728,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Small,8,5,1,1,4,2,6
1619,BRVB-2010,17808.0,0.0008181125562636146,-1420.0,-0.07385063449136675,National Historical Park,3.15,South,0.115,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Nominal,Very Small,8,5,2,0,2,2,6
1620,BRVB-2011,16886.0,0.0007757552013178007,-922.0,-0.051774483378256964,National Historical Park,3.15,South,0.3886,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Very Small,8,5,2,1,0,1,6
1621,BRVB-2012,21101.0,0.0009693953868889562,4215.0,0.24961506573492834,National Historical Park,3.15,South,0.5436,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Small,8,5,1,1,4,0,6
1622,BRVB-2013,19356.0,0.0008892288094698183,-1745.0,-0.08269750248803374,National Historical Park,3.15,South,0.1602,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Small,8,5,2,1,4,2,6
1623,BRVB-2014,26868.0,0.0012343355885944965,7512.0,0.3880967141971482,National Historical Park,3.15,South,0.151,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Small,8,5,1,1,4,2,6
1624,BRVB-2015,25338.0,0.0011640462685651091,-1530.0,-0.05694506476105404,National Historical Park,3.15,South,0.3448,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Very Small,8,5,2,0,4,1,6
1625,BRVB-2016,27968.0,0.001284870393844383,2630.0,0.10379666903465151,National Historical Park,3.15,South,0.4218,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Very Small,8,5,1,0,3,0,6
1626,BRVB-2017,25204.0,0.001157890210471032,-2764.0,-0.09882723112128146,National Historical Park,3.15,South,0.3332,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Very Small,8,5,2,1,4,1,6
1627,BRVB-2018,24083.0,0.0011063906498481936,-1121.0,-0.04447706713220124,National Historical Park,3.15,South,0.18280000000000002,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Small,8,5,2,1,0,2,6
1628,BRVB-2019,21413.0,0.0009837288952871056,-2670.0,-0.11086658638873895,National Historical Park,3.15,South,0.27,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Increased,Very Small,8,5,0,0,4,1,6
1629,BRVB-2020,4064.0,0.00018670313503230736,-17349.0,-0.8102087516928969,National Historical Park,3.15,South,0.24359999999999998,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Increased,Very Small,8,5,0,2,1,1,6
1630,BRVB-2021,9113.0,0.00041865789112928566,5049.0,1.2423720472440944,National Historical Park,3.15,South,0.1524,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Nominal,Very Small,8,5,4,1,0,2,6
1631,BRVB-2022,15564.0,0.0007150215535538464,6451.0,0.7078898277186437,National Historical Park,3.15,South,0.2242,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Very Small,8,5,1,1,0,1,6
1632,BRVB-2023,18826.0,0.000864880221485782,3262.0,0.20958622462092008,National Historical Park,3.15,South,0.46020000000000005,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Small,8,5,1,1,4,0,6
1633,BRVB-2024,21919.0,0.0010069749057020534,3093.0,0.16429406140444067,National Historical Park,3.15,South,0.4988,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Very Small,8,5,1,0,0,0,6
1634,BRVB-2025,17860.0,0.0008205014743299728,-4059.0,-0.18518180573931292,National Historical Park,3.15,South,0.32380000000000003,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Increased,Very Small,8,5,0,1,0,1,6
1635,BRCA-1980,571541.0,0.02625701193393208,13446.0,0.02409267239448481,National Park,35835.08,Southwest,0.12240000000000001,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,16,7,2,0,4,2,5
1636,BRCA-1981,474092.0,0.021780133536844652,-97449.0,-0.17050220369142371,National Park,35835.08,Southwest,0.1376,0.0,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,0,2,1,2,5
1637,BRCA-1982,471517.0,0.02166183615182787,-2575.0,-0.005431435248854653,National Park,35835.08,Southwest,0.15839999999999999,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,2,2,1,2,5
1638,BRCA-1983,472633.0,0.021713106008790485,1116.0,0.0023668287675735976,National Park,35835.08,Southwest,0.3452,2.5,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Very Large,16,7,2,0,3,1,5
1639,BRCA-1984,495104.0,0.02274544019858157,22471.0,0.047544289120734266,National Park,35835.08,Southwest,0.2488,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,16,7,2,1,4,1,5
1640,BRCA-1985,500782.0,0.023006291675135074,5678.0,0.011468297569803516,National Park,35835.08,Southwest,0.207,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,16,7,2,1,4,1,5
1641,BRCA-1986,578018.0,0.02655457005538982,77236.0,0.1542307830553015,National Park,35835.08,Southwest,0.2116,-0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Very Large,16,7,1,2,1,1,5
1642,BRCA-1987,718342.0,0.033001157338921686,140324.0,0.24276752627080816,National Park,35835.08,Southwest,0.198,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Nominal,Very Large,16,7,1,0,2,2,5
1643,BRCA-1988,791348.0,0.0363551064226246,73006.0,0.10163125642103622,National Park,35835.08,Southwest,0.0864,0.7,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,16,7,1,0,4,2,5
1644,BRCA-1989,808045.0,0.03712217882558583,16697.0,0.021099440448449986,National Park,35835.08,Southwest,0.2018,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Very Large,16,7,2,1,2,1,5
1645,BRCA-1990,862659.0,0.039631185965510636,54614.0,0.06758781998527309,National Park,35835.08,Southwest,0.1378,0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,2,2,1,2,5
1646,BRCA-1991,929067.0,0.04268201809917832,66408.0,0.07698059140401943,National Park,35835.08,Southwest,0.0834,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,16,7,2,0,4,2,5
1647,BRCA-1992,1018174.0,0.04677565890954343,89107.0,0.09591019808043984,National Park,35835.08,Southwest,0.2144,2.3,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Very Large,16,7,2,0,3,1,5
1648,BRCA-1993,1107951.0,0.05090008001037893,89777.0,0.08817451634003619,National Park,35835.08,Southwest,0.1864,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,16,7,2,0,4,2,5
1649,BRCA-1994,1028134.0,0.04723322860071513,-79817.0,-0.07204018950296538,National Park,35835.08,Southwest,0.0834,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,2,2,1,2,5
1650,BRCA-1995,994548.0,0.045690263174239965,-33586.0,-0.03266694808264292,National Park,35835.08,Southwest,0.107,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Very Large,16,7,2,0,0,2,5
1651,BRCA-1996,1269600.0,0.05832635340477791,275052.0,0.27655980405168984,National Park,35835.08,Southwest,0.1882,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,16,7,1,1,4,2,5
1652,BRCA-1997,1174824.0,0.0539722745844477,-94776.0,-0.07465028355387524,National Park,35835.08,Southwest,0.1804,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,2,2,1,2,5
1653,BRCA-1998,1166331.0,0.05358209994718653,-8493.0,-0.007229167943453658,National Park,35835.08,Southwest,0.19940000000000002,2.2,Minimal Change,0,0,0,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Very Large,16,7,2,0,3,2,5
1654,BRCA-1999,1081521.0,0.0496858664624203,-84810.0,-0.07271520691810472,National Park,35835.08,Southwest,0.1524,-1.5,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,16,7,2,1,2,2,5
1655,BRCA-2000,1099275.0,0.050501498219153465,17754.0,0.016415770012787545,National Park,35835.08,Southwest,0.195,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,16,7,2,1,2,2,5
1656,BRCA-2001,1068619.0,0.04909313913757118,-30656.0,-0.027887471287894296,National Park,35835.08,Southwest,0.1244,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,16,7,2,1,4,2,5
1657,BRCA-2002,886436.0,0.04072351875135295,-182183.0,-0.1704845225473251,National Park,35835.08,Southwest,0.265,-0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Increased,Very Large,16,7,0,2,1,1,5
1658,BRCA-2003,903760.0,0.04151939599330662,17324.0,0.019543430095348112,National Park,35835.08,Southwest,0.491,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Very Large,16,7,2,0,4,0,5
1659,BRCA-2004,987253.0,0.04535512553396913,83493.0,0.0923840400106223,National Park,35835.08,Southwest,0.057999999999999996,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Very Large,16,7,2,2,1,2,5
1660,BRCA-2005,1017681.0,0.04675301012864508,30428.0,0.03082087367675763,National Park,35835.08,Southwest,0.1444,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,16,7,2,0,4,2,5
1661,BRCA-2006,890676.0,0.04091830745522524,-127005.0,-0.12479843880351504,National Park,35835.08,Southwest,0.0706,-0.9,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,16,7,0,1,4,2,5
1662,BRCA-2007,1012563.0,0.046517885462036966,121887.0,0.1368477426134756,National Park,35835.08,Southwest,0.2086,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Very Large,16,7,1,0,4,1,5
1663,BRCA-2008,1043321.0,0.04793093049828788,30758.0,0.03037638151897709,National Park,35835.08,Southwest,0.099,-1.6,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Very Large,16,7,2,1,2,2,5
1664,BRCA-2009,1216377.0,0.055881249823128185,173056.0,0.16587033137452423,National Park,35835.08,Southwest,0.0766,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,16,7,1,1,4,2,5
1665,BRCA-2010,1285492.0,0.05905644351844263,69115.0,0.05682037723501842,National Park,35835.08,Southwest,0.0724,1.5,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Nominal,Very Large,16,7,2,0,2,2,5
1666,BRCA-2011,1296000.0,0.05953918873077518,10508.0,0.008174302134902434,National Park,35835.08,Southwest,0.1866,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,16,7,2,1,0,2,5
1667,BRCA-2012,1385352.0,0.0636440850204914,89352.0,0.06894444444444445,National Park,35835.08,Southwest,0.5770000000000001,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Large,16,7,2,1,4,0,5
1668,BRCA-2013,1311875.0,0.06026849785199513,-73477.0,-0.05303850573717005,National Park,35835.08,Southwest,0.1202,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,16,7,2,1,4,2,5
1669,BRCA-2014,1435741.0,0.0659589925675246,123866.0,0.09441905669366366,National Park,35835.08,Southwest,0.35200000000000004,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,16,7,2,1,4,1,5
1670,BRCA-2015,1745804.0,0.08020351376770234,310063.0,0.21596026024192386,National Park,35835.08,Southwest,0.3858,0.5,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Very Large,16,7,1,0,4,1,5
1671,BRCA-2016,2365110.0,0.10865488476778062,619306.0,0.3547397073210968,National Park,35835.08,Southwest,0.3322,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Very Large,16,7,1,0,3,1,5
