,Code_Year,Visitors,Visitors Scaled,vis_annual_chg,vis_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Visitor Trend Cat,Visitor Trend Bins,Visitor Trend Chg,Visitor Trend UpDn,Visitor Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
14856,SAAN-2024,1278777.0,0.0587479515027581,97848.0,0.08285680172135666,National Historical Park,990.28,South,0.4988,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Medium,8,5,2,0,0,0,2
14857,SAAN-2025,1552510.0,0.07132344590772823,273733.0,0.21405843239282532,National Historical Park,990.28,South,0.32380000000000003,-1.1,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Medium,8,5,1,1,0,1,2
14858,SAFR-1990,3088265.0,0.14187715485003657,-2115037.0,-0.40647976996145907,National Historical Park,49.86,West,0.1656,0.2,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,9,0,2,1,2,3
14859,SAFR-1991,4317598.0,0.19835361279754435,1229333.0,0.3980659043184442,National Historical Park,49.86,West,0.0,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,9,1,0,4,2,3
14860,SAFR-1992,3560895.0,0.16359012303663092,-756703.0,-0.1752601793867794,National Historical Park,49.86,West,0.1998,2.3,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Small,8,9,0,0,3,2,3
14861,SAFR-1993,3649325.0,0.16765266197140136,88430.0,0.0248336443506478,National Historical Park,49.86,West,0.0814,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,9,2,0,4,2,3
14862,SAFR-1994,3733911.0,0.17153860473218943,84586.0,0.023178533016379742,National Historical Park,49.86,West,0.001,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,9,2,2,1,2,3
14863,SAFR-1995,3631994.0,0.16685646314432337,-101917.0,-0.027294973018906984,National Historical Park,49.86,West,0.3274,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Increased,Small,8,9,2,0,0,1,3
14864,SAFR-1996,3670972.0,0.16864714099798706,38978.0,0.010731845922652956,National Historical Park,49.86,West,0.6344,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,9,2,1,4,0,3
14865,SAFR-1997,3530687.0,0.16220234540300496,-140285.0,-0.03821467447858496,National Historical Park,49.86,West,0.295,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Small,8,9,2,2,1,1,3
14866,SAFR-1998,3535081.0,0.16240420897961225,4394.0,0.0012445170019319187,National Historical Park,49.86,West,0.4722,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Small,8,9,2,0,3,0,3
14867,SAFR-1999,3535315.0,0.16241495911091086,234.0,6.619367420435345e-05,National Historical Park,49.86,West,0.0006,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,9,2,1,2,2,3
14868,SAFR-2000,3433066.0,0.15771756520000574,-102249.0,-0.028922175251710244,National Historical Park,49.86,West,0.045599999999999995,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,9,2,1,2,2,3
14869,SAFR-2001,3256974.0,0.14962776981267575,-176092.0,-0.05129292591520233,National Historical Park,49.86,West,0.0748,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,9,2,1,4,2,3
14870,SAFR-2002,3558544.0,0.16348211637559232,301570.0,0.0925920808701574,National Historical Park,49.86,West,0.16879999999999998,-0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,9,2,2,1,2,3
14871,SAFR-2003,3984826.0,0.1830658235133487,426282.0,0.1197911280568682,National Historical Park,49.86,West,0.2738,0.9,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,9,1,0,4,1,3
14872,SAFR-2004,4055479.0,0.18631167405454893,70653.0,0.017730510692311283,National Historical Park,49.86,West,0.1116,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,9,2,2,1,2,3
14873,SAFR-2005,3976056.0,0.182662923293311,-79423.0,-0.019584123108515664,National Historical Park,49.86,West,0.3014,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Small,8,9,2,0,4,1,3
14874,SAFR-2006,3984645.0,0.18305750824084852,8589.0,0.0021601808425233448,National Historical Park,49.86,West,0.1636,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,9,2,1,4,2,3
14875,SAFR-2007,4042022.0,0.18569344962341464,57377.0,0.014399526181127805,National Historical Park,49.86,West,0.2982,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,9,2,0,4,1,3
14876,SAFR-2008,4086211.0,0.18772352463176667,44189.0,0.01093239967521206,National Historical Park,49.86,West,0.16760000000000003,-1.6,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,9,2,1,2,2,3
14877,SAFR-2009,4152497.0,0.1907687519961248,66286.0,0.01622187400503792,National Historical Park,49.86,West,0.005600000000000001,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,9,2,1,4,2,3
14878,SAFR-2010,4130970.0,0.18977978585738453,-21527.0,-0.005184109705557885,National Historical Park,49.86,West,0.17579999999999998,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Nominal,Small,8,9,2,0,2,2,3
14879,SAFR-2011,4224897.0,0.19409486099620823,93927.0,0.022737274780499497,National Historical Park,49.86,West,0.0572,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Small,8,9,2,1,0,2,3
14880,SAFR-2012,4129983.0,0.18973444235485576,-94914.0,-0.02246539974820688,National Historical Park,49.86,West,0.37799999999999995,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Small,8,9,2,1,4,1,3
14881,SAFR-2013,4154455.0,0.1908587039494696,24472.0,0.005925448119277973,National Historical Park,49.86,West,0.3486,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Small,8,9,2,1,4,1,3
14882,SAFR-2014,4256888.0,0.19556455095507105,102433.0,0.024656182339199726,National Historical Park,49.86,West,0.6265999999999999,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,9,2,1,4,0,3
14883,SAFR-2015,4173014.0,0.1917113179954993,-83874.0,-0.019703125851561046,National Historical Park,49.86,West,0.6437999999999999,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Extreme,Small,8,9,2,0,4,0,3
14884,SAFR-2016,4334752.0,0.1991416801150503,161738.0,0.038758077495067114,National Historical Park,49.86,West,0.33020000000000005,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Small,8,9,2,0,3,1,3
14885,SAFR-2017,4493519.0,0.20643555231969457,158767.0,0.036626547493374476,National Historical Park,49.86,West,0.5094,-0.7,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,9,2,1,4,0,3
14886,SAFR-2018,4223542.0,0.19403261130428678,-269977.0,-0.060081419484372935,National Historical Park,49.86,West,0.252,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Small,8,9,2,1,0,1,3
14887,SAFR-2019,4016598.0,0.1845254524518936,-206944.0,-0.048997736970533265,National Historical Park,49.86,West,0.15539999999999998,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,9,2,0,4,2,3
14888,SAFR-2020,1936101.0,0.08894589725373654,-2080497.0,-0.5179749130980994,National Historical Park,49.86,West,0.42200000000000004,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Small,8,9,0,2,1,0,3
14889,SAFR-2021,2827885.0,0.12991510704006803,891784.0,0.4606082017415414,National Historical Park,49.86,West,0.7173999999999999,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,9,1,1,0,0,3
14890,SAFR-2022,3034750.0,0.1394186365746296,206865.0,0.07315184316193904,National Historical Park,49.86,West,0.4266,-1.2,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,9,2,1,0,0,3
14891,SAFR-2023,1769467.0,0.0812906093100915,-1265283.0,-0.41693154296070517,National Historical Park,49.86,West,0.1744,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,9,0,1,4,2,3
14892,SAFR-2024,2535134.0,0.11646591179305942,765667.0,0.43271052808557603,National Historical Park,49.86,West,0.332,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Increased,Small,8,9,1,0,0,1,3
14893,SAFR-2025,2944483.0,0.1352717045150919,409349.0,0.16147036014664315,National Historical Park,49.86,West,0.501,-1.1,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,9,1,1,0,0,3
14894,SAJH-1980,103452.0,0.004752660611555675,10971.0,0.11862977260193985,National Historical Park,2145.56,Northwest,0.13140000000000002,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,1,0,4,2,1
14895,SAJH-1981,101620.0,0.004668497190448591,-1832.0,-0.017708695820283803,National Historical Park,2145.56,Northwest,0.254,0.0,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Large,8,3,2,2,1,1,1
14896,SAJH-1982,113385.0,0.0052089899029621484,11765.0,0.11577445384766778,National Historical Park,2145.56,Northwest,0.3642,0.1,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Large,8,3,1,2,1,1,1
14897,SAJH-1983,122540.0,0.005629577304837339,9155.0,0.08074260263703312,National Historical Park,2145.56,Northwest,0.3654,2.5,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,8,3,2,0,3,1,1
14898,SAJH-1984,99400.0,0.004566508765307911,-23140.0,-0.18883629835155868,National Historical Park,2145.56,Northwest,0.46740000000000004,-0.5,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Extreme,Large,8,3,0,1,4,0,1
14899,SAJH-1985,104312.0,0.004792169641114677,4912.0,0.04941649899396378,National Historical Park,2145.56,Northwest,0.37920000000000004,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Large,8,3,2,1,4,1,1
14900,SAJH-1986,137008.0,0.00629424781606948,32696.0,0.31344428253700435,National Historical Park,2145.56,Northwest,0.0274,-0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Large,8,3,1,2,1,2,1
14901,SAJH-1987,158260.0,0.007270580253497284,21252.0,0.15511502977928296,National Historical Park,2145.56,Northwest,0.2726,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Increased,Large,8,3,1,0,2,1,1
14902,SAJH-1988,248188.0,0.011401938404871628,89928.0,0.5682294957664602,National Historical Park,2145.56,Northwest,0.1042,0.7,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,1,0,4,2,1
14903,SAJH-1989,251399.0,0.011549454095469251,3211.0,0.01293777297854852,National Historical Park,2145.56,Northwest,0.0018,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,3,2,1,2,2,1
14904,SAJH-1990,247823.0,0.011385170037675075,-3576.0,-0.014224400256166492,National Historical Park,2145.56,Northwest,0.1666,0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,3,2,2,1,2,1
14905,SAJH-1991,359168.0,0.016500440847264708,111345.0,0.4492924385549364,National Historical Park,2145.56,Northwest,0.0684,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,1,0,4,2,1
14906,SAJH-1992,301452.0,0.013848925556535217,-57716.0,-0.16069360299358518,National Historical Park,2145.56,Northwest,0.3826,2.3,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,8,3,0,0,3,1,1
14907,SAJH-1993,323987.0,0.014884199953177206,22535.0,0.0747548531772886,National Historical Park,2145.56,Northwest,0.1592,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,2,0,4,2,1
14908,SAJH-1994,201516.0,0.009257792558850996,-122471.0,-0.3780120807316343,National Historical Park,2145.56,Northwest,0.14,0.3,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,3,0,2,1,2,1
14909,SAJH-1995,206039.0,0.00946558248989212,4523.0,0.022444867901308084,National Historical Park,2145.56,Northwest,0.32520000000000004,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Increased,Large,8,3,2,0,0,1,1
14910,SAJH-1996,227104.0,0.010433324010427444,21065.0,0.10223792582957596,National Historical Park,2145.56,Northwest,0.493,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Large,8,3,1,1,4,0,1
14911,SAJH-1997,225851.0,0.010375760273174618,-1253.0,-0.005517296040580527,National Historical Park,2145.56,Northwest,0.2582,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Large,8,3,2,2,1,1,1
14912,SAJH-1998,250285.0,0.01149827611997073,24434.0,0.1081863706603026,National Historical Park,2145.56,Northwest,0.4412,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Large,8,3,1,0,3,0,1
14913,SAJH-1999,270671.0,0.012434823883447261,20386.0,0.08145114569390895,National Historical Park,2145.56,Northwest,0.1164,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,3,2,1,2,2,1
14914,SAJH-2000,267718.0,0.012299160901717338,-2953.0,-0.010909923855898859,National Historical Park,2145.56,Northwest,0.0132,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,3,2,1,2,2,1
14915,SAJH-2001,301067.0,0.013831238374697756,33349.0,0.12456764207113455,National Historical Park,2145.56,Northwest,0.1902,-0.6,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,3,1,1,4,2,1
14916,SAJH-2002,255215.0,0.011724763928954312,-45852.0,-0.15229832562187154,National Historical Park,2145.56,Northwest,0.13,-0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Large,8,3,0,2,1,2,1
14917,SAJH-2003,246150.0,0.011308311192963202,-9065.0,-0.03551907215484983,National Historical Park,2145.56,Northwest,0.31420000000000003,0.9,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Large,8,3,2,0,4,1,1
14918,SAJH-2004,270969.0,0.012448514221596775,24819.0,0.10082876294942109,National Historical Park,2145.56,Northwest,0.1362,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Large,8,3,1,2,1,2,1
14919,SAJH-2005,246780.0,0.011337253854151774,-24189.0,-0.0892685141104702,National Historical Park,2145.56,Northwest,0.07780000000000001,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,2,0,4,2,1
14920,SAJH-2006,258804.0,0.011889645216265078,12024.0,0.0487235594456601,National Historical Park,2145.56,Northwest,0.21960000000000002,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Large,8,3,2,1,4,1,1
14921,SAJH-2007,273289.0,0.01255509671994199,14485.0,0.05596899584241356,National Historical Park,2145.56,Northwest,0.1568,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,2,0,4,2,1
14922,SAJH-2008,255492.0,0.011737489511730873,-17797.0,-0.06512153800555456,National Historical Park,2145.56,Northwest,0.0292,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,8,3,2,1,2,2,1
14923,SAJH-2009,274642.0,0.012617254530399349,19150.0,0.07495342319916083,National Historical Park,2145.56,Northwest,0.04,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,3,2,1,4,2,1
14924,SAJH-2010,263370.0,0.01209941059878415,-11272.0,-0.04104252080890759,National Historical Park,2145.56,Northwest,0.1528,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Nominal,Large,8,3,2,0,2,2,1
14925,SAJH-2011,266717.0,0.012253174228939942,3347.0,0.01270835706420625,National Historical Park,2145.56,Northwest,0.1186,-1.4,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,8,3,2,1,0,2,1
14926,SAJH-2012,261139.0,0.011996916825590972,-5578.0,-0.020913552566952986,National Historical Park,2145.56,Northwest,0.256,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,8,3,2,1,4,1,1
14927,SAJH-2013,220960.0,0.010151064152740806,-40179.0,-0.15386058765638222,National Historical Park,2145.56,Northwest,0.0546,-0.6,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,3,0,1,4,2,1
14928,SAJH-2014,268946.0,0.012355576120669029,47986.0,0.21717052860246197,National Historical Park,2145.56,Northwest,0.3104,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Large,8,3,1,1,4,1,1
14929,SAJH-2015,258668.0,0.01188339727670691,-10278.0,-0.03821585002193749,National Historical Park,2145.56,Northwest,0.7186,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Extreme,Large,8,3,2,0,4,0,1
14930,SAJH-2016,316122.0,0.014522876095640519,57454.0,0.2221148344596162,National Historical Park,2145.56,Northwest,0.27940000000000004,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,8,3,1,0,3,1,1
14931,SAJH-2017,267209.0,0.012275777069106254,-48913.0,-0.15472823783222933,National Historical Park,2145.56,Northwest,0.18,-0.7,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,3,0,1,4,2,1
14932,SAJH-2018,255032.0,0.011716356774990012,-12177.0,-0.045571069836719574,National Historical Park,2145.56,Northwest,0.13720000000000002,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,8,3,2,1,0,2,1
14933,SAJH-2019,292507.0,0.01343798570838955,37475.0,0.1469423444901032,National Historical Park,2145.56,Northwest,0.0654,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,8,3,1,0,4,2,1
14934,SAJH-2020,426335.0,0.019586141996554812,133828.0,0.4575206747188956,National Historical Park,2145.56,Northwest,0.22899999999999998,0.1,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Large,8,3,1,2,1,1,1
14935,SAJH-2021,638066.0,0.029313219133249073,211731.0,0.4966305839304772,National Historical Park,2145.56,Northwest,0.45380000000000004,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,8,3,1,1,0,0,1
14936,SAJH-2022,700325.0,0.032173443169660594,62259.0,0.09757454557992433,National Historical Park,2145.56,Northwest,0.1818,-1.2,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,8,3,2,1,0,2,1
14937,SAJH-2023,457989.0,0.02104034992871836,-242336.0,-0.3460336272444936,National Historical Park,2145.56,Northwest,0.15,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,8,3,0,1,4,2,1
14938,SAJH-2024,405925.0,0.018648491655509195,-52064.0,-0.11367958619093471,National Historical Park,2145.56,Northwest,0.33899999999999997,1.2,Decrease,-1,1,0,0,El Niño,Moderate,Moderate El Niño,Increased,Large,8,3,0,0,0,1,1
14939,SAJH-2025,420922.0,0.019337464813993326,14997.0,0.036945248506497504,National Historical Park,2145.56,Northwest,0.42840000000000006,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Large,8,3,2,1,0,0,1
14986,SAND-2011,3935.0,0.00018077678059845705,-128.0,-0.03150381491508737,National Historic Site,12583.34,Southwest,0.1866,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,6,7,2,1,0,2,5
14987,SAND-2012,4384.0,0.00020140416928681975,449.0,0.11410419313850063,National Historic Site,12583.34,Southwest,0.5770000000000001,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Very Large,6,7,1,1,4,0,5
14988,SAND-2013,4795.0,0.0002202858101574591,411.0,0.09375,National Historic Site,12583.34,Southwest,0.1202,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,6,7,2,1,4,2,5
14989,SAND-2014,7402.0,0.0003400532985996897,2607.0,0.5436913451511992,National Historic Site,12583.34,Southwest,0.35200000000000004,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Very Large,6,7,1,1,4,1,5
14990,SAND-2015,5887.0,0.00027045308955098266,-1515.0,-0.20467441232099431,National Historic Site,12583.34,Southwest,0.3858,0.5,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Increased,Very Large,6,7,0,0,4,1,5
14991,SAND-2016,6847.0,0.0003145561923145198,960.0,0.16307117377271954,National Historic Site,12583.34,Southwest,0.3322,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Very Large,6,7,1,0,3,1,5
14992,SAND-2017,6535.0,0.0003002226839163702,-312.0,-0.04556740178180225,National Historic Site,12583.34,Southwest,0.45439999999999997,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Extreme,Very Large,6,7,2,1,4,0,5
14993,SAND-2018,6006.0,0.0002759200366643794,-529.0,-0.0809487375669472,National Historic Site,12583.34,Southwest,0.4104,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Very Large,6,7,2,1,0,0,5
14994,SAND-2019,5701.0,0.0002619081133905473,-305.0,-0.050782550782550784,National Historic Site,12583.34,Southwest,0.11,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Very Large,6,7,2,0,4,2,5
14995,SAND-2020,4215.0,0.0001936401855711554,-1486.0,-0.26065602525872655,National Historic Site,12583.34,Southwest,0.40659999999999996,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Very Large,6,7,0,2,1,0,5
14996,SAND-2021,6201.0,0.0002848784794132229,1986.0,0.4711743772241993,National Historic Site,12583.34,Southwest,0.5376,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Very Large,6,7,1,1,0,0,5
14997,SAND-2022,4772.0,0.00021922917332041603,-1429.0,-0.23044670214481536,National Historic Site,12583.34,Southwest,0.132,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Very Large,6,7,0,1,0,2,5
14998,SAND-2023,5855.0,0.0002689829861255314,1083.0,0.22694886839899414,National Historic Site,12583.34,Southwest,0.13019999999999998,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Very Large,6,7,1,1,4,2,5
14999,SAND-2024,6401.0,0.0002940666258222932,546.0,0.0932536293766012,National Historic Site,12583.34,Southwest,0.41259999999999997,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Very Large,6,7,2,0,0,0,5
15000,SAND-2025,4338.0,0.0001992908956127336,-2063.0,-0.3222933916575535,National Historic Site,12583.34,Southwest,0.5256000000000001,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Very Large,6,7,0,1,0,0,5
15001,SAMO-1983,394100.0,0.018105242499072915,-74044.0,-0.15816500905704228,National Recreation Area,153121.09,West,0.5682,2.5,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Gargantuan,20,9,0,0,3,0,0
15002,SAMO-1984,458423.0,0.021060288206426043,64323.0,0.16321492007104796,National Recreation Area,153121.09,West,0.1202,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,20,9,1,1,4,2,0
15003,SAMO-1985,513073.0,0.023570949212704487,54650.0,0.11921304123047928,National Recreation Area,153121.09,West,0.044199999999999996,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,20,9,1,1,4,2,0
15004,SAMO-1986,516064.0,0.023708357942252133,2991.0,0.005829579806382328,National Recreation Area,153121.09,West,0.139,-0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,9,2,2,1,2,0
15005,SAMO-1987,517811.0,0.02378861640113536,1747.0,0.003385239040119055,National Recreation Area,153121.09,West,0.027999999999999997,1.6,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Nominal,Gargantuan,20,9,2,0,2,2,0
15006,SAMO-1988,501450.0,0.02303698008414137,-16361.0,-0.03159647052689109,National Recreation Area,153121.09,West,0.008199999999999999,0.7,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,9,2,0,4,2,0
15007,SAMO-1989,209908.0,0.009643327182175584,-291542.0,-0.5813979459567254,National Recreation Area,153121.09,West,0.0154,-1.7,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,20,9,0,1,2,2,0
15008,SAMO-1990,305972.0,0.014056577665380203,96064.0,0.4576481125064314,National Recreation Area,153121.09,West,0.1656,0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,9,1,2,1,2,0
15009,SAMO-1991,334272.0,0.015356700382263644,28300.0,0.0924921234622776,National Recreation Area,153121.09,West,0.0,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,9,2,0,4,2,0
15010,SAMO-1992,365215.0,0.016778244453942947,30943.0,0.09256832758950795,National Recreation Area,153121.09,West,0.1998,2.3,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Gargantuan,20,9,2,0,3,2,0
15011,SAMO-1993,401739.0,0.018456183751167355,36524.0,0.10000684528291555,National Recreation Area,153121.09,West,0.0814,0.5,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,9,1,0,4,2,0
15012,SAMO-1994,384324.0,0.01765612590259756,-17415.0,-0.043349040048389624,National Recreation Area,153121.09,West,0.001,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,9,2,2,1,2,0
15013,SAMO-1995,388047.0,0.017827163248002403,3723.0,0.009687138976488588,National Recreation Area,153121.09,West,0.3274,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Increased,Gargantuan,20,9,2,0,0,1,0
15014,SAMO-1996,428524.0,0.019686706259002085,40477.0,0.10430952951575453,National Recreation Area,153121.09,West,0.6344,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Gargantuan,20,9,1,1,4,0,0
15015,SAMO-1997,530198.0,0.024357684248981125,101674.0,0.23726559072537362,National Recreation Area,153121.09,West,0.295,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Gargantuan,20,9,1,2,1,1,0
