,Park_Code,Designation,Region,Gross Area Acres,Year,Percentage Area
8195,CHPI,National Historic Site,Southeast,28.45,1985,0.11359999999999999
8196,CHPI,National Historic Site,Southeast,28.45,1986,0.1782
8197,CHPI,National Historic Site,Southeast,28.45,1987,0.0236
8198,CHPI,National Historic Site,Southeast,28.45,1988,0.2186
8199,CHPI,National Historic Site,Southeast,28.45,1989,0.19
8200,CHPI,National Historic Site,Southeast,28.45,1990,0.3998
8201,CHPI,National Historic Site,Southeast,28.45,1991,0.2332
8202,CHPI,National Historic Site,Southeast,28.45,1992,0.2158
8203,CHPI,National Historic Site,Southeast,28.45,1993,0.0286
8204,CHPI,National Historic Site,Southeast,28.45,1994,0.15380000000000002
8205,CHPI,National Historic Site,Southeast,28.45,1995,0.12619999999999998
8206,CHPI,National Historic Site,Southeast,28.45,1996,0.1568
8207,CHPI,National Historic Site,Southeast,28.45,1997,0.0676
8208,CHPI,National Historic Site,Southeast,28.45,1998,0.4384
8209,CHPI,National Historic Site,Southeast,28.45,1999,0.201
8210,CHPI,National Historic Site,Southeast,28.45,2000,0.1998
8211,CHPI,National Historic Site,Southeast,28.45,2001,0.133
8212,CHPI,National Historic Site,Southeast,28.45,2002,0.1782
8213,CHPI,National Historic Site,Southeast,28.45,2003,0.2336
8214,CHPI,National Historic Site,Southeast,28.45,2004,0.1168
8215,CHPI,National Historic Site,Southeast,28.45,2005,0.0492
8216,CHPI,National Historic Site,Southeast,28.45,2006,0.20559999999999998
8217,CHPI,National Historic Site,Southeast,28.45,2007,0.4142
8218,CHPI,National Historic Site,Southeast,28.45,2008,0.0894
8219,CHPI,National Historic Site,Southeast,28.45,2009,0.1226
8220,CHPI,National Historic Site,Southeast,28.45,2010,0.16519999999999999
8221,CHPI,National Historic Site,Southeast,28.45,2011,0.2632
8222,CHPI,National Historic Site,Southeast,28.45,2012,0.3148
8223,CHPI,National Historic Site,Southeast,28.45,2013,0.3456
8224,CHPI,National Historic Site,Southeast,28.45,2014,0.1352
8225,CHPI,National Historic Site,Southeast,28.45,2015,0.327
8226,CHPI,National Historic Site,Southeast,28.45,2016,0.41659999999999997
8227,CHPI,National Historic Site,Southeast,28.45,2017,0.4192
8228,CHPI,National Historic Site,Southeast,28.45,2018,0.46740000000000004
8229,CHPI,National Historic Site,Southeast,28.45,2019,0.43560000000000004
8230,CHPI,National Historic Site,Southeast,28.45,2020,0.5197999999999999
8231,CHPI,National Historic Site,Southeast,28.45,2021,0.2394
8232,CHPI,National Historic Site,Southeast,28.45,2022,0.1716
8233,CHPI,National Historic Site,Southeast,28.45,2023,0.36060000000000003
8234,CHPI,National Historic Site,Southeast,28.45,2024,0.5506
8235,CHPI,National Historic Site,Southeast,28.45,2025,0.1476
8236,CHYO,National Monument,Ohio Valley,59.66,1910,0.1754
8237,CHYO,National Monument,Ohio Valley,59.66,1911,0.1094
8238,CHYO,National Monument,Ohio Valley,59.66,1912,0.3736
8239,CHYO,National Monument,Ohio Valley,59.66,1913,0.0682
8240,CHYO,National Monument,Ohio Valley,59.66,1914,0.2024
8241,CHYO,National Monument,Ohio Valley,59.66,1915,0.084
8242,CHYO,National Monument,Ohio Valley,59.66,1916,0.121
8243,CHYO,National Monument,Ohio Valley,59.66,1917,0.42
8244,CHYO,National Monument,Ohio Valley,59.66,1918,0.1142
8245,CHYO,National Monument,Ohio Valley,59.66,1919,0.0718
8246,CHYO,National Monument,Ohio Valley,59.66,1920,0.0966
8247,CHYO,National Monument,Ohio Valley,59.66,1921,0.4022
8248,CHYO,National Monument,Ohio Valley,59.66,1922,0.1472
8249,CHYO,National Monument,Ohio Valley,59.66,1923,0.081
8250,CHYO,National Monument,Ohio Valley,59.66,1924,0.35119999999999996
8251,CHYO,National Monument,Ohio Valley,59.66,1925,0.10220000000000001
8252,CHYO,National Monument,Ohio Valley,59.66,1926,0.16399999999999998
8253,CHYO,National Monument,Ohio Valley,59.66,1927,0.2192
8254,CHYO,National Monument,Ohio Valley,59.66,1928,0.09939999999999999
8255,CHYO,National Monument,Ohio Valley,59.66,1929,0.2404
8256,CHYO,National Monument,Ohio Valley,59.66,1930,0.1664
8257,CHYO,National Monument,Ohio Valley,59.66,1931,0.4254
8258,CHYO,National Monument,Ohio Valley,59.66,1932,0.054000000000000006
8259,CHYO,National Monument,Ohio Valley,59.66,1933,0.1834
8260,CHYO,National Monument,Ohio Valley,59.66,1934,0.2544
8261,CHYO,National Monument,Ohio Valley,59.66,1935,0.051
8262,CHYO,National Monument,Ohio Valley,59.66,1936,0.19399999999999998
8263,CHYO,National Monument,Ohio Valley,59.66,1937,0.1052
8264,CHYO,National Monument,Ohio Valley,59.66,1938,0.257
8265,CHYO,National Monument,Ohio Valley,59.66,1939,0.139
8266,CHYO,National Monument,Ohio Valley,59.66,1940,0.3436
8267,CHYO,National Monument,Ohio Valley,59.66,1941,0.21420000000000003
8268,CHYO,National Monument,Ohio Valley,59.66,1942,0.0966
8269,CHYO,National Monument,Ohio Valley,59.66,1943,0.10060000000000001
8270,CHYO,National Monument,Ohio Valley,59.66,1944,0.1174
8271,CHYO,National Monument,Ohio Valley,59.66,1945,0.12140000000000001
8272,CHYO,National Monument,Ohio Valley,59.66,1946,0.1732
8273,CHYO,National Monument,Ohio Valley,59.66,1947,0.0506
8274,CHYO,National Monument,Ohio Valley,59.66,1948,0.0368
8275,CHYO,National Monument,Ohio Valley,59.66,1949,0.07200000000000001
8276,CHYO,National Monument,Ohio Valley,59.66,1950,0.3704
8277,CHYO,National Monument,Ohio Valley,59.66,1951,0.2182
8278,CHYO,National Monument,Ohio Valley,59.66,1952,0.0436
8279,CHYO,National Monument,Ohio Valley,59.66,1953,0.409
8280,CHYO,National Monument,Ohio Valley,59.66,1954,0.3464
8281,CHYO,National Monument,Ohio Valley,59.66,1955,0.12560000000000002
8282,CHYO,National Monument,Ohio Valley,59.66,1956,0.1026
8283,CHYO,National Monument,Ohio Valley,59.66,1957,0.053399999999999996
8284,CHYO,National Monument,Ohio Valley,59.66,1958,0.3586
8285,CHYO,National Monument,Ohio Valley,59.66,1959,0.0516
8286,CHYO,National Monument,Ohio Valley,59.66,1960,0.2132
8287,CHYO,National Monument,Ohio Valley,59.66,1961,0.0732
8288,CHYO,National Monument,Ohio Valley,59.66,1962,0.0576
8289,CHYO,National Monument,Ohio Valley,59.66,1963,0.33799999999999997
8290,CHYO,National Monument,Ohio Valley,59.66,1964,0.1782
8291,CHYO,National Monument,Ohio Valley,59.66,1965,0.0728
8292,CHYO,National Monument,Ohio Valley,59.66,1966,0.23399999999999999
8293,CHYO,National Monument,Ohio Valley,59.66,1967,0.0382
8294,CHYO,National Monument,Ohio Valley,59.66,1968,0.1246
8295,CHYO,National Monument,Ohio Valley,59.66,1969,0.17079999999999998
8296,CHYO,National Monument,Ohio Valley,59.66,1970,0.0962
8297,CHYO,National Monument,Ohio Valley,59.66,1971,0.0674
8298,CHYO,National Monument,Ohio Valley,59.66,1972,0.16879999999999998
8299,CHYO,National Monument,Ohio Valley,59.66,1973,0.2792
8300,CHYO,National Monument,Ohio Valley,59.66,1974,0.1736
8301,CHYO,National Monument,Ohio Valley,59.66,1975,0.15460000000000002
8302,CHYO,National Monument,Ohio Valley,59.66,1976,0.32799999999999996
8303,CHYO,National Monument,Ohio Valley,59.66,1977,0.0742
8304,CHYO,National Monument,Ohio Valley,59.66,1978,0.3486
8305,CHYO,National Monument,Ohio Valley,59.66,1979,0.4668
8306,CHYO,National Monument,Ohio Valley,59.66,1980,0.1162
8307,CHYO,National Monument,Ohio Valley,59.66,1981,0.11199999999999999
8308,CHYO,National Monument,Ohio Valley,59.66,1982,0.12300000000000001
8309,CHYO,National Monument,Ohio Valley,59.66,1983,0.0882
8310,CHYO,National Monument,Ohio Valley,59.66,1984,0.078
8311,CHYO,National Monument,Ohio Valley,59.66,1985,0.2024
8312,CHYO,National Monument,Ohio Valley,59.66,1986,0.12480000000000001
8313,CHYO,National Monument,Ohio Valley,59.66,1987,0.1366
8314,CHYO,National Monument,Ohio Valley,59.66,1988,0.25
8315,CHYO,National Monument,Ohio Valley,59.66,1989,0.2836
8316,CHYO,National Monument,Ohio Valley,59.66,1990,0.265
8317,CHYO,National Monument,Ohio Valley,59.66,1991,0.2122
8318,CHYO,National Monument,Ohio Valley,59.66,1992,0.09519999999999999
8319,CHYO,National Monument,Ohio Valley,59.66,1993,0.32299999999999995
8320,CHYO,National Monument,Ohio Valley,59.66,1994,0.1642
8321,CHYO,National Monument,Ohio Valley,59.66,1995,0.0922
8322,CHYO,National Monument,Ohio Valley,59.66,1996,0.34119999999999995
8323,CHYO,National Monument,Ohio Valley,59.66,1997,0.11720000000000001
8324,CHYO,National Monument,Ohio Valley,59.66,1998,0.43439999999999995
8325,CHYO,National Monument,Ohio Valley,59.66,1999,0.2662
8326,CHYO,National Monument,Ohio Valley,59.66,2000,0.1582
8327,CHYO,National Monument,Ohio Valley,59.66,2001,0.059000000000000004
8328,CHYO,National Monument,Ohio Valley,59.66,2002,0.1402
8329,CHYO,National Monument,Ohio Valley,59.66,2003,0.2112
8330,CHYO,National Monument,Ohio Valley,59.66,2004,0.20440000000000003
8331,CHYO,National Monument,Ohio Valley,59.66,2005,0.069
8332,CHYO,National Monument,Ohio Valley,59.66,2006,0.19079999999999997
8333,CHYO,National Monument,Ohio Valley,59.66,2007,0.2758
8334,CHYO,National Monument,Ohio Valley,59.66,2008,0.2932
8335,CHYO,National Monument,Ohio Valley,59.66,2009,0.2588
8336,CHYO,National Monument,Ohio Valley,59.66,2010,0.1906
8337,CHYO,National Monument,Ohio Valley,59.66,2011,0.2554
8338,CHYO,National Monument,Ohio Valley,59.66,2012,0.48
8339,CHYO,National Monument,Ohio Valley,59.66,2013,0.192
8340,CHYO,National Monument,Ohio Valley,59.66,2014,0.303
8341,CHYO,National Monument,Ohio Valley,59.66,2015,0.29100000000000004
8342,CHYO,National Monument,Ohio Valley,59.66,2016,0.385
8343,CHYO,National Monument,Ohio Valley,59.66,2017,0.40700000000000003
8344,CHYO,National Monument,Ohio Valley,59.66,2018,0.34740000000000004
8345,CHYO,National Monument,Ohio Valley,59.66,2019,0.41600000000000004
8346,CHYO,National Monument,Ohio Valley,59.66,2020,0.35340000000000005
8347,CHYO,National Monument,Ohio Valley,59.66,2021,0.33840000000000003
8348,CHYO,National Monument,Ohio Valley,59.66,2022,0.061399999999999996
8349,CHYO,National Monument,Ohio Valley,59.66,2023,0.38880000000000003
8350,CHYO,National Monument,Ohio Valley,59.66,2024,0.4374
8351,CHYO,National Monument,Ohio Valley,59.66,2025,0.1974
8352,CHAT,National Recreation Area,Southeast,12416.5,1910,0.1782
8353,CHAT,National Recreation Area,Southeast,12416.5,1911,0.1552
8354,CHAT,National Recreation Area,Southeast,12416.5,1912,0.32439999999999997
8355,CHAT,National Recreation Area,Southeast,12416.5,1913,0.0246
8356,CHAT,National Recreation Area,Southeast,12416.5,1914,0.16
8357,CHAT,National Recreation Area,Southeast,12416.5,1915,0.15380000000000002
8358,CHAT,National Recreation Area,Southeast,12416.5,1916,0.064
8359,CHAT,National Recreation Area,Southeast,12416.5,1917,0.30760000000000004
8360,CHAT,National Recreation Area,Southeast,12416.5,1918,0.061799999999999994
8361,CHAT,National Recreation Area,Southeast,12416.5,1919,0.1036
8362,CHAT,National Recreation Area,Southeast,12416.5,1920,0.2532
8363,CHAT,National Recreation Area,Southeast,12416.5,1921,0.24960000000000002
8364,CHAT,National Recreation Area,Southeast,12416.5,1922,0.1748
8365,CHAT,National Recreation Area,Southeast,12416.5,1923,0.038599999999999995
8366,CHAT,National Recreation Area,Southeast,12416.5,1924,0.21359999999999998
8367,CHAT,National Recreation Area,Southeast,12416.5,1925,0.20879999999999999
8368,CHAT,National Recreation Area,Southeast,12416.5,1926,0.18100000000000002
8369,CHAT,National Recreation Area,Southeast,12416.5,1927,0.2698
8370,CHAT,National Recreation Area,Southeast,12416.5,1928,0.2254
8371,CHAT,National Recreation Area,Southeast,12416.5,1929,0.2702
8372,CHAT,National Recreation Area,Southeast,12416.5,1930,0.1432
8373,CHAT,National Recreation Area,Southeast,12416.5,1931,0.19399999999999998
8374,CHAT,National Recreation Area,Southeast,12416.5,1932,0.19920000000000002
8375,CHAT,National Recreation Area,Southeast,12416.5,1933,0.2354
8376,CHAT,National Recreation Area,Southeast,12416.5,1934,0.0888
8377,CHAT,National Recreation Area,Southeast,12416.5,1935,0.057
8378,CHAT,National Recreation Area,Southeast,12416.5,1936,0.1934
8379,CHAT,National Recreation Area,Southeast,12416.5,1937,0.1016
8380,CHAT,National Recreation Area,Southeast,12416.5,1938,0.1142
8381,CHAT,National Recreation Area,Southeast,12416.5,1939,0.0788
8382,CHAT,National Recreation Area,Southeast,12416.5,1940,0.4266
8383,CHAT,National Recreation Area,Southeast,12416.5,1941,0.2254
8384,CHAT,National Recreation Area,Southeast,12416.5,1942,0.11720000000000001
8385,CHAT,National Recreation Area,Southeast,12416.5,1943,0.2192
8386,CHAT,National Recreation Area,Southeast,12416.5,1944,0.105
8387,CHAT,National Recreation Area,Southeast,12416.5,1945,0.07440000000000001
8388,CHAT,National Recreation Area,Southeast,12416.5,1946,0.07980000000000001
8389,CHAT,National Recreation Area,Southeast,12416.5,1947,0.17600000000000002
8390,CHAT,National Recreation Area,Southeast,12416.5,1948,0.213
8391,CHAT,National Recreation Area,Southeast,12416.5,1949,0.1378
8392,CHAT,National Recreation Area,Southeast,12416.5,1950,0.0694
8393,CHAT,National Recreation Area,Southeast,12416.5,1951,0.1104
8394,CHAT,National Recreation Area,Southeast,12416.5,1952,0.08220000000000001
8395,CHAT,National Recreation Area,Southeast,12416.5,1953,0.17120000000000002
8396,CHAT,National Recreation Area,Southeast,12416.5,1954,0.3464
8397,CHAT,National Recreation Area,Southeast,12416.5,1955,0.2014
8398,CHAT,National Recreation Area,Southeast,12416.5,1956,0.13419999999999999
8399,CHAT,National Recreation Area,Southeast,12416.5,1957,0.1026
8400,CHAT,National Recreation Area,Southeast,12416.5,1958,0.3666
8401,CHAT,National Recreation Area,Southeast,12416.5,1959,0.09880000000000001
8402,CHAT,National Recreation Area,Southeast,12416.5,1960,0.25780000000000003
8403,CHAT,National Recreation Area,Southeast,12416.5,1961,0.1618
8404,CHAT,National Recreation Area,Southeast,12416.5,1962,0.09699999999999999
8405,CHAT,National Recreation Area,Southeast,12416.5,1963,0.32439999999999997
8406,CHAT,National Recreation Area,Southeast,12416.5,1964,0.2872
8407,CHAT,National Recreation Area,Southeast,12416.5,1965,0.0986
8408,CHAT,National Recreation Area,Southeast,12416.5,1966,0.3494
8409,CHAT,National Recreation Area,Southeast,12416.5,1967,0.2048
8410,CHAT,National Recreation Area,Southeast,12416.5,1968,0.2938
8411,CHAT,National Recreation Area,Southeast,12416.5,1969,0.33520000000000005
8412,CHAT,National Recreation Area,Southeast,12416.5,1970,0.047400000000000005
8413,CHAT,National Recreation Area,Southeast,12416.5,1971,0.12359999999999999
8414,CHAT,National Recreation Area,Southeast,12416.5,1972,0.17620000000000002
8415,CHAT,National Recreation Area,Southeast,12416.5,1973,0.1418
8416,CHAT,National Recreation Area,Southeast,12416.5,1974,0.10220000000000001
8417,CHAT,National Recreation Area,Southeast,12416.5,1975,0.307
8418,CHAT,National Recreation Area,Southeast,12416.5,1976,0.361
8419,CHAT,National Recreation Area,Southeast,12416.5,1977,0.092
8420,CHAT,National Recreation Area,Southeast,12416.5,1978,0.147
8421,CHAT,National Recreation Area,Southeast,12416.5,1979,0.2602
8422,CHAT,National Recreation Area,Southeast,12416.5,1980,0.0336
8423,CHAT,National Recreation Area,Southeast,12416.5,1981,0.3034
8424,CHAT,National Recreation Area,Southeast,12416.5,1982,0.0946
8425,CHAT,National Recreation Area,Southeast,12416.5,1983,0.2812
8426,CHAT,National Recreation Area,Southeast,12416.5,1984,0.1328
8427,CHAT,National Recreation Area,Southeast,12416.5,1985,0.11359999999999999
8428,CHAT,National Recreation Area,Southeast,12416.5,1986,0.1782
8429,CHAT,National Recreation Area,Southeast,12416.5,1987,0.0236
8430,CHAT,National Recreation Area,Southeast,12416.5,1988,0.2186
8431,CHAT,National Recreation Area,Southeast,12416.5,1989,0.19
8432,CHAT,National Recreation Area,Southeast,12416.5,1990,0.3998
8433,CHAT,National Recreation Area,Southeast,12416.5,1991,0.2332
8434,CHAT,National Recreation Area,Southeast,12416.5,1992,0.2158
8435,CHAT,National Recreation Area,Southeast,12416.5,1993,0.0286
8436,CHAT,National Recreation Area,Southeast,12416.5,1994,0.15380000000000002
8437,CHAT,National Recreation Area,Southeast,12416.5,1995,0.12619999999999998
8438,CHAT,National Recreation Area,Southeast,12416.5,1996,0.1568
8439,CHAT,National Recreation Area,Southeast,12416.5,1997,0.0676
8440,CHAT,National Recreation Area,Southeast,12416.5,1998,0.4384
8441,CHAT,National Recreation Area,Southeast,12416.5,1999,0.201
8442,CHAT,National Recreation Area,Southeast,12416.5,2000,0.1998
8443,CHAT,National Recreation Area,Southeast,12416.5,2001,0.133
8444,CHAT,National Recreation Area,Southeast,12416.5,2002,0.1782
8445,CHAT,National Recreation Area,Southeast,12416.5,2003,0.2336
8446,CHAT,National Recreation Area,Southeast,12416.5,2004,0.1168
8447,CHAT,National Recreation Area,Southeast,12416.5,2005,0.0492
8448,CHAT,National Recreation Area,Southeast,12416.5,2006,0.20559999999999998
8449,CHAT,National Recreation Area,Southeast,12416.5,2007,0.4142
8450,CHAT,National Recreation Area,Southeast,12416.5,2008,0.0894
8451,CHAT,National Recreation Area,Southeast,12416.5,2009,0.1226
8452,CHAT,National Recreation Area,Southeast,12416.5,2010,0.16519999999999999
8453,CHAT,National Recreation Area,Southeast,12416.5,2011,0.2632
8454,CHAT,National Recreation Area,Southeast,12416.5,2012,0.3148
8455,CHAT,National Recreation Area,Southeast,12416.5,2013,0.3456
8456,CHAT,National Recreation Area,Southeast,12416.5,2014,0.1352
8457,CHAT,National Recreation Area,Southeast,12416.5,2015,0.327
8458,CHAT,National Recreation Area,Southeast,12416.5,2016,0.41659999999999997
8459,CHAT,National Recreation Area,Southeast,12416.5,2017,0.4192
8460,CHAT,National Recreation Area,Southeast,12416.5,2018,0.46740000000000004
8461,CHAT,National Recreation Area,Southeast,12416.5,2019,0.43560000000000004
8462,CHAT,National Recreation Area,Southeast,12416.5,2020,0.5197999999999999
8463,CHAT,National Recreation Area,Southeast,12416.5,2021,0.2394
8464,CHAT,National Recreation Area,Southeast,12416.5,2022,0.1716
8465,CHAT,National Recreation Area,Southeast,12416.5,2023,0.36060000000000003
8466,CHAT,National Recreation Area,Southeast,12416.5,2024,0.5506
8467,CHAT,National Recreation Area,Southeast,12416.5,2025,0.1476
8468,CHOH,National Historical Park,Multiple,19630.99,1910,0.002292
8469,CHOH,National Historical Park,Multiple,19630.99,1911,0.002416
8470,CHOH,National Historical Park,Multiple,19630.99,1912,0.003592
8471,CHOH,National Historical Park,Multiple,19630.99,1913,0.0019260000000000002
8472,CHOH,National Historical Park,Multiple,19630.99,1914,0.00199
8473,CHOH,National Historical Park,Multiple,19630.99,1915,0.0021379999999999997
8474,CHOH,National Historical Park,Multiple,19630.99,1916,0.002898
8475,CHOH,National Historical Park,Multiple,19630.99,1917,0.003394
8476,CHOH,National Historical Park,Multiple,19630.99,1918,0.001168
8477,CHOH,National Historical Park,Multiple,19630.99,1919,0.002014
8478,CHOH,National Historical Park,Multiple,19630.99,1920,0.0019219999999999999
8479,CHOH,National Historical Park,Multiple,19630.99,1921,0.002434
8480,CHOH,National Historical Park,Multiple,19630.99,1922,0.001808
8481,CHOH,National Historical Park,Multiple,19630.99,1923,0.002022
8482,CHOH,National Historical Park,Multiple,19630.99,1924,0.00314
8483,CHOH,National Historical Park,Multiple,19630.99,1925,0.001188
8484,CHOH,National Historical Park,Multiple,19630.99,1926,0.001726
8485,CHOH,National Historical Park,Multiple,19630.99,1927,0.001924
8486,CHOH,National Historical Park,Multiple,19630.99,1928,0.001118
8487,CHOH,National Historical Park,Multiple,19630.99,1929,0.0025780000000000004
8488,CHOH,National Historical Park,Multiple,19630.99,1930,0.00156
8489,CHOH,National Historical Park,Multiple,19630.99,1931,0.002494
8490,CHOH,National Historical Park,Multiple,19630.99,1932,0.001362
8491,CHOH,National Historical Park,Multiple,19630.99,1933,0.00222
8492,CHOH,National Historical Park,Multiple,19630.99,1934,0.0036200000000000004
8493,CHOH,National Historical Park,Multiple,19630.99,1935,0.001112
8494,CHOH,National Historical Park,Multiple,19630.99,1936,0.0018440000000000002
8495,CHOH,National Historical Park,Multiple,19630.99,1937,0.00127
8496,CHOH,National Historical Park,Multiple,19630.99,1938,0.001568
8497,CHOH,National Historical Park,Multiple,19630.99,1939,0.0017460000000000002
8498,CHOH,National Historical Park,Multiple,19630.99,1940,0.002224
8499,CHOH,National Historical Park,Multiple,19630.99,1941,0.002832
8500,CHOH,National Historical Park,Multiple,19630.99,1942,0.0013239999999999999
8501,CHOH,National Historical Park,Multiple,19630.99,1943,0.0011259999999999998
8502,CHOH,National Historical Park,Multiple,19630.99,1944,0.00135
8503,CHOH,National Historical Park,Multiple,19630.99,1945,0.0011740000000000001
8504,CHOH,National Historical Park,Multiple,19630.99,1946,0.001056
8505,CHOH,National Historical Park,Multiple,19630.99,1947,0.000886
8506,CHOH,National Historical Park,Multiple,19630.99,1948,0.001568
8507,CHOH,National Historical Park,Multiple,19630.99,1949,0.001432
8508,CHOH,National Historical Park,Multiple,19630.99,1950,0.002336
8509,CHOH,National Historical Park,Multiple,19630.99,1951,0.00244
8510,CHOH,National Historical Park,Multiple,19630.99,1952,0.001354
8511,CHOH,National Historical Park,Multiple,19630.99,1953,0.002046
8512,CHOH,National Historical Park,Multiple,19630.99,1954,0.0027760000000000003
8513,CHOH,National Historical Park,Multiple,19630.99,1955,0.002082
8514,CHOH,National Historical Park,Multiple,19630.99,1956,0.0016940000000000002
8515,CHOH,National Historical Park,Multiple,19630.99,1957,0.001494
8516,CHOH,National Historical Park,Multiple,19630.99,1958,0.00209
8517,CHOH,National Historical Park,Multiple,19630.99,1959,0.001078
8518,CHOH,National Historical Park,Multiple,19630.99,1960,0.001362
8519,CHOH,National Historical Park,Multiple,19630.99,1961,0.0014279999999999998
8520,CHOH,National Historical Park,Multiple,19630.99,1962,0.000848
8521,CHOH,National Historical Park,Multiple,19630.99,1963,0.0017920000000000002
8522,CHOH,National Historical Park,Multiple,19630.99,1964,0.00183
8523,CHOH,National Historical Park,Multiple,19630.99,1965,0.001438
8524,CHOH,National Historical Park,Multiple,19630.99,1966,0.0018059999999999999
8525,CHOH,National Historical Park,Multiple,19630.99,1967,0.000708
8526,CHOH,National Historical Park,Multiple,19630.99,1968,0.001696
8527,CHOH,National Historical Park,Multiple,19630.99,1969,0.001168
8528,CHOH,National Historical Park,Multiple,19630.99,1970,0.0008740000000000001
8529,CHOH,National Historical Park,Multiple,19630.99,1971,0.001092
8530,CHOH,National Historical Park,Multiple,19630.99,1972,0.001486
8531,CHOH,National Historical Park,Multiple,19630.99,1973,0.0017559999999999997
8532,CHOH,National Historical Park,Multiple,19630.99,1974,0.001064
8533,CHOH,National Historical Park,Multiple,19630.99,1975,0.0018600000000000003
8534,CHOH,National Historical Park,Multiple,19630.99,1976,0.002396
8535,CHOH,National Historical Park,Multiple,19630.99,1977,0.000938
8536,CHOH,National Historical Park,Multiple,19630.99,1978,0.002046
8537,CHOH,National Historical Park,Multiple,19630.99,1979,0.002434
8538,CHOH,National Historical Park,Multiple,19630.99,1980,0.001044
8539,CHOH,National Historical Park,Multiple,19630.99,1981,0.0017300000000000002
8540,CHOH,National Historical Park,Multiple,19630.99,1982,0.001928
8541,CHOH,National Historical Park,Multiple,19630.99,1983,0.002552
8542,CHOH,National Historical Park,Multiple,19630.99,1984,0.0014980000000000002
8543,CHOH,National Historical Park,Multiple,19630.99,1985,0.001794
8544,CHOH,National Historical Park,Multiple,19630.99,1986,0.001442
8545,CHOH,National Historical Park,Multiple,19630.99,1987,0.00193
8546,CHOH,National Historical Park,Multiple,19630.99,1988,0.00165
8547,CHOH,National Historical Park,Multiple,19630.99,1989,0.0017420000000000003
8548,CHOH,National Historical Park,Multiple,19630.99,1990,0.00193
8549,CHOH,National Historical Park,Multiple,19630.99,1991,0.001476
8550,CHOH,National Historical Park,Multiple,19630.99,1992,0.0017399999999999998
8551,CHOH,National Historical Park,Multiple,19630.99,1993,0.002152
8552,CHOH,National Historical Park,Multiple,19630.99,1994,0.00099
8553,CHOH,National Historical Park,Multiple,19630.99,1995,0.001562
8554,CHOH,National Historical Park,Multiple,19630.99,1996,0.0030519999999999996
8555,CHOH,National Historical Park,Multiple,19630.99,1997,0.001452
8556,CHOH,National Historical Park,Multiple,19630.99,1998,0.003862
8557,CHOH,National Historical Park,Multiple,19630.99,1999,0.002228
8558,CHOH,National Historical Park,Multiple,19630.99,2000,0.0011560000000000001
8559,CHOH,National Historical Park,Multiple,19630.99,2001,0.0015060000000000002
8560,CHOH,National Historical Park,Multiple,19630.99,2002,0.00149
8561,CHOH,National Historical Park,Multiple,19630.99,2003,0.00224
8562,CHOH,National Historical Park,Multiple,19630.99,2004,0.0013980000000000002
8563,CHOH,National Historical Park,Multiple,19630.99,2005,0.001476
8564,CHOH,National Historical Park,Multiple,19630.99,2006,0.002732
8565,CHOH,National Historical Park,Multiple,19630.99,2007,0.002516
8566,CHOH,National Historical Park,Multiple,19630.99,2008,0.001546
8567,CHOH,National Historical Park,Multiple,19630.99,2009,0.001376
8568,CHOH,National Historical Park,Multiple,19630.99,2010,0.002108
8569,CHOH,National Historical Park,Multiple,19630.99,2011,0.002294
8570,CHOH,National Historical Park,Multiple,19630.99,2012,0.004725999999999999
8571,CHOH,National Historical Park,Multiple,19630.99,2013,0.0017360000000000001
8572,CHOH,National Historical Park,Multiple,19630.99,2014,0.0025739999999999995
8573,CHOH,National Historical Park,Multiple,19630.99,2015,0.00395
8574,CHOH,National Historical Park,Multiple,19630.99,2016,0.004006
8575,CHOH,National Historical Park,Multiple,19630.99,2017,0.003408
8576,CHOH,National Historical Park,Multiple,19630.99,2018,0.002828
8577,CHOH,National Historical Park,Multiple,19630.99,2019,0.002884
8578,CHOH,National Historical Park,Multiple,19630.99,2020,0.0032299999999999994
8579,CHOH,National Historical Park,Multiple,19630.99,2021,0.003814
8580,CHOH,National Historical Park,Multiple,19630.99,2022,0.0017579999999999998
8581,CHOH,National Historical Park,Multiple,19630.99,2023,0.00308
8582,CHOH,National Historical Park,Multiple,19630.99,2024,0.0045899999999999995
8583,CHOH,National Historical Park,Multiple,19630.99,2025,0.003166
8584,CHCH,National Military Park,Multiple,9523.48,1910,0.002292
8585,CHCH,National Military Park,Multiple,9523.48,1911,0.002416
8586,CHCH,National Military Park,Multiple,9523.48,1912,0.003592
8587,CHCH,National Military Park,Multiple,9523.48,1913,0.0019260000000000002
8588,CHCH,National Military Park,Multiple,9523.48,1914,0.00199
8589,CHCH,National Military Park,Multiple,9523.48,1915,0.0021379999999999997
8590,CHCH,National Military Park,Multiple,9523.48,1916,0.002898
8591,CHCH,National Military Park,Multiple,9523.48,1917,0.003394
8592,CHCH,National Military Park,Multiple,9523.48,1918,0.001168
8593,CHCH,National Military Park,Multiple,9523.48,1919,0.002014
8594,CHCH,National Military Park,Multiple,9523.48,1920,0.0019219999999999999
8595,CHCH,National Military Park,Multiple,9523.48,1921,0.002434
8596,CHCH,National Military Park,Multiple,9523.48,1922,0.001808
8597,CHCH,National Military Park,Multiple,9523.48,1923,0.002022
8598,CHCH,National Military Park,Multiple,9523.48,1924,0.00314
8599,CHCH,National Military Park,Multiple,9523.48,1925,0.001188
8600,CHCH,National Military Park,Multiple,9523.48,1926,0.001726
8601,CHCH,National Military Park,Multiple,9523.48,1927,0.001924
