,cei_pct_area,RONI,Gross Area Acres,Desig_NatlPark,Region_Multiple,Region_Northeast,Region_Northern Rockies and Plains,Region_Northwest,Region_Ohio Valley,Region_South,Region_Southeast,Region_Southwest,Region_Upper Midwest,Region_West
1592,0.2168,0.3,43.82,0,False,True,False,False,False,False,False,False,False,False
7411,0.5197999999999999,0.1,522426.88,1,False,False,False,False,False,False,True,False,False,False
17207,0.3148,-0.8,18.07,0,False,False,False,False,False,False,True,False,False,False
16045,0.021,0.5,21.25,0,False,True,False,False,False,False,False,False,False,False
14717,0.1628,2.3,9.02,0,False,True,False,False,False,False,False,False,False,False
5374,0.2812,2.5,5623.1,0,False,False,False,False,False,False,True,False,False,False
534,0.5506,1.2,3287.63,0,False,False,False,False,False,False,True,False,False,False
1262,0.46020000000000005,-0.8,113121.96,0,False,False,False,False,False,True,False,False,False,False
10810,0.1226,-0.9,1.29,0,False,False,False,False,False,False,True,False,False,False
8422,0.07339999999999999,-0.2,571790.3,1,False,False,False,False,False,False,False,False,True,False
12433,0.3104,-0.5,117574.59,1,False,False,False,True,False,False,False,False,False,False
14643,0.33880000000000005,1.5,6.13,0,False,True,False,False,False,False,False,False,False,False
2378,0.5770000000000001,-0.8,472.5,0,False,False,False,False,False,False,False,True,False,False
14762,0.0834,0.6,1071.42,0,False,False,False,False,False,False,False,True,False,False
16650,0.1158,-1.7,3468.54,0,False,True,False,False,False,False,False,False,False,False
11782,0.195,-1.7,7636.49,0,False,False,False,False,False,False,False,True,False,False
14705,0.10619999999999999,0.6,9.02,0,False,True,False,False,False,False,False,False,False,False
15603,0.053,1.6,58.38,0,False,True,False,False,False,False,False,False,False,False
2147,0.4192,-0.7,28243.36,0,False,False,False,False,False,False,True,False,False,False
10417,0.0017579999999999998,-1.2,3409.28,0,True,False,False,False,False,False,False,False,False,False
3230,0.0492,0.6,26692.6,1,False,False,False,False,False,False,True,False,False,False
10647,0.2242,-1.2,28.22,0,False,False,False,False,False,True,False,False,False,False
13355,0.40659999999999996,0.1,40.0,0,False,False,False,False,False,False,False,True,False,False
15629,0.1646,-0.6,58.38,0,False,True,False,False,False,False,False,False,False,False
17371,0.1974,-1.1,3.64,0,False,False,False,False,True,False,False,False,False,False
7020,0.14279999999999998,-0.5,23777.22,1,False,False,True,False,False,False,False,False,False,False
3652,0.192,-0.6,32607.2,1,False,False,False,False,True,False,False,False,False,False
14859,0.0,0.6,49.86,0,False,False,False,False,False,False,False,False,False,True
7267,0.6265999999999999,-0.5,77180.0,1,False,False,False,False,False,False,False,False,False,True
1133,0.36060000000000003,-0.8,574453.32,0,False,False,False,False,False,False,True,False,False,False
15302,0.17579999999999998,1.5,461901.37,1,False,False,False,False,False,False,False,False,False,True
13473,0.045599999999999995,-1.7,71026.38,0,False,False,False,False,False,False,False,False,False,True
16922,0.0834,0.6,3200.61,0,False,False,False,False,False,False,False,True,False,False
16521,0.1244,-0.6,811.89,0,False,False,False,False,False,False,False,True,False,False
4692,0.2332,0.6,0.3,0,False,False,False,False,False,False,True,False,False,False
6504,0.002516,0.6,6719.21,0,True,False,False,False,False,False,False,False,False,False
4366,0.547,-1.2,180.5,0,False,True,False,False,False,False,False,False,False,False
7016,0.12480000000000001,2.5,23777.22,1,False,False,True,False,False,False,False,False,False,False
2182,0.0706,-0.9,241904.5,1,False,False,False,False,False,False,False,True,False,False
9700,0.36060000000000003,-0.8,1.56,0,False,False,False,False,False,False,True,False,False,False
3664,0.1974,-1.1,32607.2,1,False,False,False,False,True,False,False,False,False,False
16124,0.15380000000000002,0.3,328.25,0,False,False,False,False,False,False,True,False,False,False
12886,0.1286,0.7,4440.82,0,False,False,False,False,False,True,False,False,False,False
3773,0.3486,-0.6,3408374.95,1,False,False,False,False,False,False,False,False,False,True
4744,0.1804,-0.2,1000.0,0,False,False,False,False,False,False,False,True,False,False
8577,0.12619999999999998,1.3,78.35,0,False,False,False,False,False,False,True,False,False,False
12033,0.201,-1.5,1021.94,0,False,False,False,False,False,False,True,False,False,False
16648,0.4708,2.2,3468.54,0,False,True,False,False,False,False,False,False,False,False
13619,0.327,0.5,16062.92,0,False,False,False,False,False,False,True,False,False,False
6006,0.2332,0.6,8585.11,0,False,False,False,False,False,False,True,False,False,False
14702,0.6038,-0.8,190.75,0,False,True,False,False,False,False,False,False,False,False
17080,0.33880000000000005,1.5,74.2,0,False,True,False,False,False,False,False,False,False,False
7693,0.155,-0.1,1.75,0,False,True,False,False,False,False,False,False,False,False
9243,0.0492,0.6,2935.1,0,False,False,False,False,False,False,True,False,False,False
9484,0.4142,0.6,3945.29,0,False,False,False,False,False,False,True,False,False,False
17119,0.2738,0.9,42503.25,0,False,False,False,False,False,False,False,False,False,True
4031,0.1882,-0.9,210281.92,0,False,False,False,False,False,False,False,True,False,False
14028,0.4708,2.2,4.56,0,False,True,False,False,False,False,False,False,False,False
9788,0.32520000000000004,1.3,117574.59,1,False,False,False,True,False,False,False,False,False,False
15011,0.0814,0.5,153121.09,0,False,False,False,False,False,False,False,False,False,True
7612,0.1568,0.6,4351.15,0,False,False,False,True,False,False,False,False,False,False
11256,0.1804,-0.6,48456.55,0,False,False,True,False,False,False,False,False,False,False
15820,0.31079999999999997,-0.9,0.02,0,False,True,False,False,False,False,False,False,False,False
5359,0.6265999999999999,-0.5,29.0,0,False,False,False,False,False,False,False,False,False,True
16909,0.4988,1.2,107.23,0,False,False,False,False,False,True,False,False,False,False
16802,0.43560000000000004,0.6,2.18,0,False,False,False,False,False,False,True,False,False,False
15844,0.4376,0.1,0.02,0,False,True,False,False,False,False,False,False,False,False
7125,0.2696,1.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
11101,0.5197999999999999,0.1,0.07,0,False,False,False,False,False,False,True,False,False,False
12315,0.1902,-0.6,504780.94,1,False,False,False,True,False,False,False,False,False,False
15562,0.09519999999999999,2.3,3.23,0,False,False,False,False,True,False,False,False,False,False
1406,0.2812,2.5,102397.89,0,False,False,False,False,False,False,True,False,False,False
7925,0.1396,0.6,186.8,0,False,False,False,False,False,False,False,False,True,False
13009,0.5376,-1.2,6885.87,0,False,False,False,False,False,False,False,True,False,False
10153,0.00165,0.7,1495855.53,0,True,False,False,False,False,False,False,False,False,False
9674,0.0676,-0.2,1.56,0,False,False,False,False,False,False,True,False,False,False
4769,0.132,-1.2,1000.0,0,False,False,False,False,False,False,False,True,False,False
15845,0.2064,-1.2,0.02,0,False,True,False,False,False,False,False,False,False,False
5128,0.1804,-0.6,873.11,0,False,False,True,False,False,False,False,False,False,False
5471,0.1286,0.7,20.08,0,False,False,False,False,False,True,False,False,False,False
4369,0.5454,1.2,180.5,0,False,True,False,False,False,False,False,False,False,False
5981,0.47479999999999994,-0.8,7.21,0,False,True,False,False,False,False,False,False,False,False
4071,0.3998,0.2,64701.22,1,False,False,False,False,False,False,True,False,False,False
8116,0.1074,-0.5,848.06,0,False,True,False,False,False,False,False,False,False,False
14507,0.5770000000000001,-0.8,92799.73,1,False,False,False,False,False,False,False,True,False,False
2743,0.3456,-0.6,28.45,0,False,False,False,False,False,False,True,False,False,False
5242,0.19,-1.7,43.26,0,False,False,False,False,False,False,True,False,False,False
10398,0.00224,0.9,3409.28,0,True,False,False,False,False,False,False,False,False,False
5550,0.003814,-1.2,75.0,0,True,False,False,False,False,False,False,False,False,False
15939,0.5454,1.2,1.18,0,False,True,False,False,False,False,False,False,False,False
5987,0.3496,-1.1,7.21,0,False,True,False,False,False,False,False,False,False,False
13417,0.3998,0.2,4620.06,0,False,False,False,False,False,False,True,False,False,False
13270,0.1656,0.0,26685.73,1,False,False,False,False,False,False,False,False,False,True
993,0.3322,2.2,798.54,0,False,False,False,False,False,False,False,True,False,False
10909,0.41659999999999997,2.2,5086.87,0,False,False,False,False,False,False,True,False,False,False
2895,0.002828,-1.1,9523.48,0,True,False,False,False,False,False,False,False,False,False
16473,0.201,-1.5,57.92,0,False,False,False,False,False,False,True,False,False,False
14835,0.0848,0.9,990.28,0,False,False,False,False,False,True,False,False,False,False
11559,0.4428,1.2,1278.45,0,False,False,True,False,False,False,False,False,False,False
15017,0.0006,-1.5,153121.09,0,False,False,False,False,False,False,False,False,False,True
6489,0.0017399999999999998,2.3,6719.21,0,True,False,False,False,False,False,False,False,False,False
15453,0.003814,-1.2,9319.16,0,True,False,False,False,False,False,False,False,False,False
4835,0.12619999999999998,1.3,138.39,0,False,False,False,False,False,False,True,False,False,False
16352,0.19940000000000002,2.2,1120.0,0,False,False,False,False,False,False,False,True,False,False
2316,0.265,-0.1,46766.45,1,False,False,False,False,False,False,False,True,False,False
13098,0.0336,0.6,9598.67,0,False,False,False,False,False,False,True,False,False,False
10734,0.3968,0.6,138.72,0,False,True,False,False,False,False,False,False,False,False
2638,0.052199999999999996,-0.5,54.54,0,False,False,False,False,False,True,False,False,False,False
1122,0.46740000000000004,-1.1,146110.69,0,False,False,False,False,False,False,True,False,False,False
6943,0.5770000000000001,-0.8,1201647.03,1,False,False,False,False,False,False,False,True,False,False
5168,0.2266,0.6,718.39,0,False,False,False,False,False,True,False,False,False,False
754,0.1352,-0.5,17.12,0,False,False,False,False,False,False,True,False,False,False
11530,0.193,1.3,1278.45,0,False,False,True,False,False,False,False,False,False,False
8808,0.493,-0.9,14062.19,0,False,False,False,True,False,False,False,False,False,False
11890,0.115,1.5,5.13,0,False,False,False,False,False,True,False,False,False,False
1815,0.061399999999999996,-1.2,464.97,0,False,False,False,False,True,False,False,False,False,False
12333,0.31420000000000003,0.9,504780.94,1,False,False,False,True,False,False,False,False,False,False
12551,0.19079999999999997,-0.9,5489.85,0,False,False,False,False,True,False,False,False,False,False
4142,0.6314,-1.4,0.52,0,False,True,False,False,False,False,False,False,False,False
1909,0.1244,-0.6,83840.0,0,False,False,False,False,False,False,False,True,False,False
15993,0.34979999999999994,1.6,70446.89,1,False,False,True,False,False,False,False,False,False,False
2183,0.2086,0.6,241904.5,1,False,False,False,False,False,False,False,True,False,False
1861,0.1716,-1.2,57661.69,0,False,False,False,False,False,False,True,False,False,False
940,0.45439999999999997,-0.7,33676.67,0,False,False,False,False,False,False,False,True,False,False
16390,0.2488,-0.5,360.32,0,False,False,False,False,False,False,False,True,False,False
12235,0.3826,2.3,117574.59,1,False,False,False,True,False,False,False,False,False,False
3134,0.12619999999999998,1.3,8675.04,0,False,False,False,False,False,False,True,False,False,False
5144,0.32020000000000004,2.5,718.39,0,False,False,False,False,False,True,False,False,False,False
10769,0.17739999999999997,-1.6,1571.75,0,False,False,False,False,False,True,False,False,False,False
4676,0.5376,-1.2,6278.09,0,False,False,False,False,False,False,False,True,False,False
15325,0.6437999999999999,0.5,404062.63,1,False,False,False,False,False,False,False,False,False,True
2194,0.4104,-1.1,241904.5,1,False,False,False,False,False,False,False,True,False,False
5166,0.111,0.6,718.39,0,False,False,False,False,False,True,False,False,False,False
5995,0.0336,0.6,8585.11,0,False,False,False,False,False,False,True,False,False,False
17484,0.1998,-1.7,130.28,0,False,False,False,False,False,False,True,False,False,False
16257,0.20559999999999998,-0.9,46263.07,0,False,False,False,False,False,False,True,False,False,False
3712,0.4384,2.2,30.0,0,False,False,False,False,False,False,True,False,False,False
54,0.0602,0.7,49076.65,1,False,True,False,False,False,False,False,False,False,False
11847,0.11,0.6,360.0,0,False,False,False,False,False,False,False,True,False,False
17291,0.0684,0.6,138.53,0,False,False,False,True,False,False,False,False,False,False
17813,0.1998,2.3,761747.5,1,False,False,False,False,False,False,False,False,False,True
9427,0.252,-1.1,461901.37,1,False,False,False,False,False,False,False,False,False,True
3949,0.1636,-0.9,800.19,0,False,False,False,False,False,False,False,False,False,True
9481,0.1168,0.3,3945.29,0,False,False,False,False,False,False,True,False,False,False
3829,0.5454,1.2,68708.88,0,False,True,False,False,False,False,False,False,False,False
10576,0.11939999999999999,-0.2,765.34,0,False,False,True,False,False,False,False,False,False,False
8850,0.1628,2.3,0.09,0,False,True,False,False,False,False,False,False,False,False
4491,0.43560000000000004,0.6,1400539.3,1,False,False,False,False,False,False,True,False,False,False
12633,0.493,-0.9,923045.8,1,False,False,False,True,False,False,False,False,False,False
9628,0.1646,-1.1,1751.0,0,False,False,True,False,False,False,False,False,False,False
13930,0.2158,2.3,1754.7,0,False,False,False,False,False,False,True,False,False,False
14211,0.21960000000000002,-0.9,117574.59,1,False,False,False,True,False,False,False,False,False,False
2762,0.061399999999999996,-1.2,59.66,0,False,False,False,False,True,False,False,False,False,False
2485,0.3034,0.0,5890.92,0,False,False,False,False,False,False,True,False,False,False
15292,0.2982,0.6,461901.37,1,False,False,False,False,False,False,False,False,False,True
5270,0.4192,-0.7,43.26,0,False,False,False,False,False,False,True,False,False,False
599,0.0676,-0.2,1774.6,0,False,False,False,False,False,False,True,False,False,False
6517,0.0032299999999999994,0.1,6719.21,0,True,False,False,False,False,False,False,False,False,False
2890,0.0017360000000000001,-0.6,9523.48,0,True,False,False,False,False,False,False,False,False,False
2645,0.2052,0.6,54.54,0,False,False,False,False,False,True,False,False,False,False
12495,0.45380000000000004,-1.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
16323,0.36060000000000003,-0.8,46263.07,0,False,False,False,False,False,False,True,False,False,False
14125,0.2582,-0.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
11644,0.0014980000000000002,-0.5,52380.46,0,True,False,False,False,False,False,False,False,False,False
2045,0.201,-1.5,30350.65,0,False,False,False,False,False,False,True,False,False,False
10368,0.15539999999999998,0.6,46692.42,0,False,False,False,False,False,False,False,False,False,True
5955,0.0622,-0.3,7.21,0,False,True,False,False,False,False,False,False,False,False
7434,0.0676,-0.2,1175.98,0,False,False,False,False,False,False,True,False,False,False
5073,0.1168,0.3,305.34,0,False,False,False,False,False,False,True,False,False,False
4237,0.18,0.5,690.46,0,False,True,False,False,False,False,False,False,False,False
16436,0.0894,-1.6,89.68,0,False,False,False,False,False,False,True,False,False,False
10821,0.5197999999999999,0.1,1.29,0,False,False,False,False,False,False,True,False,False,False
16050,0.4708,2.2,21.25,0,False,True,False,False,False,False,False,False,False,False
17355,0.2588,-0.9,3.64,0,False,False,False,False,True,False,False,False,False,False
10011,0.22899999999999998,0.1,61939.15,1,False,False,False,True,False,False,False,False,False,False
1217,0.061399999999999996,-1.2,123702.05,0,False,False,False,False,True,False,False,False,False,False
2558,0.099,-1.6,6154.6,0,False,False,False,False,False,False,False,True,False,False
17232,0.1476,-1.1,18.07,0,False,False,False,False,False,False,True,False,False,False
8674,0.3454,-0.9,310044.36,1,False,False,True,False,False,False,False,False,False,False
16914,0.3452,2.5,3200.61,0,False,False,False,False,False,False,False,True,False,False
7144,0.41600000000000004,0.5,23777.22,1,False,False,True,False,False,False,False,False,False,False
13491,0.252,-1.1,71026.38,0,False,False,False,False,False,False,False,False,False,True
10739,0.5454,1.2,138.72,0,False,True,False,False,False,False,False,False,False,False
9974,0.27940000000000004,2.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
2382,0.3322,2.2,472.5,0,False,False,False,False,False,False,False,True,False,False
5621,0.1998,-1.7,232.52,0,False,False,False,False,False,False,True,False,False,False
4774,0.0336,0.6,46263.07,0,False,False,False,False,False,False,True,False,False,False
7167,0.3624,-1.2,310044.36,1,False,False,True,False,False,False,False,False,False,False
2322,0.099,-1.6,46766.45,1,False,False,False,False,False,False,False,True,False,False
747,0.4142,0.6,17.12,0,False,False,False,False,False,False,True,False,False,False
3928,0.044199999999999996,-0.8,800.19,0,False,False,False,False,False,False,False,False,False,True
12194,0.1042,0.7,61939.15,1,False,False,False,True,False,False,False,False,False,False
8462,0.2588,-0.9,7.82,0,False,False,False,False,True,False,False,False,False,False
11452,0.1592,-0.9,1710.72,0,False,True,False,False,False,False,False,False,False,False
7571,0.0030519999999999996,-0.9,138306.64,0,True,False,False,False,False,False,False,False,False,False
15004,0.139,-0.3,153121.09,0,False,False,False,False,False,False,False,False,False,True
13731,0.198,1.6,160.0,0,False,False,False,False,False,False,False,True,False,False
721,0.3034,0.0,17.12,0,False,False,False,False,False,False,True,False,False,False
5176,0.3448,0.5,718.39,0,False,False,False,False,False,True,False,False,False,False
14201,0.07780000000000001,0.6,504780.94,1,False,False,False,True,False,False,False,False,False,False
12998,0.0724,1.5,6885.87,0,False,False,False,False,False,False,False,True,False,False
7091,0.128,-0.1,310044.36,1,False,False,True,False,False,False,False,False,False,False
8864,0.637,-0.9,0.09,0,False,True,False,False,False,False,False,False,False,False
15219,0.0154,-1.7,404062.63,1,False,False,False,False,False,False,False,False,False,True
7772,0.0017420000000000003,-1.7,3666.21,0,True,False,False,False,False,False,False,False,False,False
11795,0.1202,-0.6,7636.49,0,False,False,False,False,False,False,False,True,False,False
14203,0.21960000000000002,-0.9,61939.15,1,False,False,False,True,False,False,False,False,False,False
5820,0.327,0.5,345.05,0,False,False,False,False,False,False,True,False,False,False
843,0.5770000000000001,-0.8,318.4,0,False,False,False,False,False,False,False,True,False,False
12728,0.1524,-1.5,330688.86,0,False,False,False,False,False,False,False,True,False,False
3229,0.1168,0.3,26692.6,1,False,False,False,False,False,False,True,False,False,False
1856,0.4192,-0.7,57661.69,0,False,False,False,False,False,False,True,False,False,False
413,0.069,0.6,16.68,0,False,False,False,False,True,False,False,False,False,False
562,0.4224,-0.9,69377.43,0,False,False,False,False,False,False,False,False,True,False
14148,0.1164,-1.5,117574.59,1,False,False,False,True,False,False,False,False,False,False
4006,0.1528,-0.7,1347.21,0,False,False,True,False,False,False,False,False,False,False
5340,0.3274,1.3,29.0,0,False,False,False,False,False,False,False,False,False,True
9322,0.1998,2.3,404062.63,1,False,False,False,False,False,False,False,False,False,True
7996,0.1324,-0.3,210.45,0,False,False,True,False,False,False,False,False,False,False
11365,0.35200000000000004,-0.5,1015.52,0,False,False,False,False,False,False,False,True,False,False
2222,0.195,-1.7,792.84,0,False,False,False,False,False,False,False,True,False,False
1580,0.1628,2.3,43.82,0,False,True,False,False,False,False,False,False,False,False
7443,0.20559999999999998,-0.9,1175.98,0,False,False,False,False,False,False,True,False,False,False
12759,0.1328,-0.5,80784.3,0,False,False,False,False,False,False,True,False,False,False
8143,0.12619999999999998,1.3,2040.0,0,False,False,False,False,False,False,True,False,False,False
11991,0.0045899999999999995,1.2,4564.93,0,True,False,False,False,False,False,False,False,False,False
8682,0.3398,2.2,310044.36,1,False,False,True,False,False,False,False,False,False,False
16714,0.3496,-1.1,211.65,0,False,True,False,False,False,False,False,False,False,False
9518,0.4412,2.2,12996.49,0,False,False,False,True,False,False,False,False,False,False
11551,0.445,2.2,1278.45,0,False,False,True,False,False,False,False,False,False,False
4474,0.2632,-1.4,108399.27,1,False,False,False,False,False,False,True,False,False,False
12817,0.14300000000000002,-0.9,130434.27,0,False,False,False,False,False,True,False,False,False,False
15961,0.1998,-1.7,88.5,0,False,False,False,False,False,False,True,False,False,False
16781,0.4384,2.2,2.18,0,False,False,False,False,False,False,True,False,False,False
17468,0.1328,-0.5,130.28,0,False,False,False,False,False,False,True,False,False,False
4340,0.064,1.3,180.5,0,False,True,False,False,False,False,False,False,False,False
8426,0.1882,-0.6,571790.3,1,False,False,False,False,False,False,False,False,True,False
1248,0.1728,-0.9,113121.96,0,False,False,False,False,False,True,False,False,False,False
2512,0.0894,-1.6,5890.92,0,False,False,False,False,False,False,True,False,False,False
1603,0.18,0.5,43.82,0,False,True,False,False,False,False,False,False,False,False
2950,0.1376,0.0,12024.73,0,False,False,False,False,False,False,False,True,False,False
16794,0.2632,-1.4,2.18,0,False,False,False,False,False,False,True,False,False,False
16243,0.2336,0.9,46263.07,0,False,False,False,False,False,False,True,False,False,False
16012,0.36939999999999995,-0.9,70446.89,1,False,False,True,False,False,False,False,False,False,False
10851,0.20440000000000003,0.3,72041.73,1,False,False,False,False,True,False,False,False,False,False
8072,0.385,2.2,1775.78,0,False,False,False,False,True,False,False,False,False,False
15764,0.1866,-1.4,3137.71,0,False,False,False,False,False,False,False,True,False,False
3767,0.2982,0.6,3408374.95,1,False,False,False,False,False,False,False,False,False,True
4186,0.1884,-0.9,2526.39,0,False,False,False,False,False,False,False,False,True,False
10188,0.00308,-0.8,1495855.53,0,True,False,False,False,False,False,False,False,False,False
10794,0.0286,0.5,1.29,0,False,False,False,False,False,False,True,False,False,False
17373,0.11199999999999999,0.0,2446.75,0,False,False,False,False,True,False,False,False,False,False
13909,0.345,-0.7,42.18,0,False,False,False,False,False,False,False,False,True,False
15625,0.1592,-0.9,58.38,0,False,True,False,False,False,False,False,False,False,False
8521,0.2242,-1.2,25875.4,0,False,False,False,False,False,True,False,False,False,False
13207,0.0724,1.5,7204.43,0,False,False,False,False,False,False,False,True,False,False
4675,0.40659999999999996,0.1,6278.09,0,False,False,False,False,False,False,False,True,False,False
16721,0.1524,-1.1,211.65,0,False,True,False,False,False,False,False,False,False,False
10703,0.0602,0.7,138.72,0,False,True,False,False,False,False,False,False,False,False
541,0.18960000000000002,-0.8,69377.43,0,False,False,False,False,False,False,False,False,True,False
17105,0.0154,-1.7,42503.25,0,False,False,False,False,False,False,False,False,False,True
11397,0.1998,-1.7,87.75,0,False,False,False,False,False,False,True,False,False,False
10609,0.0894,-1.6,15293.88,0,False,False,False,False,False,False,True,False,False,False
10627,0.081,-0.1,28.22,0,False,False,False,False,False,True,False,False,False,False
1191,0.34119999999999995,-0.9,123702.05,0,False,False,False,False,True,False,False,False,False,False
4660,0.1444,0.6,6278.09,0,False,False,False,False,False,False,False,True,False,False
8865,0.10679999999999999,0.6,0.09,0,False,True,False,False,False,False,False,False,False,False
7373,0.0946,0.1,522426.88,1,False,False,False,False,False,False,True,False,False,False
13433,0.20559999999999998,-0.9,4620.06,0,False,False,False,False,False,False,True,False,False,False
14637,0.2168,0.3,6.13,0,False,True,False,False,False,False,False,False,False,False
6812,0.0814,0.5,82347.82,0,False,False,False,False,False,False,False,False,False,True
14692,0.1646,-0.6,190.75,0,False,True,False,False,False,False,False,False,False,False
17326,0.1162,0.6,3.64,0,False,False,False,False,True,False,False,False,False,False
4093,0.3148,-0.8,64701.22,1,False,False,False,False,False,False,True,False,False,False
10306,0.2738,0.9,106589.02,1,False,False,False,False,False,False,False,False,False,True
4552,0.06480000000000001,0.1,19580.65,0,False,True,False,False,False,False,False,False,False,False
5704,0.1018,0.6,440.14,0,False,False,True,False,False,False,False,False,False,False
11926,0.069,0.6,72390.91,1,False,False,False,False,True,False,False,False,False,False
2793,0.0894,-1.6,12416.5,0,False,False,False,False,False,False,True,False,False,False
3535,0.2186,0.7,36346.83,0,False,False,False,False,False,False,True,False,False,False
17025,0.0894,-1.6,106.01,0,False,False,False,False,False,False,True,False,False,False
9778,0.14,0.3,504780.94,1,False,False,False,True,False,False,False,False,False,False
11902,0.2242,-1.2,5.13,0,False,False,False,False,False,True,False,False,False,False
4834,0.12619999999999998,1.3,46263.07,0,False,False,False,False,False,False,True,False,False,False
7093,0.128,-0.1,310044.36,1,False,False,True,False,False,False,False,False,False,False
213,0.0902,0.2,1370.97,0,False,False,False,False,False,True,False,False,False,False
13193,0.1882,-0.9,7204.43,0,False,False,False,False,False,False,False,True,False,False
5608,0.0236,1.6,232.52,0,False,False,False,False,False,False,True,False,False,False
17493,0.1226,-0.9,130.28,0,False,False,False,False,False,False,True,False,False,False
4847,0.4384,2.2,138.39,0,False,False,False,False,False,False,True,False,False,False
4239,0.299,-0.7,690.46,0,False,True,False,False,False,False,False,False,False,False
11297,0.2158,2.3,1646.87,0,False,False,False,False,False,False,True,False,False,False
17535,0.1592,-0.9,7.44,0,False,True,False,False,False,False,False,False,False,False
5682,0.3858,0.5,720.6,0,False,False,False,False,False,False,False,True,False,False
15980,0.5197999999999999,0.1,88.5,0,False,False,False,False,False,False,True,False,False,False
4968,0.2052,0.6,523.0,0,False,False,False,False,False,True,False,False,False,False
16795,0.3148,-0.8,2.18,0,False,False,False,False,False,False,True,False,False,False
12564,0.41600000000000004,0.6,5489.85,0,False,False,False,False,True,False,False,False,False,False
9706,0.2186,0.7,17.0,0,False,False,False,False,False,False,True,False,False,False
14633,0.1158,-1.7,6.13,0,False,True,False,False,False,False,False,False,False,False
545,0.20679999999999998,-1.7,69377.43,0,False,False,False,False,False,False,False,False,True,False
6190,0.059000000000000004,-0.6,192.83,1,False,False,False,False,True,False,False,False,False,False
3080,0.1782,-0.3,8.59,0,False,False,False,False,False,False,True,False,False,False
11482,0.1592,0.5,236381.64,1,False,False,False,True,False,False,False,False,False,False
9786,0.32520000000000004,1.3,61939.15,1,False,False,False,True,False,False,False,False,False,False
12599,0.0894,-1.6,3444.32,0,False,False,False,False,False,False,True,False,False,False
6175,0.12480000000000001,-0.3,192.83,1,False,False,False,False,True,False,False,False,False,False
16998,0.3034,0.0,106.01,0,False,False,False,False,False,False,True,False,False,False
12190,0.2726,1.6,117574.59,1,False,False,False,True,False,False,False,False,False,False
13392,0.08439999999999999,-1.4,297.08,0,False,False,False,False,False,False,False,False,True,False
5344,0.0006,-1.5,29.0,0,False,False,False,False,False,False,False,False,False,True
1919,0.1866,-1.4,83840.0,0,False,False,False,False,False,False,False,True,False,False
6,0.12480000000000001,-0.3,344.5,0,False,False,False,False,True,False,False,False,False,False
3540,0.0286,0.5,36346.83,0,False,False,False,False,False,False,True,False,False,False
16054,0.155,-0.1,21.25,0,False,True,False,False,False,False,False,False,False,False
11086,0.0492,0.6,0.07,0,False,False,False,False,False,False,True,False,False,False
7763,0.001044,0.6,3666.21,0,True,False,False,False,False,False,False,False,False,False
10818,0.4192,-0.7,1.29,0,False,False,False,False,False,False,True,False,False,False
4528,0.2168,0.3,0.45,0,False,True,False,False,False,False,False,False,False,False
6253,0.3496,-1.1,26610.45,0,False,True,False,False,False,False,False,False,False,False
10018,0.45380000000000004,-1.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
14189,0.1362,0.3,504780.94,1,False,False,False,True,False,False,False,False,False,False
5254,0.133,-0.6,43.26,0,False,False,False,False,False,False,True,False,False,False
13770,0.5506,1.2,16.08,0,False,False,False,False,False,False,True,False,False,False
13861,0.36060000000000003,-0.8,8144.28,0,False,False,False,False,False,False,True,False,False,False
2351,0.207,-0.8,472.5,0,False,False,False,False,False,False,False,True,False,False
5271,0.46740000000000004,-1.1,43.26,0,False,False,False,False,False,False,True,False,False,False
3257,0.2116,-0.3,4830.22,0,False,False,False,False,False,False,False,True,False,False
2769,0.1328,-0.5,12416.5,0,False,False,False,False,False,False,True,False,False,False
11952,0.001794,-0.8,4564.93,0,True,False,False,False,False,False,False,False,False,False
6995,0.2648,-1.1,709.97,0,False,False,False,False,False,False,False,False,True,False
14074,0.0684,0.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
15136,0.09300000000000001,0.6,3004.73,0,False,False,True,False,False,False,False,False,False,False
12824,0.0848,0.9,130434.27,0,False,False,False,False,False,True,False,False,False,False
12163,0.46740000000000004,-0.5,117574.59,1,False,False,False,True,False,False,False,False,False,False
4451,0.201,-1.5,1400539.3,1,False,False,False,False,False,False,True,False,False,False
5938,0.3456,-0.6,8.57,0,False,False,False,False,False,False,True,False,False,False
16484,0.16519999999999999,1.5,57.92,0,False,False,False,False,False,False,True,False,False,False
11501,0.256,-0.8,236381.64,1,False,False,False,True,False,False,False,False,False,False
12866,0.46020000000000005,-0.8,3426.87,0,False,False,False,False,False,True,False,False,False,False
8237,0.1804,-0.2,784.93,0,False,False,False,False,False,False,False,True,False,False
13545,0.20559999999999998,-0.9,18.07,0,False,False,False,False,False,False,True,False,False,False
5653,0.2116,-0.3,720.6,0,False,False,False,False,False,False,False,True,False,False
8032,0.16899999999999998,-1.2,210.45,0,False,False,True,False,False,False,False,False,False,False
4605,0.385,2.2,0.46,0,False,False,False,False,True,False,False,False,False,False
17185,0.133,-0.6,18.07,0,False,False,False,False,False,False,True,False,False,False
