,cei_pct_area,RONI,Gross Area Acres,Desig_NatlPark,Region_Multiple,Region_Northeast,Region_Northern Rockies and Plains,Region_Northwest,Region_Ohio Valley,Region_South,Region_Southeast,Region_Southwest,Region_Upper Midwest,Region_West
7689,0.4708,2.2,1.75,0,False,True,False,False,False,False,False,False,False,False
17067,0.059000000000000004,-0.2,74.2,0,False,True,False,False,False,False,False,False,False,False
12281,0.4412,2.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
11373,0.132,-1.2,1015.52,0,False,False,False,False,False,False,False,True,False,False
17745,0.3322,2.2,35401.83,0,False,False,False,False,False,False,False,True,False,False
7608,0.31420000000000003,0.9,4351.15,0,False,False,False,True,False,False,False,False,False,False
12176,0.0274,-0.3,61939.15,1,False,False,False,True,False,False,False,False,False,False
3488,0.00193,1.6,24546.83,0,True,False,False,False,False,False,False,False,False,False
1199,0.20440000000000003,0.3,123702.05,0,False,False,False,False,True,False,False,False,False,False
14206,0.21960000000000002,-0.9,61939.15,1,False,False,False,True,False,False,False,False,False,False
11079,0.4384,2.2,0.07,0,False,False,False,False,False,False,True,False,False,False
342,0.0336,0.6,515.61,0,False,False,False,False,False,False,True,False,False,False
17528,0.155,-0.1,7.44,0,False,True,False,False,False,False,False,False,False,False
17757,0.001928,0.1,2219790.71,1,True,False,False,False,False,False,False,False,False,False
1662,0.2086,0.6,35835.08,1,False,False,False,False,False,False,False,True,False,False
11342,0.0834,0.6,1015.52,0,False,False,False,False,False,False,False,True,False,False
5855,0.1152,0.3,8198.0,0,False,False,True,False,False,False,False,False,False,False
2943,0.24359999999999998,0.1,9898.63,0,False,False,False,False,False,True,False,False,False,False
9460,0.2812,2.5,3945.29,0,False,False,False,False,False,False,True,False,False,False
1419,0.1568,-0.9,102397.89,0,False,False,False,False,False,False,True,False,False,False
13462,0.0154,-1.7,71026.38,0,False,False,False,False,False,False,False,False,False,True
3146,0.4142,0.6,8675.04,0,False,False,False,False,False,False,True,False,False,False
3930,0.027999999999999997,1.6,800.19,0,False,False,False,False,False,False,False,False,False,True
6490,0.002152,0.5,6719.21,0,True,False,False,False,False,False,False,False,False,False
7773,0.00193,0.2,3666.21,0,True,False,False,False,False,False,False,False,False,False
13872,0.0712,0.3,13123.39,0,False,False,False,False,False,True,False,False,False,False
5450,0.3456,-0.6,515.73,0,False,False,False,False,False,False,True,False,False,False
13252,0.1884,-0.9,73235.97,0,False,False,False,False,False,False,False,False,True,False
5066,0.0676,-0.2,305.34,0,False,False,False,False,False,False,True,False,False,False
6401,0.1568,-0.9,654.19,0,False,False,False,False,False,False,True,False,False,False
3548,0.133,-0.6,36346.83,0,False,False,False,False,False,False,True,False,False,False
17108,0.1998,2.3,42503.25,0,False,False,False,False,False,False,False,False,False,True
3570,0.36060000000000003,-0.8,36346.83,0,False,False,False,False,False,False,True,False,False,False
13902,0.4988,1.2,13123.39,0,False,False,False,False,False,True,False,False,False,False
11515,0.09300000000000001,0.6,1278.45,0,False,False,True,False,False,False,False,False,False,False
13489,0.33020000000000005,2.2,71026.38,0,False,False,False,False,False,False,False,False,False,True
8459,0.19079999999999997,-0.9,7.82,0,False,False,False,False,True,False,False,False,False,False
12671,0.1042,0.7,4554.03,0,False,False,False,True,False,False,False,False,False,False
6372,0.192,-0.6,26.17,0,False,False,False,False,True,False,False,False,False,False
15616,0.1158,-1.7,58.38,0,False,True,False,False,False,False,False,False,False,False
10907,0.1352,-0.5,5086.87,0,False,False,False,False,False,False,True,False,False,False
10843,0.34119999999999995,-0.9,72041.73,1,False,False,False,False,True,False,False,False,False,False
16026,0.1184,0.1,70446.89,1,False,False,True,False,False,False,False,False,False,False
2325,0.1866,-1.4,46766.45,1,False,False,False,False,False,False,False,True,False,False
1650,0.107,1.3,35835.08,1,False,False,False,False,False,False,False,True,False,False
1670,0.3858,0.5,35835.08,1,False,False,False,False,False,False,False,True,False,False
16757,0.3448,0.5,3048.27,0,False,False,False,False,False,True,False,False,False,False
7116,0.109,-1.6,23777.22,1,False,False,True,False,False,False,False,False,False,False
2536,0.2116,-0.3,6154.6,0,False,False,False,False,False,False,False,True,False,False
11430,0.053,1.6,1710.72,0,False,True,False,False,False,False,False,False,False,False
10571,0.0674,2.3,765.34,0,False,False,True,False,False,False,False,False,False,False
9736,0.46740000000000004,-1.1,17.0,0,False,False,False,False,False,False,True,False,False,False
13983,0.1524,-1.5,265917.74,1,False,False,False,False,False,False,False,True,False,False
16855,0.1334,0.6,218223.25,1,False,False,False,False,False,False,False,False,True,False
6441,0.265,0.2,240.0,0,False,False,False,False,True,False,False,False,False,False
5373,0.0946,0.1,5623.1,0,False,False,False,False,False,False,True,False,False,False
1361,0.2488,-0.5,30779.83,1,False,False,False,False,False,False,False,True,False,False
13315,0.12240000000000001,0.6,40.0,0,False,False,False,False,False,False,False,True,False,False
1543,0.637,-0.9,0.59,0,False,True,False,False,False,False,False,False,False,False
9931,0.1186,-1.4,504780.94,1,False,False,False,True,False,False,False,False,False,False
10831,0.078,-0.5,72041.73,1,False,False,False,False,True,False,False,False,False,False
16678,0.06480000000000001,0.1,211.65,0,False,True,False,False,False,False,False,False,False,False
15979,0.46740000000000004,-1.1,88.5,0,False,False,False,False,False,False,True,False,False,False
3725,0.2632,-1.4,30.0,0,False,False,False,False,False,False,True,False,False,False
2227,0.1444,0.6,792.84,0,False,False,False,False,False,False,False,True,False,False
16779,0.1568,-0.9,2.18,0,False,False,False,False,False,False,True,False,False,False
1593,0.2868,0.6,43.82,0,False,True,False,False,False,False,False,False,False,False
14058,0.33020000000000005,2.2,145.19,0,False,False,False,False,False,False,False,False,False,True
5368,0.1744,-0.8,29.0,0,False,False,False,False,False,False,False,False,False,True
17904,0.0834,0.3,147242.66,1,False,False,False,False,False,False,False,True,False,False
17687,0.1168,0.3,428.44,0,False,False,False,False,False,False,True,False,False,False
14127,0.2582,-0.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
1319,0.2186,0.7,172971.11,1,False,False,False,False,False,False,True,False,False,False
12887,0.2228,-1.7,4440.82,0,False,False,False,False,False,True,False,False,False,False
16062,0.6314,-1.4,21.25,0,False,True,False,False,False,False,False,False,False,False
10531,0.4384,2.2,7.29,0,False,False,False,False,False,False,True,False,False,False
8793,0.254,0.0,14062.19,0,False,False,False,True,False,False,False,False,False,False
10454,0.0546,-0.6,199.96,0,False,False,False,True,False,False,False,False,False,False
12567,0.061399999999999996,-1.2,5489.85,0,False,False,False,False,True,False,False,False,False,False
8031,0.3624,-1.2,210.45,0,False,False,True,False,False,False,False,False,False,False
2854,0.00308,-0.8,19630.99,0,True,False,False,False,False,False,False,False,False,False
9430,0.15539999999999998,0.6,404062.63,1,False,False,False,False,False,False,False,False,False,True
13054,0.12300000000000001,0.1,25.38,0,False,False,False,False,True,False,False,False,False,False
11383,0.1782,-0.3,87.75,0,False,False,False,False,False,False,True,False,False,False
16689,0.021,0.5,211.65,0,False,True,False,False,False,False,False,False,False,False
8508,0.1728,-0.9,25875.4,0,False,False,False,False,False,True,False,False,False,False
17306,0.21960000000000002,-0.9,138.53,0,False,False,False,True,False,False,False,False,False,False
3157,0.46740000000000004,-1.1,8675.04,0,False,False,False,False,False,False,True,False,False,False
12067,0.49,-0.8,29088.57,0,False,False,True,False,False,False,False,False,False,False
6520,0.00308,-0.8,6719.21,0,True,False,False,False,False,False,False,False,False,False
16325,0.36060000000000003,-0.8,46263.07,0,False,False,False,False,False,False,True,False,False,False
1633,0.4988,1.2,3.15,0,False,False,False,False,False,True,False,False,False,False
16713,0.299,-0.7,211.65,0,False,True,False,False,False,False,False,False,False,False
3790,0.0318,-0.5,68708.88,0,False,True,False,False,False,False,False,False,False,False
1784,0.3274,1.3,159.94,0,False,False,False,False,False,False,False,False,False,True
8913,0.005600000000000001,-0.9,388.5,0,False,False,False,False,False,False,False,False,False,True
3964,0.7173999999999999,-1.2,800.19,0,False,False,False,False,False,False,False,False,False,True
2621,0.1202,-0.6,33960.19,0,False,False,False,False,False,False,False,True,False,False
15578,0.2932,-1.6,3.23,0,False,False,False,False,True,False,False,False,False,False
15240,0.001,0.3,461901.37,1,False,False,False,False,False,False,False,False,False,True
4677,0.132,-1.2,6278.09,0,False,False,False,False,False,False,False,True,False,False
7348,0.35200000000000004,-0.5,107336.95,1,False,False,False,False,False,False,False,True,False,False
3508,0.002516,0.6,24546.83,0,True,False,False,False,False,False,False,False,False,False
1930,0.132,-1.2,83840.0,0,False,False,False,False,False,False,False,True,False,False
1775,0.139,-0.3,159.94,0,False,False,False,False,False,False,False,False,False,True
3547,0.1998,-1.7,36346.83,0,False,False,False,False,False,False,True,False,False,False
11505,0.27940000000000004,2.2,236381.64,1,False,False,False,True,False,False,False,False,False,False
14266,0.0546,-0.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
10181,0.004006,2.2,1495855.53,0,True,False,False,False,False,False,False,False,False,False
6346,0.1366,1.6,26.17,0,False,False,False,False,True,False,False,False,False,False
1578,0.3194,0.2,43.82,0,False,True,False,False,False,False,False,False,False,False
17677,0.15380000000000002,0.3,428.44,0,False,False,False,False,False,False,True,False,False,False
6777,0.057999999999999996,0.3,1254116.62,0,False,False,False,False,False,False,False,True,False,False
4509,0.1192,-0.8,0.45,0,False,True,False,False,False,False,False,False,False,False
326,0.115,1.5,62945.15,0,False,False,False,False,False,True,False,False,False,False
14838,0.3212,-0.9,990.28,0,False,False,False,False,False,True,False,False,False,False
11154,0.13019999999999998,-0.8,52485.17,1,False,False,False,False,False,False,False,True,False,False
3597,0.057999999999999996,0.3,43590.56,0,False,False,False,False,False,False,False,True,False,False
7359,0.40659999999999996,0.1,41686.0,1,False,False,False,False,False,False,False,True,False,False
6194,0.069,0.6,192.83,1,False,False,False,False,True,False,False,False,False,False
7398,0.4142,0.6,522426.88,1,False,False,False,False,False,False,True,False,False,False
13822,0.1328,-0.5,8144.28,0,False,False,False,False,False,False,True,False,False,False
13377,0.3508,-0.9,297.08,0,False,False,False,False,False,False,False,False,True,False
9238,0.1998,-1.7,2935.1,0,False,False,False,False,False,False,True,False,False,False
11281,0.17579999999999998,1.5,1549966.76,0,False,False,False,False,False,False,False,False,False,True
6743,0.445,2.2,1013126.39,1,False,False,True,False,False,False,False,False,False,False
15205,0.044199999999999996,-0.8,404062.63,1,False,False,False,False,False,False,False,False,False,True
3216,0.2332,0.6,26692.6,1,False,False,False,False,False,False,True,False,False,False
4515,0.2724,0.6,0.45,0,False,True,False,False,False,False,False,False,False,False
1494,0.0286,0.5,239.01,0,False,False,False,False,False,False,True,False,False,False
14375,0.42840000000000006,-1.1,504780.94,1,False,False,False,True,False,False,False,False,False,False
4004,0.41600000000000004,0.5,1347.21,0,False,False,True,False,False,False,False,False,False,False
632,0.2488,-0.5,76678.98,1,False,False,False,False,False,False,False,True,False,False
7365,0.13019999999999998,-0.8,41686.0,1,False,False,False,False,False,False,False,True,False,False
229,0.3212,-0.9,1370.97,0,False,False,False,False,False,True,False,False,False,False
16125,0.12619999999999998,1.3,328.25,0,False,False,False,False,False,False,True,False,False,False
14151,0.0132,-1.7,117574.59,1,False,False,False,True,False,False,False,False,False,False
10773,0.5436,-0.8,1571.75,0,False,False,False,False,False,True,False,False,False,False
14129,0.2582,-0.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
16724,0.0484,0.1,3048.27,0,False,False,False,False,False,True,False,False,False,False
14451,0.155,-0.1,83.02,0,False,True,False,False,False,False,False,False,False,False
4839,0.1568,-0.9,138.39,0,False,False,False,False,False,False,True,False,False,False
2526,0.1716,-1.2,5890.92,0,False,False,False,False,False,False,True,False,False,False
10177,0.004725999999999999,-0.8,1495855.53,0,True,False,False,False,False,False,False,False,False,False
13784,0.1998,2.3,139090.97,0,False,False,False,False,False,False,False,False,False,True
15933,0.3496,-1.1,1.18,0,False,True,False,False,False,False,False,False,False,False
1781,0.1998,2.3,159.94,0,False,False,False,False,False,False,False,False,False,True
14111,0.32520000000000004,1.3,504780.94,1,False,False,False,True,False,False,False,False,False,False
13970,0.2116,-0.3,265917.74,1,False,False,False,False,False,False,False,True,False,False
17052,0.151,-0.5,315.2,0,False,False,False,False,False,True,False,False,False,False
9900,0.0292,-1.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
14834,0.081,-0.1,990.28,0,False,False,False,False,False,True,False,False,False,False
14291,0.7186,0.5,504780.94,1,False,False,False,True,False,False,False,False,False,False
2465,0.10679999999999999,0.6,1.0,0,False,True,False,False,False,False,False,False,False,False
15984,0.5506,1.2,88.5,0,False,False,False,False,False,False,True,False,False,False
11340,0.2018,-1.7,1015.52,0,False,False,False,False,False,False,False,True,False,False
7055,0.36219999999999997,0.5,310044.36,1,False,False,True,False,False,False,False,False,False,False
13112,0.15380000000000002,0.3,9598.67,0,False,False,False,False,False,False,True,False,False,False
7110,0.36939999999999995,-0.9,23777.22,1,False,False,True,False,False,False,False,False,False,False
351,0.19,-1.7,515.61,0,False,False,False,False,False,False,True,False,False,False
848,0.45439999999999997,-0.7,318.4,0,False,False,False,False,False,False,False,True,False,False
6359,0.1582,-1.7,26.17,0,False,False,False,False,True,False,False,False,False,False
15755,0.265,-0.1,3137.71,0,False,False,False,False,False,False,False,True,False,False
16256,0.20559999999999998,-0.9,138.39,0,False,False,False,False,False,False,True,False,False,False
8897,0.0814,0.5,388.5,0,False,False,False,False,False,False,False,False,False,True
17363,0.40700000000000003,-0.7,3.64,0,False,False,False,False,True,False,False,False,False,False
4707,0.20559999999999998,-0.9,0.3,0,False,False,False,False,False,False,True,False,False,False
16200,0.41259999999999997,1.2,250.0,0,False,False,False,False,False,False,False,True,False,False
17299,0.1164,-1.5,138.53,0,False,False,False,True,False,False,False,False,False,False
11257,0.12960000000000002,-0.5,48456.55,0,False,False,True,False,False,False,False,False,False,False
4066,0.11359999999999999,-0.8,64701.22,1,False,False,False,False,False,False,True,False,False,False
6258,0.6038,-0.8,26610.45,0,False,True,False,False,False,False,False,False,False,False
13467,0.001,0.3,71026.38,0,False,False,False,False,False,False,False,False,False,True
8663,0.36219999999999997,0.5,23777.22,1,False,False,True,False,False,False,False,False,False,False
16871,0.3508,-0.9,218223.25,1,False,False,False,False,False,False,False,False,True,False
16471,0.0676,-0.2,57.92,0,False,False,False,False,False,False,True,False,False,False
8134,0.1782,-0.3,2040.0,0,False,False,False,False,False,False,True,False,False,False
13126,0.0894,-1.6,9598.67,0,False,False,False,False,False,False,True,False,False,False
11680,0.0032299999999999994,0.1,52380.46,0,True,False,False,False,False,False,False,False,False,False
8736,0.49,-0.8,310044.36,1,False,False,True,False,False,False,False,False,False,False
7737,0.1998,-1.7,62.04,0,False,False,False,False,False,False,True,False,False,False
10859,0.48,-0.8,72041.73,1,False,False,False,False,True,False,False,False,False,False
15669,0.3778,2.2,62.48,0,False,True,False,False,False,False,False,False,False,False
1035,0.10859999999999999,1.3,801162.34,1,False,False,False,False,False,True,False,False,False,False
5872,0.3624,-1.2,8198.0,0,False,False,True,False,False,False,False,False,False,False
13460,0.027999999999999997,1.6,71026.38,0,False,False,False,False,False,False,False,False,False,True
4504,0.10619999999999999,0.6,0.45,0,False,True,False,False,False,False,False,False,False,False
5455,0.46740000000000004,-1.1,515.73,0,False,False,False,False,False,False,True,False,False,False
14113,0.493,-0.9,61939.15,1,False,False,False,True,False,False,False,False,False,False
2688,0.008199999999999999,0.7,249561.0,1,False,False,False,False,False,False,False,False,False,True
7421,0.1328,-0.5,1175.98,0,False,False,False,False,False,False,True,False,False,False
958,0.1376,0.0,798.54,0,False,False,False,False,False,False,False,True,False,False
7312,0.1882,-0.9,107336.95,1,False,False,False,False,False,False,False,True,False,False
13470,0.295,-0.2,71026.38,0,False,False,False,False,False,False,False,False,False,True
4025,0.1378,0.2,210281.92,0,False,False,False,False,False,False,False,True,False,False
4063,0.0946,0.1,64701.22,1,False,False,False,False,False,False,True,False,False,False
16250,0.0492,0.6,138.39,0,False,False,False,False,False,False,True,False,False,False
12521,0.33899999999999997,1.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
5132,0.1528,-0.7,873.11,0,False,False,True,False,False,False,False,False,False,False
14368,0.33899999999999997,1.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
14440,0.2724,0.6,83.02,0,False,True,False,False,False,False,False,False,False,False
9392,0.005600000000000001,-0.9,404062.63,1,False,False,False,False,False,False,False,False,False,True
17208,0.3456,-0.6,18.07,0,False,False,False,False,False,False,True,False,False,False
10378,0.002552,2.5,3409.28,0,True,False,False,False,False,False,False,False,False,False
612,0.16519999999999999,1.5,1774.6,0,False,False,False,False,False,False,True,False,False,False
4134,0.3132,0.9,0.52,0,False,True,False,False,False,False,False,False,False,False
15414,0.001928,0.1,9319.16,0,True,False,False,False,False,False,False,False,False,False
11797,0.3858,0.5,7636.49,0,False,False,False,False,False,False,False,True,False,False
13259,0.6198,2.2,73235.97,0,False,False,False,False,False,False,False,False,True,False
4098,0.4192,-0.7,64701.22,1,False,False,False,False,False,False,True,False,False,False
242,0.27,0.6,1370.97,0,False,False,False,False,False,True,False,False,False,False
8957,0.10679999999999999,0.6,177.76,0,False,True,False,False,False,False,False,False,False,False
1555,0.3496,-1.1,0.59,0,False,True,False,False,False,False,False,False,False,False
356,0.15380000000000002,0.3,515.61,0,False,False,False,False,False,False,True,False,False,False
10781,0.24359999999999998,0.1,1571.75,0,False,False,False,False,False,True,False,False,False,False
582,0.0336,0.6,1774.6,0,False,False,False,False,False,False,True,False,False,False
13332,0.1804,-0.2,40.0,0,False,False,False,False,False,False,False,True,False,False
5095,0.09300000000000001,0.6,873.11,0,False,False,True,False,False,False,False,False,False,False
6605,0.3322,2.2,533.13,0,False,False,False,False,False,False,False,True,False,False
1428,0.0492,0.6,102397.89,0,False,False,False,False,False,False,True,False,False,False
4023,0.0864,0.7,210281.92,0,False,False,False,False,False,False,False,True,False,False
4039,0.057999999999999996,0.3,210281.92,0,False,False,False,False,False,False,False,True,False,False
5699,0.1324,-0.3,440.14,0,False,False,True,False,False,False,False,False,False,False
5419,0.0946,0.1,515.73,0,False,False,False,False,False,False,True,False,False,False
6320,0.10679999999999999,0.6,0.76,0,False,True,False,False,False,False,False,False,False,False
2686,0.139,-0.3,249561.0,1,False,False,False,False,False,False,False,False,False,True
17254,0.195,-1.7,146344.31,1,False,False,False,False,False,False,False,True,False,False
3198,0.1202,-0.6,20536.39,0,False,False,False,False,False,False,False,True,False,False
4586,0.3778,2.2,19580.65,0,False,True,False,False,False,False,False,False,False,False
8541,0.3454,-0.9,1273.51,0,False,False,True,False,False,False,False,False,False,False
67,0.21960000000000002,-0.6,49076.65,1,False,True,False,False,False,False,False,False,False,False
11774,0.2144,2.3,7636.49,0,False,False,False,False,False,False,False,True,False,False
17779,0.0013980000000000002,0.3,2219790.71,1,True,False,False,False,False,False,False,False,False,False
16616,0.299,-0.7,74999.56,0,False,True,False,False,False,False,False,False,False,False
8248,0.099,-1.6,784.93,0,False,False,False,False,False,False,False,True,False,False
13804,0.37799999999999995,-0.8,139090.97,0,False,False,False,False,False,False,False,False,False,True
4322,0.45439999999999997,-0.7,1278.72,0,False,False,False,False,False,False,False,True,False,False
7558,0.002552,2.5,138306.64,0,True,False,False,False,False,False,False,False,False,False
15674,0.547,-1.2,62.48,0,False,True,False,False,False,False,False,False,False,False
3143,0.1168,0.3,8675.04,0,False,False,False,False,False,False,True,False,False,False
7247,0.001,0.3,77180.0,1,False,False,False,False,False,False,False,False,False,True
1540,0.3132,0.9,0.59,0,False,True,False,False,False,False,False,False,False,False
6315,0.155,-0.1,0.76,0,False,True,False,False,False,False,False,False,False,False
6199,0.1906,1.5,192.83,1,False,False,False,False,True,False,False,False,False,False
7734,0.0676,-0.2,62.04,0,False,False,False,False,False,False,True,False,False,False
16241,0.1782,-0.1,46263.07,0,False,False,False,False,False,False,True,False,False,False
4535,0.6314,-1.4,0.45,0,False,True,False,False,False,False,False,False,False,False
8687,0.316,-1.5,23777.22,1,False,False,True,False,False,False,False,False,False,False
13306,0.5094,-0.7,26685.73,1,False,False,False,False,False,False,False,False,False,True
1961,0.2086,0.6,337597.83,1,False,False,False,False,False,False,False,True,False,False
7694,0.3132,0.9,1.75,0,False,True,False,False,False,False,False,False,False,False
8415,0.1452,0.2,571790.3,1,False,False,False,False,False,False,False,False,True,False
2972,0.491,0.9,12024.73,0,False,False,False,False,False,False,False,True,False,False
16089,0.2158,2.3,18.36,0,False,False,False,False,False,False,True,False,False,False
8704,0.1152,0.3,310044.36,1,False,False,True,False,False,False,False,False,False,False
2627,0.11,0.6,33960.19,0,False,False,False,False,False,False,False,True,False,False
693,0.24739999999999998,-1.5,757.51,0,False,False,False,False,False,True,False,False,False,False
3437,0.1362,0.3,53437.64,0,False,False,False,True,False,False,False,False,False,False
15284,0.3014,0.6,461901.37,1,False,False,False,False,False,False,False,False,False,True
15238,0.001,0.3,461901.37,1,False,False,False,False,False,False,False,False,False,True
1314,0.2812,2.5,172971.11,1,False,False,False,False,False,False,True,False,False,False
12151,0.3654,2.5,117574.59,1,False,False,False,True,False,False,False,False,False,False
5473,0.0902,0.2,20.08,0,False,False,False,False,False,True,False,False,False,False
2011,0.6314,-1.4,43591.32,0,False,True,False,False,False,False,False,False,False,False
8763,0.1646,-1.1,23777.22,1,False,False,True,False,False,False,False,False,False,False
12486,0.22899999999999998,0.1,504780.94,1,False,False,False,True,False,False,False,False,False,False
5348,0.2738,0.9,29.0,0,False,False,False,False,False,False,False,False,False,True
9538,0.13720000000000002,-1.1,12996.49,0,False,False,False,True,False,False,False,False,False,False
14894,0.13140000000000002,0.6,2145.56,0,False,False,False,True,False,False,False,False,False,False
17568,0.4192,-0.7,8.25,0,False,False,False,False,False,False,True,False,False,False
8677,0.11939999999999999,-0.2,23777.22,1,False,False,True,False,False,False,False,False,False,False
14215,0.1568,0.6,61939.15,1,False,False,False,True,False,False,False,False,False,False
2803,0.46740000000000004,-1.1,12416.5,0,False,False,False,False,False,False,True,False,False,False
1329,0.4384,2.2,172971.11,1,False,False,False,False,False,False,True,False,False,False
10371,0.4266,-1.2,46692.42,0,False,False,False,False,False,False,False,False,False,True
4270,0.1866,-1.4,114247.25,0,False,False,False,False,False,False,False,True,False,False
13502,0.6265999999999999,-0.5,5.0,0,False,False,False,False,False,False,False,False,False,True
5652,0.207,-0.8,720.6,0,False,False,False,False,False,False,False,True,False,False
3246,0.2394,-1.2,26692.6,1,False,False,False,False,False,False,True,False,False,False
15553,0.0882,2.5,3.23,0,False,False,False,False,True,False,False,False,False,False
2744,0.1352,-0.5,28.45,0,False,False,False,False,False,False,True,False,False,False
17089,0.3968,0.6,74.2,0,False,True,False,False,False,False,False,False,False,False
16404,0.19940000000000002,2.2,360.32,0,False,False,False,False,False,False,False,True,False,False
3978,0.1446,-1.7,1347.21,0,False,False,True,False,False,False,False,False,False,False
6459,0.2932,-1.6,240.0,0,False,False,False,False,True,False,False,False,False,False
3286,0.3858,0.5,4830.22,0,False,False,False,False,False,False,False,True,False,False
13606,0.1782,-0.1,16062.92,0,False,False,False,False,False,False,True,False,False,False
16468,0.15380000000000002,0.3,57.92,0,False,False,False,False,False,False,True,False,False,False
9970,0.27940000000000004,2.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
15431,0.002228,-1.5,9319.16,0,True,False,False,False,False,False,False,False,False,False
14933,0.0654,0.6,2145.56,0,False,False,False,True,False,False,False,False,False,False
3760,0.045599999999999995,-1.7,3408374.95,1,False,False,False,False,False,False,False,False,False,True
13788,0.6344,-0.9,139090.97,0,False,False,False,False,False,False,False,False,False,True
5308,0.1592,-0.9,902.8,0,False,True,False,False,False,False,False,False,False,False
17419,0.29960000000000003,0.0,33970.84,1,False,False,True,False,False,False,False,False,False,False
9327,0.0814,0.5,461901.37,1,False,False,False,False,False,False,False,False,False,True
2492,0.2186,0.7,5890.92,0,False,False,False,False,False,False,True,False,False,False
13089,0.40700000000000003,-0.7,25.38,0,False,False,False,False,True,False,False,False,False,False
2157,0.1376,0.0,241904.5,1,False,False,False,False,False,False,False,True,False,False
4049,0.35200000000000004,-0.5,210281.92,0,False,False,False,False,False,False,False,True,False,False
10147,0.001928,0.1,1495855.53,0,True,False,False,False,False,False,False,False,False,False
16224,0.4384,2.2,138.39,0,False,False,False,False,False,False,True,False,False,False
3558,0.2632,-1.4,36346.83,0,False,False,False,False,False,False,True,False,False,False
6312,0.365,-1.5,0.76,0,False,True,False,False,False,False,False,False,False,False
1667,0.5770000000000001,-0.8,35835.08,1,False,False,False,False,False,False,False,True,False,False
9863,0.1362,0.3,117574.59,1,False,False,False,True,False,False,False,False,False,False
14297,0.27940000000000004,2.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
13199,0.265,-0.1,7204.43,0,False,False,False,False,False,False,False,True,False,False
2462,0.2168,0.3,1.0,0,False,True,False,False,False,False,False,False,False,False
2379,0.1202,-0.6,472.5,0,False,False,False,False,False,False,False,True,False,False
417,0.2588,-0.9,16.68,0,False,False,False,False,True,False,False,False,False,False
6212,0.38880000000000003,-0.8,192.83,1,False,False,False,False,True,False,False,False,False,False
8540,0.193,1.3,1273.51,0,False,False,True,False,False,False,False,False,False,False
17503,0.43560000000000004,0.6,130.28,0,False,False,False,False,False,False,True,False,False,False
13240,0.07339999999999999,-0.2,73235.97,0,False,False,False,False,False,False,False,False,True,False
15675,0.2064,-1.2,62.48,0,False,True,False,False,False,False,False,False,False,False
2146,0.41659999999999997,2.2,28243.36,0,False,False,False,False,False,False,True,False,False,False
2420,0.0894,-1.6,19.38,0,False,False,False,False,False,False,True,False,False,False
4211,0.1298,-1.7,690.46,0,False,True,False,False,False,False,False,False,False,False
13493,0.42200000000000004,0.1,71026.38,0,False,False,False,False,False,False,False,False,False,True
10325,0.4266,-1.2,106589.02,1,False,False,False,False,False,False,False,False,False,True
14459,0.33880000000000005,1.5,83.02,0,False,True,False,False,False,False,False,False,False,False
8014,0.1152,0.3,210.45,0,False,False,True,False,False,False,False,False,False,False
14994,0.11,0.6,12583.34,0,False,False,False,False,False,False,False,True,False,False
251,0.06480000000000001,0.1,1284.27,0,False,True,False,False,False,False,False,False,False,False
14346,0.45380000000000004,-1.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
7829,0.2112,0.9,13.67,0,False,False,False,False,True,False,False,False,False,False
4058,0.13019999999999998,-0.8,210281.92,0,False,False,False,False,False,False,False,True,False,False
9971,0.27940000000000004,2.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
7454,0.4192,-0.7,1175.98,0,False,False,False,False,False,False,True,False,False,False
15586,0.385,2.2,3.23,0,False,False,False,False,True,False,False,False,False,False
8502,0.0848,0.9,25875.4,0,False,False,False,False,False,True,False,False,False,False
8491,0.22399999999999998,2.3,25875.4,0,False,False,False,False,False,True,False,False,False,False
12439,0.7186,0.5,117574.59,1,False,False,False,True,False,False,False,False,False,False
16528,0.099,-1.6,811.89,0,False,False,False,False,False,False,False,True,False,False
4299,0.0834,0.3,1278.72,0,False,False,False,False,False,False,False,True,False,False
3274,0.491,0.9,4830.22,0,False,False,False,False,False,False,False,True,False,False
11490,0.1902,-0.6,236381.64,1,False,False,False,True,False,False,False,False,False,False
7160,0.4546,0.6,23777.22,1,False,False,True,False,False,False,False,False,False,False
180,0.3518,0.6,3057.87,0,False,False,True,False,False,False,False,False,False,False
9240,0.1782,-0.1,2935.1,0,False,False,False,False,False,False,True,False,False,False
14595,0.08439999999999999,-1.4,25276.45,0,False,False,False,False,False,False,False,False,True,False
17715,0.2116,-0.3,35401.83,0,False,False,False,False,False,False,False,True,False,False
10886,0.0286,0.5,5086.87,0,False,False,False,False,False,False,True,False,False,False
11954,0.00193,1.6,4564.93,0,True,False,False,False,False,False,False,False,False,False
12584,0.0286,0.5,3444.32,0,False,False,False,False,False,False,True,False,False,False
