,Traffic Trend Bins,Region Code,Desig Code,GAA Cat Code,RONI Event Code,RONI Int Code,CEI Cat Code
47,0,1,13,5,1,4,0
48,0,1,13,5,0,4,2
49,0,1,13,5,1,2,1
50,0,1,13,5,1,4,2
51,0,1,13,5,0,2,1
52,0,1,13,5,1,0,0
53,0,1,13,5,1,4,0
54,0,1,13,5,1,4,2
55,1,1,13,5,1,4,2
56,1,1,13,5,0,4,2
57,1,1,13,5,0,3,1
58,0,1,13,5,1,4,1
59,0,1,13,5,1,0,1
60,0,1,13,5,0,4,1
61,-1,1,13,5,2,1,0
62,1,1,13,5,1,0,0
63,0,1,13,5,1,0,1
64,0,1,13,5,1,4,0
65,0,1,13,5,0,0,0
66,0,1,13,5,1,0,2
67,-1,1,4,1,2,1,2
68,0,1,4,1,0,0,2
69,0,1,4,1,1,4,1
70,0,1,4,1,2,1,2
71,0,1,4,1,0,3,0
72,0,1,4,1,1,2,1
73,1,1,4,1,1,2,2
74,0,1,4,1,1,4,1
75,0,1,4,1,2,1,2
76,0,1,4,1,0,4,1
77,0,1,4,1,2,1,1
78,0,1,4,1,0,4,1
79,0,1,4,1,1,4,0
80,0,1,4,1,0,4,2
81,0,1,4,1,1,2,1
82,0,1,4,1,1,4,2
83,0,1,4,1,0,2,1
84,0,1,4,1,1,0,0
85,1,1,4,1,1,4,0
86,0,1,4,1,1,4,2
87,1,1,4,1,1,4,2
88,0,1,4,1,0,4,2
89,1,1,4,1,0,3,1
90,0,1,4,1,1,4,1
91,0,1,4,1,1,0,1
92,0,1,4,1,0,4,1
93,-1,1,4,1,2,1,0
94,1,1,4,1,1,0,0
95,0,1,4,1,1,0,1
96,1,1,4,1,1,4,0
97,0,1,4,1,0,0,0
98,-1,1,4,1,1,0,2
99,1,7,4,2,1,0,0
100,1,5,17,5,0,3,1
101,0,5,17,5,0,4,1
102,0,5,17,5,2,1,2
103,0,5,17,5,0,0,2
104,-1,5,17,5,1,4,2
105,-1,5,17,5,2,1,2
106,0,5,17,5,0,3,1
107,0,5,17,5,1,2,1
108,0,5,17,5,1,2,2
109,-1,5,17,5,1,4,2
110,-1,5,17,5,2,1,2
111,-1,5,17,5,0,4,2
112,1,5,17,5,2,1,2
113,0,5,17,5,0,4,2
114,1,5,17,5,1,4,1
115,0,5,17,5,0,4,1
116,1,5,17,5,1,2,2
117,1,5,17,5,1,4,2
118,-1,5,17,5,0,2,2
119,-1,5,17,5,1,0,1
120,0,5,17,5,1,4,0
121,-1,5,17,5,1,4,2
122,0,5,17,5,1,4,2
123,1,5,17,5,0,4,1
124,0,5,17,5,0,3,0
125,0,5,17,5,1,4,1
126,0,5,17,5,1,0,2
127,0,5,17,5,0,4,1
128,1,5,17,5,2,1,1
129,-1,5,17,5,1,0,2
130,0,5,17,5,1,0,1
131,0,5,17,5,1,4,0
132,0,5,17,5,0,0,0
133,-1,5,17,5,1,0,1
134,0,6,4,2,2,1,2
135,0,6,4,2,0,0,2
136,1,6,4,2,1,4,2
137,0,6,4,2,2,1,2
138,1,6,4,2,0,3,0
139,-1,6,4,2,1,2,1
140,0,6,4,2,1,2,2
141,0,6,4,2,1,4,2
142,1,6,4,2,2,1,2
143,-1,6,4,2,0,4,1
144,1,6,4,2,2,1,2
145,-1,6,4,2,0,4,2
146,0,6,4,2,1,4,1
147,1,6,4,2,0,4,0
148,0,6,4,2,1,2,2
149,-1,6,4,2,1,4,2
150,-1,6,4,2,0,2,2
151,-1,6,4,2,1,0,1
152,1,6,4,2,1,4,1
153,-1,6,4,2,1,4,1
154,1,6,4,2,1,4,2
155,0,6,4,2,0,4,1
156,0,6,4,2,0,3,0
157,0,6,4,2,1,4,0
158,0,6,4,2,1,0,0
159,-1,6,4,2,0,4,0
160,-1,6,4,2,2,1,0
161,-1,6,4,2,1,0,1
162,1,6,4,2,1,0,2
163,1,6,4,2,1,4,1
164,0,6,4,2,0,0,0
165,-1,6,4,2,1,0,2
166,-1,4,4,3,0,3,2
167,1,4,4,3,0,4,1
168,1,4,4,3,2,1,2
169,0,4,4,3,0,0,2
170,0,4,4,3,1,4,1
171,1,4,4,3,2,1,2
172,-1,4,4,3,0,3,0
173,-1,4,4,3,1,2,1
174,1,4,4,3,1,2,2
175,-1,4,4,3,1,4,2
176,0,4,4,3,2,1,2
177,0,4,4,3,0,4,1
178,0,4,4,3,2,1,1
179,0,4,4,3,0,4,2
180,0,4,4,3,1,4,2
181,-1,4,4,3,0,4,1
182,1,4,4,3,1,2,1
183,0,4,4,3,1,4,1
184,0,4,4,3,0,2,2
185,-1,4,4,3,1,0,1
186,0,4,4,3,1,4,0
187,-1,4,4,3,1,4,2
188,0,4,4,3,1,4,1
189,0,4,4,3,0,4,1
190,0,4,4,3,0,3,1
191,1,4,4,3,1,4,0
192,0,4,4,3,1,0,1
193,0,4,4,3,0,4,0
194,0,4,4,3,2,1,1
195,1,4,4,3,1,0,1
196,-1,4,4,3,1,0,2
197,1,4,4,3,1,4,1
198,-1,4,4,3,0,0,0
199,-1,4,4,3,1,0,2
200,-1,6,5,1,0,4,2
201,1,6,5,1,2,1,2
202,0,6,5,1,0,0,2
203,0,6,5,1,1,4,2
204,0,6,5,1,2,1,2
205,0,6,5,1,0,3,0
206,0,6,5,1,1,2,1
207,0,6,5,1,1,2,2
208,0,6,5,1,1,4,2
209,0,6,5,1,2,1,2
210,0,6,5,1,0,4,1
211,0,6,5,1,2,1,2
212,-1,6,5,1,0,4,2
213,0,6,5,1,1,4,1
214,0,6,5,1,0,4,0
215,1,6,5,1,1,2,2
216,0,6,5,1,1,4,2
217,1,6,5,1,0,2,2
218,1,6,5,1,1,0,1
219,1,6,5,1,1,4,1
220,0,6,5,1,1,4,1
221,-1,6,5,1,1,4,2
222,1,6,5,1,0,4,1
223,-1,6,5,1,0,3,0
224,-1,6,5,1,1,4,0
225,0,6,5,1,1,0,0
226,0,6,5,1,0,4,0
227,-1,6,5,1,2,1,0
228,1,6,5,1,1,0,1
229,0,6,5,1,1,0,2
230,0,6,5,1,1,4,1
231,0,6,5,1,0,0,0
232,-1,6,5,1,1,0,2
233,1,8,7,5,0,0,2
234,0,8,7,5,1,4,1
235,0,8,7,5,2,1,2
236,1,8,7,5,0,3,0
237,0,8,7,5,1,2,1
238,0,8,7,5,1,2,2
239,1,8,7,5,1,4,2
240,-1,8,7,5,2,1,2
241,0,8,7,5,0,4,2
242,0,8,7,5,2,1,2
243,-1,8,7,5,0,4,2
244,1,8,7,5,1,4,0
245,0,8,7,5,0,4,2
246,0,8,7,5,1,2,1
247,0,8,7,5,1,4,2
248,0,8,7,5,0,2,0
249,1,8,7,5,1,0,2
250,-1,8,7,5,1,4,0
251,0,8,7,5,1,4,2
252,0,8,7,5,1,4,0
253,1,8,7,5,0,4,1
254,0,8,7,5,0,3,0
255,1,8,7,5,1,4,1
256,1,8,7,5,1,0,1
257,0,8,7,5,0,4,1
258,1,8,7,5,2,1,1
259,1,8,7,5,1,0,0
260,-1,8,7,5,1,0,2
261,0,8,7,5,1,4,1
262,0,8,7,5,0,0,0
263,0,8,7,5,1,0,2
264,0,7,13,5,0,4,2
265,0,7,13,5,2,1,2
266,1,7,13,5,0,0,2
267,0,7,13,5,1,4,2
268,0,7,13,5,2,1,2
269,0,7,13,5,0,3,2
270,0,7,13,5,1,2,2
271,0,7,13,5,1,2,2
272,0,7,13,5,1,4,2
273,0,7,13,5,2,1,1
274,0,7,13,5,0,4,0
275,0,7,13,5,2,1,2
276,0,7,13,5,0,4,2
277,0,7,13,5,1,4,2
278,0,7,13,5,0,4,1
279,0,7,13,5,1,2,2
280,0,7,13,5,1,4,2
281,0,7,13,5,0,2,2
282,0,7,13,5,1,0,2
283,0,7,13,5,1,4,0
284,0,7,13,5,1,4,2
285,1,7,13,5,1,4,1
286,0,7,13,5,0,4,1
287,1,7,13,5,0,3,1
288,0,7,13,5,1,4,0
289,0,7,13,5,1,0,0
290,0,7,13,5,0,4,2
291,-1,7,13,5,2,1,0
292,1,7,13,5,1,0,0
293,-1,7,13,5,1,0,2
294,0,7,13,5,1,4,2
295,0,7,13,5,0,0,0
296,0,7,13,5,1,0,0
297,0,5,8,2,0,3,1
298,0,5,8,2,0,4,1
299,0,5,8,2,2,1,2
300,-1,5,8,2,0,0,2
301,1,5,8,2,1,4,2
302,0,5,8,2,2,1,2
303,0,5,8,2,0,3,1
304,0,5,8,2,1,2,1
305,0,5,8,2,1,2,2
306,0,5,8,2,1,4,2
307,-1,5,8,2,2,1,2
308,0,5,8,2,0,4,2
309,0,5,8,2,2,1,2
310,0,5,8,2,0,4,2
311,0,5,8,2,1,4,1
312,0,5,8,2,0,4,1
313,1,5,8,2,1,2,2
314,-1,5,8,2,1,4,2
315,0,5,8,2,0,2,2
316,0,5,8,2,1,0,1
317,0,5,8,2,1,4,0
318,-1,5,8,2,1,4,2
319,0,5,8,2,1,4,2
320,1,5,8,2,0,4,1
321,0,5,8,2,0,3,0
322,0,5,8,2,1,4,1
323,-1,5,8,2,1,0,2
324,0,5,8,2,0,4,1
325,0,5,8,2,2,1,1
326,-1,5,8,2,1,0,2
327,-1,5,8,2,1,0,1
328,0,5,8,2,1,4,0
329,0,5,8,2,0,0,0
330,0,5,8,2,1,0,1
331,0,0,23,5,0,3,2
332,0,0,23,5,1,2,2
333,0,0,23,5,1,2,2
334,0,0,23,5,1,4,2
335,1,0,23,5,2,1,2
336,0,0,23,5,0,4,2
337,0,0,23,5,2,1,2
338,0,0,23,5,0,4,2
339,0,0,23,5,1,4,2
340,0,0,23,5,0,4,2
341,0,0,23,5,1,2,2
342,1,0,23,5,1,4,2
343,0,0,23,5,0,2,2
344,0,0,23,5,1,0,2
345,0,0,23,5,1,4,2
346,0,0,23,5,1,4,2
347,0,0,23,5,1,4,2
348,0,0,23,5,0,4,2
349,0,0,23,5,0,3,2
350,0,0,23,5,1,4,2
351,0,0,23,5,1,0,2
352,1,0,23,5,0,4,2
353,0,0,23,5,2,1,2
354,0,0,23,5,1,0,2
355,-1,0,23,5,1,0,2
356,0,0,23,5,1,4,2
357,0,0,23,5,0,0,2
358,0,0,23,5,1,0,2
359,1,2,13,0,0,3,2
360,0,2,13,0,0,4,1
361,0,2,13,0,2,1,2
362,0,2,13,0,0,0,2
363,0,2,13,0,1,4,1
364,0,2,13,0,2,1,2
365,0,2,13,0,0,3,1
366,0,2,13,0,1,2,1
367,1,2,13,0,1,2,2
368,-1,2,13,0,1,4,1
369,0,2,13,0,2,1,2
370,0,2,13,0,0,4,2
371,0,2,13,0,2,1,2
372,0,2,13,0,0,4,2
373,0,2,13,0,1,4,1
374,0,2,13,0,0,4,1
375,0,2,13,0,1,2,2
376,1,2,13,0,1,4,2
377,0,2,13,0,0,2,1
378,0,2,13,0,1,0,2
379,0,2,13,0,1,4,0
380,1,2,13,0,1,4,2
381,0,2,13,0,1,4,2
382,1,2,13,0,0,4,0
383,0,2,13,0,0,3,0
384,0,2,13,0,1,4,2
385,0,2,13,0,1,0,2
386,0,2,13,0,0,4,0
387,0,2,13,0,2,1,2
388,1,2,13,0,1,0,1
389,-1,2,13,0,1,0,2
390,0,2,13,0,1,4,1
391,0,2,13,0,0,0,0
392,0,2,13,0,1,0,1
393,0,7,10,5,0,3,1
394,0,7,10,5,0,4,2
395,1,7,10,5,2,1,2
396,0,7,10,5,0,0,2
397,0,7,10,5,1,4,2
398,0,7,10,5,2,1,2
399,0,7,10,5,0,3,2
400,0,7,10,5,1,2,2
401,-1,7,10,5,1,2,2
402,1,7,10,5,1,4,2
403,0,7,10,5,2,1,1
404,0,7,10,5,0,4,0
405,0,7,10,5,2,1,2
406,0,7,10,5,0,4,2
407,0,7,10,5,1,4,2
408,0,7,10,5,0,4,1
409,0,7,10,5,1,2,2
410,0,7,10,5,1,4,2
411,0,7,10,5,0,2,2
412,-1,7,10,5,1,0,2
413,-1,7,10,5,1,4,0
414,-10,7,10,5,1,4,2
415,0,5,13,0,0,4,1
416,0,5,13,0,2,1,2
417,0,5,13,0,0,0,2
418,0,5,13,0,1,4,2
419,0,5,13,0,2,1,2
420,1,5,13,0,0,3,1
421,0,5,13,0,1,2,1
422,-1,5,13,0,1,2,2
423,1,5,13,0,1,4,2
424,0,5,13,0,2,1,2
425,0,5,13,0,0,4,2
426,1,5,13,0,2,1,2
427,1,5,13,0,0,4,2
428,-1,5,13,0,1,4,1
429,1,5,13,0,0,4,1
430,0,5,13,0,1,2,2
431,0,5,13,0,1,4,2
432,0,5,13,0,0,2,2
433,0,5,13,0,1,0,1
434,-1,5,13,0,1,4,0
435,0,5,13,0,1,4,2
436,0,5,13,0,1,4,2
437,1,5,13,0,0,4,1
438,0,5,13,0,0,3,0
439,1,5,13,0,1,4,1
440,0,5,13,0,0,4,1
441,-1,5,13,0,2,1,1
442,1,5,13,0,1,0,2
443,-1,5,13,0,1,0,1
444,0,5,13,0,1,4,0
445,0,5,13,0,0,0,0
446,0,5,13,0,1,0,1
447,0,2,17,0,0,3,1
448,-1,2,17,0,1,2,1
449,0,2,17,0,1,2,2
450,0,2,17,0,1,4,1
451,-1,2,17,0,2,1,2
452,1,2,17,0,0,4,2
453,-1,2,17,0,2,1,2
454,1,2,17,0,0,4,2
455,0,2,17,0,1,4,1
456,1,2,17,0,0,4,1
457,-1,2,17,0,1,2,2
458,1,2,17,0,1,4,2
459,0,2,17,0,0,2,1
460,-1,2,17,0,1,0,2
461,1,2,17,0,1,4,0
462,0,2,17,0,1,4,2
463,0,2,17,0,1,4,2
464,0,2,17,0,0,4,0
465,0,2,17,0,0,3,0
466,-1,2,17,0,1,4,2
467,0,2,17,0,1,0,2
468,0,2,17,0,0,4,0
469,-1,2,17,0,2,1,2
470,0,2,17,0,1,0,1
471,0,2,17,0,1,0,2
472,0,2,17,0,1,4,1
473,0,2,17,0,0,0,0
474,0,2,17,0,1,0,1
475,10,6,16,0,2,1,2
476,10,6,16,0,2,1,2
477,0,6,16,0,0,0,2
478,0,6,16,0,0,0,2
479,0,6,16,0,1,4,2
480,0,6,16,0,1,4,2
481,1,6,16,0,2,1,2
482,1,6,16,0,2,1,2
483,0,6,16,0,0,3,0
484,0,6,16,0,0,3,0
485,-1,6,16,0,1,2,1
486,-1,6,16,0,1,2,1
487,-1,6,16,0,1,2,2
488,-1,6,16,0,1,2,2
489,1,6,16,0,1,4,2
490,1,6,16,0,1,4,2
491,1,6,16,0,2,1,2
492,1,6,16,0,2,1,2
493,0,6,16,0,0,4,1
494,0,6,16,0,0,4,1
495,10,6,16,0,2,1,2
496,10,6,16,0,2,1,2
497,10,6,16,0,0,4,2
498,10,6,16,0,0,4,2
499,1,6,16,0,1,4,1
500,1,6,16,0,1,4,1
501,0,6,16,0,0,4,0
502,0,6,16,0,0,4,0
503,0,6,16,0,1,2,2
504,0,6,16,0,1,2,2
505,0,6,16,0,1,4,2
506,0,6,16,0,1,4,2
507,-1,6,16,0,0,2,2
508,-1,6,16,0,0,2,2
509,1,6,16,0,1,0,1
510,1,6,16,0,1,0,1
511,0,6,16,0,1,4,1
512,0,6,16,0,1,4,1
513,1,6,16,0,1,4,1
514,1,6,16,0,1,4,1
515,1,6,16,0,1,4,2
516,1,6,16,0,1,4,2
517,-1,6,16,0,0,4,1
518,-1,6,16,0,0,4,1
519,0,6,16,0,0,3,0
520,0,6,16,0,0,3,0
521,-1,6,16,0,1,4,0
522,-1,6,16,0,1,4,0
523,-1,6,16,0,1,0,0
524,-1,6,16,0,1,0,0
525,1,6,16,0,0,4,0
526,1,6,16,0,0,4,0
527,1,6,16,0,2,1,0
528,1,6,16,0,2,1,0
529,10,6,16,0,1,0,1
530,10,6,16,0,1,0,1
531,1,6,16,0,1,0,2
532,1,6,16,0,1,0,2
533,-1,6,16,0,1,4,1
534,-1,6,16,0,1,4,1
535,1,6,16,0,0,0,0
536,1,6,16,0,0,0,0
537,0,6,16,0,1,0,2
538,0,6,16,0,1,0,2
539,0,2,2,2,2,1,2
540,0,2,2,2,0,0,2
541,1,2,2,2,1,4,1
542,0,2,2,2,2,1,2
543,0,2,2,2,0,3,1
544,0,2,2,2,1,2,1
545,-1,2,2,2,1,2,2
546,1,2,2,2,1,4,1
547,0,2,2,2,2,1,2
548,0,2,2,2,0,4,2
549,0,2,2,2,2,1,2
550,0,2,2,2,0,4,2
551,1,2,2,2,1,4,1
552,-1,2,2,2,0,4,1
553,0,2,2,2,1,2,2
554,0,2,2,2,1,4,2
555,0,2,2,2,0,2,1
556,-1,2,2,2,1,0,2
557,-1,2,2,2,1,4,0
558,0,2,2,2,1,4,2
559,1,2,2,2,1,4,2
560,0,2,2,2,0,4,0
561,0,2,2,2,0,3,0
562,0,2,2,2,1,4,2
563,1,2,2,2,1,0,2
564,-1,2,2,2,0,4,0
565,0,2,2,2,2,1,2
566,-1,2,2,2,1,0,1
567,1,2,2,2,1,0,2
568,1,2,2,2,1,4,1
569,-1,2,2,2,0,0,0
570,0,2,2,2,1,0,1
571,-1,6,13,0,2,1,0
572,10,6,13,0,1,0,1
573,0,6,13,0,1,0,2
574,-1,6,13,0,1,4,1
575,0,6,13,0,0,0,0
576,0,6,13,0,1,0,2
577,0,4,21,0,1,4,1
578,0,4,21,0,2,1,2
579,0,4,21,0,0,3,0
580,0,4,21,0,1,2,1
581,0,4,21,0,1,2,2
582,0,4,21,0,1,4,2
583,0,4,21,0,2,1,2
584,-1,4,21,0,0,4,1
585,0,4,21,0,2,1,1
586,0,4,21,0,0,4,2
587,-1,4,21,0,1,4,2
588,0,4,21,0,0,4,1
589,0,4,21,0,1,2,1
590,0,4,21,0,1,4,1
591,0,4,21,0,0,2,2
592,0,4,21,0,1,0,1
593,0,4,21,0,1,4,0
594,0,4,21,0,1,4,2
595,1,4,21,0,1,4,1
596,0,4,21,0,0,4,1
597,0,4,21,0,0,3,1
598,1,4,21,0,1,4,0
599,0,4,21,0,1,0,1
600,0,4,21,0,0,4,0
601,0,4,21,0,2,1,1
602,0,4,21,0,1,0,1
603,0,4,21,0,1,0,2
604,0,4,21,0,1,4,1
605,0,4,21,0,0,0,0
606,0,4,21,0,1,0,2
607,1,5,16,0,1,0,1
608,-1,5,16,0,1,4,0
609,-1,5,16,0,1,4,2
610,-1,5,16,0,1,4,2
611,1,5,16,0,0,4,1
612,10,5,16,0,0,3,0
613,0,5,16,0,1,4,1
614,1,5,16,0,1,0,2
615,1,5,16,0,0,4,1
616,1,5,16,0,2,1,1
617,0,5,16,0,1,0,2
618,0,5,16,0,1,0,1
619,0,5,16,0,1,4,0
620,0,5,16,0,0,0,0
621,-1,5,16,0,1,0,1
622,0,7,13,5,0,3,1
623,0,7,13,5,0,4,2
624,0,7,13,5,2,1,2
625,0,7,13,5,0,0,2
626,0,7,13,5,1,4,2
627,1,7,13,5,2,1,2
628,-1,7,13,5,0,3,2
629,0,7,13,5,1,2,2
630,0,7,13,5,1,2,2
631,0,7,13,5,1,4,2
632,0,7,13,5,2,1,1
633,0,7,13,5,0,4,0
634,1,7,13,5,2,1,2
635,0,7,13,5,0,4,2
636,0,7,13,5,1,4,2
637,1,7,13,5,0,4,1
638,-1,7,13,5,1,2,2
639,1,7,13,5,1,4,2
640,0,7,13,5,0,2,2
641,0,7,13,5,1,0,2
642,1,7,13,5,1,4,0
643,-1,7,13,5,1,4,2
644,0,7,13,5,1,4,1
645,1,7,13,5,0,4,1
646,1,7,13,5,0,3,1
647,1,7,13,5,1,4,0
648,0,7,13,5,1,0,0
649,1,7,13,5,0,4,2
650,-1,7,13,5,2,1,0
651,0,7,13,5,1,0,0
652,0,7,13,5,1,0,2
653,1,7,13,5,1,4,2
654,0,7,13,5,0,0,0
655,-1,7,13,5,1,0,0
656,0,6,26,0,1,2,2
657,0,6,26,0,2,1,1
658,0,6,26,0,0,4,1
659,0,6,26,0,0,3,1
660,0,6,26,0,0,4,2
661,0,6,26,0,2,1,2
662,0,6,26,0,0,0,2
663,0,6,26,0,1,4,2
664,0,6,26,0,2,1,2
665,0,6,26,0,0,3,0
666,0,6,26,0,1,2,1
667,0,6,26,0,1,2,2
668,0,6,26,0,1,4,2
669,0,6,26,0,2,1,2
670,0,6,26,0,0,4,1
671,0,6,26,0,2,1,2
672,0,6,26,0,0,4,2
673,0,6,26,0,1,4,1
674,0,6,26,0,0,4,0
675,0,6,26,0,1,2,2
676,0,6,26,0,1,4,2
677,0,6,26,0,0,2,2
678,0,6,26,0,1,0,1
679,0,6,26,0,1,4,1
680,-1,6,26,0,1,4,1
681,0,6,26,0,1,4,2
682,0,6,26,0,0,4,1
683,0,6,26,0,0,3,0
684,0,6,26,0,1,4,0
685,0,6,26,0,1,0,0
686,0,6,26,0,0,4,0
687,0,6,26,0,2,1,0
688,1,6,26,0,1,0,1
689,0,6,26,0,1,0,2
690,0,6,26,0,1,4,1
691,10,6,26,0,0,0,0
692,-1,6,26,0,1,0,2
693,0,6,10,2,0,4,2
694,-1,6,10,2,2,1,2
695,-1,6,10,2,0,0,2
696,-1,6,10,2,1,4,2
697,-1,6,10,2,2,1,2
698,0,6,10,2,0,3,0
699,0,6,10,2,1,2,1
700,-1,6,10,2,1,2,2
701,0,6,10,2,1,4,2
702,-1,6,10,2,2,1,2
703,0,6,10,2,0,4,1
704,0,6,10,2,2,1,2
705,-1,6,10,2,0,4,2
706,1,6,10,2,1,4,1
707,0,6,10,2,0,4,0
708,0,6,10,2,1,2,2
709,1,6,10,2,1,4,2
710,0,6,10,2,0,2,2
711,0,6,10,2,1,0,1
712,0,6,10,2,1,4,1
713,0,6,10,2,1,4,1
714,1,6,10,2,1,4,2
715,1,6,10,2,0,4,1
716,1,6,10,2,0,3,0
717,0,6,10,2,1,4,0
718,-1,6,10,2,1,0,0
719,1,6,10,2,0,4,0
720,-1,6,10,2,2,1,0
721,-1,6,10,2,1,0,1
722,0,6,10,2,1,0,2
723,1,6,10,2,1,4,1
724,-1,6,10,2,0,0,0
725,-1,6,10,2,1,0,2
726,0,7,13,5,2,1,2
727,0,7,13,5,0,0,2
728,1,7,13,5,1,4,2
729,0,7,13,5,2,1,2
730,0,7,13,5,0,3,2
731,0,7,13,5,1,2,2
732,0,7,13,5,1,2,2
733,0,7,13,5,1,4,2
734,0,7,13,5,2,1,1
735,0,7,13,5,0,4,0
736,0,7,13,5,2,1,2
737,-1,7,13,5,0,4,2
738,0,7,13,5,1,4,2
739,0,7,13,5,0,4,1
740,0,7,13,5,1,2,2
741,0,7,13,5,1,4,2
742,0,7,13,5,0,2,2
743,-1,7,13,5,1,0,2
744,1,7,13,5,1,4,0
745,0,7,13,5,1,4,2
746,0,7,13,5,1,4,1
747,-1,7,13,5,0,4,1
748,0,7,13,5,0,3,1
749,0,7,13,5,1,4,0
750,0,7,13,5,1,0,0
751,0,7,13,5,0,4,2
752,-1,7,13,5,2,1,0
753,1,7,13,5,1,0,0
754,0,7,13,5,1,0,2
755,0,7,13,5,1,4,2
756,0,7,13,5,0,0,0
757,0,7,13,5,1,0,0
758,0,5,20,5,2,1,2
759,-1,5,20,5,0,0,2
760,0,5,20,5,1,4,2
761,-1,5,20,5,2,1,2
762,1,5,20,5,0,3,1
763,1,5,20,5,1,2,1
764,0,5,20,5,1,2,2
765,0,5,20,5,1,4,2
766,0,5,20,5,2,1,2
767,-1,5,20,5,0,4,2
768,10,5,20,5,2,1,2
769,-1,5,20,5,0,4,2
770,1,5,20,5,1,4,1
771,1,5,20,5,0,4,1
772,1,5,20,5,1,2,2
773,0,5,20,5,1,4,2
774,0,5,20,5,0,2,2
775,-1,5,20,5,1,0,1
776,0,5,20,5,1,4,0
777,0,5,20,5,1,4,2
778,1,5,20,5,1,4,2
779,0,5,20,5,0,4,1
780,1,5,20,5,0,3,0
781,-1,5,20,5,1,4,1
782,0,5,20,5,1,0,2
783,0,5,20,5,0,4,1
784,0,5,20,5,2,1,1
785,0,5,20,5,1,0,2
786,-1,5,20,5,1,0,1
787,1,5,20,5,1,4,0
788,1,5,20,5,0,0,0
789,-1,5,20,5,1,0,1
790,0,9,10,2,0,3,2
791,0,9,10,2,0,4,2
792,0,9,10,2,2,1,2
793,0,9,10,2,0,0,1
794,0,9,10,2,1,4,0
795,0,9,10,2,2,1,1
796,0,9,10,2,0,3,0
797,0,9,10,2,1,2,2
798,0,9,10,2,1,2,2
799,0,9,10,2,1,4,2
800,0,9,10,2,2,1,2
801,0,9,10,2,0,4,1
802,0,9,10,2,2,1,2
803,0,9,10,2,0,4,1
804,0,9,10,2,1,4,2
805,0,9,10,2,0,4,1
806,0,9,10,2,1,2,2
807,0,9,10,2,1,4,2
808,0,9,10,2,0,2,2
809,0,9,10,2,1,0,2
810,0,9,10,2,1,4,1
811,0,9,10,2,1,4,1
812,0,9,10,2,1,4,0
813,0,9,10,2,0,4,0
814,0,9,10,2,0,3,1
815,0,9,10,2,1,4,0
816,-1,9,10,2,1,0,1
817,0,9,10,2,0,4,2
818,-1,9,10,2,2,1,0
819,1,9,10,2,1,0,0
820,0,9,10,2,1,0,0
821,0,9,10,2,1,4,2
822,0,9,10,2,0,0,1
823,0,9,10,2,1,0,0
824,0,7,10,5,2,1,2
825,0,7,10,5,0,3,2
826,0,7,10,5,1,2,2
827,0,7,10,5,1,2,2
828,0,7,10,5,1,4,2
829,-1,7,10,5,2,1,1
830,1,7,10,5,0,4,0
831,0,7,10,5,2,1,2
832,0,7,10,5,0,4,2
833,0,7,10,5,1,4,2
834,0,7,10,5,0,4,1
835,0,7,10,5,1,2,2
836,0,7,10,5,1,4,2
837,0,7,10,5,0,2,2
838,0,7,10,5,1,0,2
839,0,7,10,5,1,4,0
840,0,7,10,5,1,4,2
841,0,7,10,5,1,4,1
842,0,7,10,5,0,4,1
843,0,7,10,5,0,3,1
844,0,7,10,5,1,4,0
845,-1,7,10,5,1,0,0
846,1,7,10,5,0,4,2
847,-1,7,10,5,2,1,0
848,0,7,10,5,1,0,0
849,0,7,10,5,1,0,2
850,0,7,10,5,1,4,2
851,0,7,10,5,0,0,0
852,0,7,10,5,1,0,0
853,0,1,23,5,0,3,2
854,0,1,23,5,0,4,2
855,0,1,23,5,2,1,2
856,0,1,23,5,0,0,2
857,0,1,23,5,1,4,1
858,0,1,23,5,2,1,2
859,0,1,23,5,0,3,0
860,0,1,23,5,1,2,1
861,0,1,23,5,1,2,2
862,0,1,23,5,1,4,1
863,0,1,23,5,2,1,2
864,0,1,23,5,0,4,1
865,0,1,23,5,2,1,1
866,0,1,23,5,0,4,1
867,1,1,23,5,1,4,0
868,0,1,23,5,0,4,2
869,0,1,23,5,1,2,1
870,0,1,23,5,1,4,2
871,0,1,23,5,0,2,1
872,0,1,23,5,1,0,0
873,0,1,23,5,1,4,0
874,0,1,23,5,1,4,2
875,0,1,23,5,1,4,2
876,0,1,23,5,0,4,2
877,0,1,23,5,0,3,1
878,-1,1,23,5,1,4,1
879,0,1,23,5,1,0,1
880,0,1,23,5,0,4,1
881,0,1,23,5,2,1,0
882,0,1,23,5,1,0,0
883,0,1,23,5,1,0,1
884,0,1,23,5,1,4,0
885,0,1,23,5,0,0,0
886,0,1,23,5,1,0,2
887,0,6,23,5,2,1,2
888,0,6,23,5,0,0,2
889,0,6,23,5,1,4,2
890,0,6,23,5,2,1,2
891,0,6,23,5,0,3,0
892,0,6,23,5,1,2,1
893,0,6,23,5,1,2,2
894,1,6,23,5,1,4,2
895,0,6,23,5,2,1,2
896,0,6,23,5,0,4,1
897,-1,6,23,5,2,1,2
898,0,6,23,5,0,4,2
899,0,6,23,5,1,4,1
900,0,6,23,5,0,4,0
901,0,6,23,5,1,2,2
902,1,6,23,5,1,4,2
903,0,6,23,5,0,2,2
904,-1,6,23,5,1,0,1
905,1,6,23,5,1,4,1
906,-1,6,23,5,1,4,1
907,0,6,23,5,1,4,2
908,0,6,23,5,0,4,1
